epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_same_type_rank_loss,train_oracle_aux_rank_loss,train_oracle_aux_same_type_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_same_type_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_same_type_pairs,train_oracle_aux_pairs,train_oracle_aux_same_type_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.0,0.34099872253443064,0.1272430141505442,0.009487791722150226,0.09968807587498113,0.0,0.29115810755052063,1.0,0.04697781536532076,0.008510257792391042,0.5959495806049457,0.5959495806049457,0.0,1.5426525364225534,0.4036741625076454,1.0948064464487528,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.37484905421733855,0.11964448839426041,0.009011986572295428,0.0834052637219429,0.0,0.24130204021930696,1.0,0.04346805922687054,0.014871910912916064,2.3715477423276754,2.3715477423276754,0.0,3.0551171569102733,2.2301904815161833,2.641918344795704,0.0,1.0,1.0,5.0
2,2,0.0,0.38030487769528437,0.12796096837050036,0.009415759790786788,0.10152849839314033,0.0,0.2945809387846997,1.0,0.047247767938595066,0.03278303562839076,0.746563264230501,0.746563264230501,0.0,3.17760316357568,0.6290744205330396,1.7426229011647305,0.0,1.0,2.0,0.2658300878185975,0.5716428113611121,0.6545795390480443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.8947368421053,256.94736842105266,0.0,0.0,11.736842105263158,0.3333333333333332,19.0,19.0,0.0,0.41786388903856275,0.1191974014043808,0.008371415687724948,0.08674508854746818,0.0,0.2494310110807419,1.0,0.04087959975004196,0.03915318738872884,2.421637029980775,2.421637029980775,0.0,5.256189705384895,2.2612733253699844,3.8385324507951735,0.0,1.0,2.0,5.0
3,4,0.0,0.45915980950782176,0.12803277010588268,0.009528281167149544,0.10513775148674061,0.0,0.2984420619904995,1.0,0.04699823936741603,0.036132785015776166,0.9937219613119325,0.9937219613119325,0.0,6.043278879444536,0.67797053731824,4.142087959679836,0.0,1.0,4.0,0.49362914028920624,0.5354841069171303,0.606572654686476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.5263157894736,201.1578947368421,0.0,0.0,11.631578947368421,0.6666666666666664,19.0,19.0,0.0,0.46678668484091757,0.11897298730909825,0.007605068618431687,0.09040547627955675,0.0,0.25923367515206336,1.0,0.03984266687184572,0.07393072847553413,2.224113420487265,2.224113420487265,0.0,9.900898456573486,2.2769092127797195,7.687052946863696,0.0,1.0,4.0,5.0
4,8,0.0,0.5216432511806488,0.1297393897548318,0.009761903202161193,0.1082319935391608,0.0,0.30122949879028293,1.0,0.04581041102248587,0.031293624572173794,1.2158715904170574,1.2158715904170574,0.0,10.916518223814723,0.9082195289801779,8.982075516079357,0.0,1.0,8.0,0.8002754575327823,0.575025991389626,0.6565189565482893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.5263157894737,187.94736842105263,0.0,0.0,11.421052631578947,1.0,19.0,19.0,0.0,0.5484633158892394,0.12016372717916965,0.007213119987864047,0.10017337771132588,0.0,0.2727360509335995,1.0,0.040149234049022195,0.07244891876034672,1.8301995938636537,1.8301995938636537,0.0,14.42922769401921,1.8505277857533655,12.282444370405575,0.0,1.0,8.0,5.0
5,16,0.0,0.5770595674157927,0.13396760760071247,0.009500493122399539,0.11702178267909116,0.0,0.3050225323164149,1.0,0.04448029316202002,0.025812066475286822,1.2674778186423952,1.2674778186423952,0.0,17.65958710049312,1.1864953230306143,16.246867373666884,0.0,1.0,16.0,0.8574519596601787,0.6159484057050002,0.7034648562732496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.7894736842105,198.57894736842104,0.0,0.0,11.526315789473685,1.0,19.0,19.0,0.0,0.6439472312107682,0.12461575884371996,0.007884071493754164,0.11154161780141295,0.0,0.2872494800016284,1.0,0.041077765030786396,0.060962977332019365,1.9240427242413716,1.9240427242413716,0.0,15.419758754875511,1.5492425022877796,14.030499945569318,0.0,1.0,16.0,5.0
6,32,0.0,0.6649544892195416,0.14002874368605644,0.0094092850991537,0.14008395028251566,0.0,0.31432103069107,1.0,0.044099921489281484,0.01941989249236243,1.7551397799428072,1.7551397799428072,0.0,31.349305296518818,1.708600924710167,30.726929654087527,0.0,1.0,32.0,0.8066069734723944,0.5688445207319761,0.6643958515242526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.57894736842104,179.6315789473684,0.0,0.0,11.31578947368421,1.0,19.0,19.0,0.0,0.7203301294706762,0.13127351673319937,0.00909681896737311,0.12911519582848996,0.0,0.3004143856465816,1.0,0.04029319765977561,0.037049489312948936,2.7857255757169694,2.7857255757169694,0.0,32.44787687240296,2.225653244734667,32.29030521679233,0.0,1.0,32.0,5.0
7,32,0.0,0.6703840481656554,0.1398316227806438,0.00961436205589531,0.14338576109883816,0.0,0.31640454364548387,1.0,0.04488136826426183,0.01930669717882563,1.700227207870772,1.700227207870772,0.0,31.352050741784968,1.665776780147238,30.704428383758255,0.0,1.0,32.0,0.7499873418557016,0.5138890758941048,0.6215150701372247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.5263157894736,213.57894736842104,0.0,0.0,11.631578947368421,1.0,19.0,19.0,0.0,0.7203301292844116,0.13127351677976548,0.00909681896737311,0.1291151957353577,0.0,0.3004143857397139,1.0,0.04029319765977561,0.03704948931131184,2.785725575559809,2.785725575559809,0.0,32.44787687240296,2.225653243698571,32.290486408010835,0.0,1.0,32.0,5.0
8,32,0.0,0.670376982833994,0.13945193539716697,0.009566195529738539,0.1414959765174181,0.0,0.31475311902498726,1.0,0.044358821732825356,0.01946402663785899,1.7046916608146603,1.7046916608146603,0.0,31.351247822627496,1.6429519389751555,30.69469875025664,0.0,1.0,32.0,0.7640668906663594,0.5442365078549636,0.6280077601733961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.7368421052632,213.1578947368421,0.0,0.0,11.526315789473685,1.0,19.0,19.0,0.0,0.7203301300294698,0.13127351668663323,0.009096818979014643,0.12911519559565932,0.0,0.3004143854603171,1.0,0.04029319772962481,0.03704948939453061,2.785725578891106,2.785725578891106,0.0,32.44787687091284,2.225653250721325,32.29082254284803,0.0,1.0,32.0,5.0
9,32,0.0,0.66161248087883,0.14110763511914565,0.00939560861642301,0.14867545952897912,0.0,0.3158023936281863,1.0,0.045094290886098815,0.019413369031891767,1.6327224106520182,1.6327224106520182,0.0,31.350705408507327,1.6712187067834725,30.723365628307253,0.0,1.0,32.0,0.8512114819727445,0.5888607329443881,0.7039963054029565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,175.31578947368422,0.0,0.0,11.473684210526315,1.0,19.0,19.0,0.0,0.7203301307745278,0.13127351668663323,0.009096818990656175,0.12911519536282867,0.0,0.3004143853671849,1.0,0.040293197776190934,0.03704948939762289,2.7857255764998627,2.7857255764998627,0.0,32.44787687687331,2.2256532426024025,32.291593122067205,0.0,1.0,32.0,5.0
10,32,0.0,0.6663884033792113,0.140266906102433,0.009585481743622375,0.14119736484472492,0.0,0.3151651655421837,1.0,0.04421569288426422,0.01936247198406031,1.5819999996991843,1.5819999996991843,0.0,31.347306441409682,1.6340504326760914,30.679736503727206,0.0,1.0,32.0,0.8104627508866159,0.5729852852068449,0.6672164358590779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.2105263157895,193.26315789473685,0.0,0.0,11.473684210526315,1.0,19.0,19.0,0.0,0.7203301294706762,0.13127351677976548,0.00909681896737311,0.1291151957353577,0.0,0.3004143857397139,1.0,0.04029319765977561,0.03704948931131184,2.785725575559809,2.785725575559809,0.0,32.44787687240296,2.225653243698571,32.292443300584274,0.0,1.0,32.0,5.0
