epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_same_type_rank_loss,train_oracle_aux_rank_loss,train_oracle_aux_same_type_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_same_type_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_same_type_pairs,train_oracle_aux_pairs,train_oracle_aux_same_type_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.0,0.34099871861307246,0.12724301454268003,0.009487791746658715,0.0996880754828453,0.0,0.2911581059819774,1.0,0.04697781458104912,0.008510257782434468,0.5959495837420323,0.5959495837420323,0.0,1.5426525238864615,0.4036741618704247,1.094806448017296,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.37484905421733855,0.11964448839426041,0.009011986572295428,0.0834052637219429,0.0,0.24130204021930696,1.0,0.04346805922687054,0.014871910912916064,2.3715477423276754,2.3715477423276754,0.0,3.0551171569102733,2.2301904815161833,2.641918344795704,0.0,1.0,1.0,5.0
2,2,0.0,0.38030488044023514,0.12796096954690783,0.00941575982754952,0.10152849800100452,0.0,0.29458093956897136,1.0,0.04724776784056112,0.032783035622502975,0.746563270295969,0.746563270295969,0.0,3.177603166725021,0.6290744163665964,1.7423818808869997,0.0,1.0,2.0,0.9055851948888678,0.571646721739518,0.6546806536222759,0.0,0.0,0.0,0.0,2.2167212398428666,1.528653019352963,0.0,0.0,0.0,521.8947368421053,256.94736842105266,0.0,0.0,12.0,0.3333333333333332,19.0,19.0,0.0,0.41786388903856275,0.11919740214943886,0.008371415687724948,0.08674508854746818,0.0,0.24943100959062575,1.0,0.04087959975004196,0.03915318739891518,2.421637053822633,2.421637053822633,0.0,5.256189705384895,2.261273349211842,3.8382007405161858,0.0,1.0,2.0,5.0
3,4,0.0,0.4591598087235501,0.12803277000784874,0.009528281148768178,0.10513775187887643,0.0,0.2984420623826353,1.0,0.046998239612500915,0.0361327851359252,0.9937219630974141,0.9937219630974141,0.0,6.043278878072061,0.6779705356055178,4.140457192333232,0.0,1.0,4.0,1.718933902288738,0.5352628576128107,0.6066800857845106,0.0,0.0,0.0,0.0,2.177389747218082,1.4452275790666278,0.0,0.0,0.0,545.5263157894736,201.1578947368421,0.0,0.0,12.0,0.6666666666666664,19.0,19.0,0.0,0.4667866833508015,0.11897298730909825,0.007605068618431687,0.09040547627955675,0.0,0.25923367589712143,1.0,0.03984266687184572,0.07393072847553413,2.2241134085663363,2.2241134085663363,0.0,9.900898456573486,2.2769092060741967,7.683082055719569,0.0,1.0,4.0,5.0
4,8,0.0,0.5216432484356981,0.1297393897058148,0.009761903122508605,0.10823199363719475,0.0,0.3012294982020792,1.0,0.04581041096121465,0.031293624535776055,1.2158715873489008,1.2158715873489008,0.0,10.916518221216824,0.9082195285286856,8.978679297864131,0.0,1.0,8.0,2.667688721104672,0.5748335374029059,0.6569328433588931,0.0,0.0,0.0,0.0,2.25823754385898,1.4667213402296368,0.0,0.0,0.0,508.5263157894737,187.94736842105263,0.0,0.0,12.0,1.0,19.0,19.0,0.0,0.5484633158892394,0.12016372717916965,0.007213119987864047,0.10017337771132588,0.0,0.2727360513061285,1.0,0.040149234049022195,0.07244891875743634,1.8301995934911246,1.8301995934911246,0.0,14.42922769401921,1.8505277764401398,12.275793052431254,0.0,1.0,8.0,5.0
5,16,0.0,0.5770595637885364,0.13396760738013605,0.009500493163757614,0.1170217834633628,0.0,0.3050225317282112,1.0,0.044480293419359156,0.025812066414053,1.2674778076610604,1.2674778076610604,0.0,17.659587097191366,1.1864953177198787,16.24275634192255,0.0,1.0,16.0,2.7323337981575415,0.615747017295737,0.7044063649679485,0.0,0.0,0.0,0.0,2.247674973387467,1.488173534995631,0.0,0.0,0.0,518.7894736842105,198.57894736842104,0.0,0.0,12.0,1.0,19.0,19.0,0.0,0.6439472330734134,0.12461575856432319,0.00788407149957493,0.11154161784797907,0.0,0.28724948056042193,1.0,0.041077765030786396,0.0609629773249253,1.9240427230306523,1.9240427230306523,0.0,15.419758754875511,1.5492425024740442,14.023557193228044,0.0,1.0,16.0,5.0
6,32,0.0,0.6649544928713065,0.14002874406593802,0.00940928518186985,0.14008395022124445,0.0,0.3143210303724596,1.0,0.04409992137592972,0.01941989237978329,1.755139774574126,1.755139774574126,0.0,31.349305294206978,1.7086009174663574,30.72451069192558,0.0,1.0,32.0,2.6593733335796155,0.5679759038122076,0.6651370729270735,0.0,0.0,0.0,0.0,2.1901766250008032,1.4709824009945518,0.0,0.0,0.0,505.57894736842104,179.6315789473684,0.0,0.0,12.0,1.0,19.0,19.0,0.0,0.7203301304019988,0.13127351654693484,0.009096818993566558,0.1291151957353577,0.0,0.3004143859259784,1.0,0.04029319775290787,0.037049489392347826,2.785725574900243,2.785725574900243,0.0,32.44787687286862,2.2256532454023272,32.28621552257973,0.0,1.0,32.0,5.0
7,32,0.0,0.67038405019986,0.13983162289093198,0.009614361972413272,0.14338575756961577,0.0,0.3164045434249075,1.0,0.04488136815091007,0.01930669669477587,1.7002271914843583,1.7002271914843583,0.0,31.35205072876508,1.6657767674792094,30.701218446026658,0.0,1.0,32.0,2.6445322915127405,0.5125464138231779,0.6218794490161695,0.0,0.0,0.0,0.0,2.1487222721702173,1.5128054932544106,0.0,0.0,0.0,535.5263157894736,213.57894736842104,0.0,0.0,12.0,1.0,19.0,19.0,0.0,0.7203301294706762,0.13127351677976548,0.00909681896737311,0.1291151957353577,0.0,0.3004143857397139,1.0,0.04029319765977561,0.03704948931131184,2.785725575559809,2.785725575559809,0.0,32.44787687240296,2.225653243698571,32.28533978680207,0.0,1.0,32.0,5.0
8,32,0.0,0.6703769859220636,0.1394519355442179,0.009566195551183466,0.1414959748385866,0.0,0.3147531190740043,1.0,0.04435882149693115,0.01946402671194541,1.7046916861838421,1.7046916861838421,0.0,31.35124782161797,1.6429519566830588,30.68920862151457,0.0,1.0,32.0,2.6454272646653023,0.5421916215043319,0.6289969808176944,0.0,0.0,0.0,0.0,2.1926624900416325,1.4899660348892212,0.0,0.0,0.0,497.7368421052632,213.1578947368421,0.0,0.0,12.0,1.0,19.0,19.0,0.0,0.7203301313333214,0.13127351668663323,0.009096818964462728,0.12911519561894239,0.0,0.3004143856465816,1.0,0.040293197799474004,0.03704948938861889,2.7857255753368007,2.7857255753368007,0.0,32.44787687286862,2.2256532448293456,32.28447464965939,0.0,1.0,32.0,5.0
9,32,0.0,0.6616124788936424,0.14110763540099325,0.009395608570469593,0.14867545564438364,0.0,0.31580239152045625,1.0,0.04509429136401435,0.019413369026423204,1.6327224192902552,1.6327224192902552,0.0,31.350705408469796,1.6712187235576101,30.71795101291503,0.0,1.0,32.0,2.719190835952759,0.5879503300315455,0.7061692052765897,0.0,0.0,0.0,0.0,2.252405517979672,1.4794749962656122,0.0,0.0,0.0,490.0,175.31578947368422,0.0,0.0,12.0,1.0,19.0,19.0,0.0,0.7203301307745278,0.13127351668663323,0.009096818979014643,0.12911519536282867,0.0,0.3004143859259784,1.0,0.04029319769470021,0.03704948939125643,2.7857255733235435,2.7857255733235435,0.0,32.44787687584885,2.225653245468584,32.284164075673836,0.0,1.0,32.0,5.0
10,32,0.0,0.6663884056830093,0.14026690590636512,0.009585481766599083,0.14119736686667525,0.0,0.31516516622842145,1.0,0.044215692623861526,0.019362472019849974,1.5819999942822458,1.5819999942822458,0.0,31.347306445629737,1.6340504362212152,30.67136007964004,0.0,1.0,32.0,2.7226929037194503,0.571194124849219,0.66903387245379,0.0,0.0,0.0,0.0,2.218057544607865,1.5236046439722966,0.0,0.0,0.0,496.2105263157895,193.26315789473685,0.0,0.0,12.0,1.0,19.0,19.0,0.0,0.7203301281668246,0.13127351673319937,0.00909681896737311,0.12911519582848996,0.0,0.3004143856465816,1.0,0.04029319765977561,0.037049489312948936,2.7857255757169694,2.7857255757169694,0.0,32.44787687240296,2.225653244734667,32.28388072351445,0.0,1.0,32.0,5.0
