timestamp	variant_id	status	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	benchmark_count	macro_mean_delta_tc	min_delta_tc	router_delta_tc	positive_count	negative_count	safe	elapsed_sec
2026-06-27T11:19:42	beam__cumulative__reward_pred__bw4__d3__c256__g1p0__candhard_fault_recall_union__div0p0__s0	error	beam	cumulative	reward_pred	4	3	256	1.0	hard_fault_recall_union	0.0	4	0	300000	2026	5	0.017133999999999917	-0.011850000000000027	NA	4	1	False	2836.714
