benchmark_id	state_id	candidate_strategy	candidate_rank	node	type	action_key	status	oracle_delta_tc	oracle_delta_fault_coverage	oracle_delta_pattern_count	oracle_test_coverage	oracle_fault_coverage	oracle_hard_fault_count	oracle_undetected_fault_count	oracle_error	eval_dir	q_pred	score_pred	reward_pred	fc_pred	guarded_reward	return_pred	hard_reduction_total_pred	hybrid_pred	bounded_residual_hybrid_pred	derived_hard_reduction_total_pred	derived_hard_reduction_hybrid_pred	pattern_pred	hard_reduction_sa0_pred	hard_reduction_sa1_pred	derived_hard_reduction_sa0_pred	derived_hard_reduction_sa1_pred	derived_hard_count_pre_total_pred	derived_hard_count_post_total_pred
iscas99__b17	initial	heuristic_recall_pool	1	N33257	observe	N33257::observe	ok	9.00000000000345e-05	9.00000000000345e-05	0	0.8563200000000001	0.8563200000000001	11658	11658			0.47513547539711	0.47513547539711	0.02063315361738205	0.00020633153617382048	0.02063315361738205	0.853055477142334	-0.009658923372626305	-0.09220370650291443	-0.7474701795727015	0.03411443904042244	3.411443904042244	-0.20299787819385529	-0.030635572969913483	-0.0160218495875597	0.03214818611741066	0.03551577031612396	118836.0	114781.9765625
iscas99__b17	initial	heuristic_recall_pool	2	N33256	observe	N33256::observe	ok	0.00037999999999993594	0.00037999999999993594	0	0.85661	0.85661	11634	11634			0.4402788579463959	0.4402788579463959	0.21109256148338318	0.002110925614833832	0.21109256148338318	0.8826125860214233	-0.009346209466457367	0.15908420085906982	-0.6611946597695351	0.029233407229185104	2.9233407229185104	-0.1067134290933609	-0.052853357046842575	-0.042504310607910156	0.021974686533212662	0.034406859427690506	118835.578125	115361.609375
iscas99__b17	initial	heuristic_recall_pool	3	N33258	observe	N33258::observe	ok	9.99999999995449e-06	9.99999999995449e-06	0	0.85624	0.85624	11664	11664			0.47081997990608215	0.47081997990608215	0.04884366691112518	0.0004884366691112518	0.04884366691112518	0.853415310382843	-0.009710729122161865	-0.06881393492221832	-0.7455081678926945	0.03568318113684654	3.5683181136846542	-0.20663903653621674	-0.029478099197149277	-0.014516612514853477	0.035516925156116486	0.035801731050014496	118836.40625	114595.9453125
iscas99__b17	initial	heuristic_recall_pool	4	N3778	observe	N3778::observe	ok	0.00017999999999995797	0.00017999999999995797	0	0.85641	0.85641	11650	11650			0.431484192609787	0.431484192609787	0.1508641541004181	0.001508641541004181	0.1508641541004181	0.8853163719177246	-0.009466277435421944	0.08955278247594833	-0.6875826120376587	0.021315524354577065	2.1315524354577065	-0.11533582210540771	-0.06046256050467491	-0.05077076703310013	0.004959460347890854	0.032972704619169235	118835.0390625	116302.0078125
iscas99__b17	initial	heuristic_recall_pool	5	N2891	observe	N2891::observe	ok	9.99999999995449e-06	9.99999999995449e-06	0	0.85624	0.85624	11664	11664			0.2831125259399414	0.2831125259399414	-0.03401701897382736	-0.00034017018973827364	-0.03401701897382736	0.7871648073196411	-0.0287666916847229	-2.1235213801264763	-2.6883822213858366	0.03592950478196144	3.592950478196144	-0.1221005767583847	-0.05538735166192055	-0.03342059999704361	0.03609880059957504	0.03580889850854874	118836.4375	114566.703125
iscas99__b17	initial	heuristic_recall_pool	6	N1985	observe	N1985::observe	ok	0.00012999999999996348	0.00012999999999996348	0	0.85636	0.85636	11654	11654			0.4394080638885498	0.4394080638885498	0.19875353574752808	0.0019875353574752806	0.19875353574752808	0.8823105096817017	-0.009450946003198624	0.13596944510936737	-0.6748285889625549	0.02685922011733055	2.685922011733055	-0.1064871996641159	-0.054877568036317825	-0.0444459393620491	0.01775134541094303	0.03335018455982208	118834.3125	115642.515625
iscas99__b17	initial	heuristic_recall_pool	7	N1984	observe	N1984::observe	ok	0.00012999999999996348	0.00012999999999996348	0	0.85636	0.85636	11654	11654			0.43890586495399475	0.43890586495399475	0.1963212937116623	0.001963212937116623	0.1963212937116623	0.8823933005332947	-0.00949888490140438	0.1288261041045189	-0.6802098415791988	0.026518642902374268	2.6518642902374268	-0.10679657757282257	-0.05540166795253754	-0.04487503319978714	0.016891686245799065	0.03337958827614784	118834.1484375	115682.828125
iscas99__b17	initial	heuristic_recall_pool	8	N75321	observe	N75321::observe	ok	9.99999999995449e-06	9.99999999995449e-06	0	0.85624	0.85624	11664	11664			0.40865540504455566	0.40865540504455566	0.17004385590553284	0.0017004385590553284	0.17004385590553284	0.8425191640853882	-0.008999004028737545	0.11266261711716652	-0.6467596478760242	0.030822312459349632	3.0822312459349632	-0.11781200766563416	-0.045380085706710815	-0.035196296870708466	0.02515248954296112	0.03486332669854164	118834.6171875	115171.859375
iscas99__b17	initial	heuristic_recall_pool	9	N75323	observe	N75323::observe	ok	9.99999999995449e-06	9.99999999995449e-06	0	0.85624	0.85624	11664	11664			0.40744391083717346	0.40744391083717346	0.1567399650812149	0.001567399650812149	0.1567399650812149	0.837565541267395	-0.0090444041416049	0.08986509218811989	-0.6558640375733376	0.030865179374814034	3.0865179374814034	-0.12618690729141235	-0.04436570778489113	-0.03387714922428131	0.025286618620157242	0.0348411500453949	118834.609375	115166.7578125
iscas99__b17	initial	heuristic_recall_pool	10	N75322	observe	N75322::observe	ok	9.99999999995449e-06	9.99999999995449e-06	0	0.85624	0.85624	11664	11664			0.4086225926876068	0.4086225926876068	0.16921497881412506	0.0016921497881412506	0.16921497881412506	0.8422673940658569	-0.00899575836956501	0.11190653592348099	-0.6467052437365055	0.0305753443390131	3.05753443390131	-0.11769335716962814	-0.04545260965824127	-0.035290613770484924	0.024717094376683235	0.03475065901875496	118834.515625	115201.109375
