epoch	bounded_residual_alpha	train_loss	train_value_loss	train_rank_loss	train_groups	train_pairs	val_rank_loss	val_spearman	val_negative_top1_rate	val_top1_regret	val_groups	val_pairs	is_best
1	-0.20106975734233856	0.6679143234893369	0.3926779970934149	0.6679143234893369	288	786	0.6487259479860464	-0.07667162102324945	0.5833333333333334	0.02201520833333331	48	190	1
2	-0.22004278004169464	0.6069817243325006	0.3921604263483055	0.6069817243325006	288	786	0.6486971961955229	-0.07667162102324945	0.5833333333333334	0.02201520833333331	48	190	1
