step,node,type,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,diversity_penalty
1,__aig_not_768,observe,0.3356720805168152,0.3356720805168152,0.003356720805168152,0.4865218997001648,0.3370520770549774,0.3356720805168152,0.0850205272436142,-0.20943398773670197,0.08255218714475632,216.39474487304688,76.16394805908203,140.23080444335938,209.88198852539062,74.40921783447266,135.4727783203125,0.030096648260951042,0.02303885668516159,0.033929962664842606,3.009664826095104,9.174776881933212,8.670233763754368,0.0
