benchmark_id	status	baseline_test_coverage	final_test_coverage	delta_test_coverage	baseline_fault_coverage	final_fault_coverage	delta_fault_coverage	pattern_count	effective_pattern_count	rows	plan_csv	eval_dir	elapsed_sec	error
iscas99__b17	ok	0.85623	0.9089	0.052669999999999995	0.85623	0.9089	0.052669999999999995	300000	2724	2	autoresearch/improve-260716-1344/round9_b17_seed_fusions/equal/plans/iscas99__b17.csv	autoresearch/improve-260716-1344/round9_b17_seed_fusions/equal/evaluation/evals/iscas99__b17	114.865	
