circuit	benchmark_id	budget	allowlist_nodes	plan_nodes	legal_plan_nodes	legal_ratio_pct	baseline_tc_pct	filtered_final_tc_pct	filtered_delta_tc_pp	unfiltered_final_tc_pct	change_vs_unfiltered_pp	deeptpi_final_tc_pct	gap_vs_deeptpi_pp	beats_deeptpi	plan_elapsed_sec	eval_elapsed_sec	plan_csv	eval_dir
b15_C	iscas99__b15_1	278	7918	278	278	100.0	81.764	94.857	13.09300000000001	90.656	4.200999999999993	93.2	1.6569999999999965	True	0.0	0.0	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b15_C/plans/iscas99__b15_1.csv	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b15_C/evals/final
b20_C	iscas99__b20	616	19175	616	616	100.0	90.757	94.971	4.213999999999995	97.087	-2.1159999999999997	95.02	-0.04899999999999238	False	506.21	11.79	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b20_C/plans/iscas99__b20.csv	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b20_C/evals/final
b21_C	iscas99__b21	628	19520	628	628	100.0	89.682	95.453	5.770999999999993	96.379	-0.9260000000000019	94.51	0.9429999999999978	True	530.3	13.51	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b21_C/plans/iscas99__b21.csv	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b21_C/evals/final
b22_C	iscas99__b22	915	28412	915	915	100.0	92.13	96.233	4.1030000000000015	97.187	-0.9539999999999935	95.59	0.6430000000000007	True	1089.8	20.75	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b22_C/plans/iscas99__b22.csv	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b22_C/evals/final
b17_C	iscas99__b17	994	29334	994	994	100.0	85.623	91.389	5.765999999999993	89.869	1.519999999999996	91.67	-0.2810000000000059	False	1317.43	72.75	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b17_C/plans/iscas99__b17.csv	autoresearch/loop-260720-0945/typed_winner_round19_direct_return_five/b17_C/evals/final
