epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.7453697552680969,0.10917286176979542,0.1450106824338436,0.0001367109375059954,1.2368176189810038,0.23227997240796686,0.25501903909444806,0.8873535412549972,0.12689751383289694,0.3311093374043703,1.524255374914405,1.524255374914405,0.0,1.5241154061171596,1.0,500.0,0.0,0.2197428687941283,0.06652928228140809,0.12834753934293985,5.0619111050309584e-05,0.2750862614484504,0.14870451857859734,0.04621997135109268,0.7827635295689106,0.19806118740234524,0.3981180885457434,1.6100286371563186,1.6100286371563186,0.0,1.5597706359597368,1.0,256.0
2,1,0.5838785149902105,0.09125638967752457,0.14644875946640967,5.1565639234468105e-05,0.9520010218806565,0.18976582572143524,0.09195099755562842,0.8303072745800019,0.14138801673054696,0.3913201992213726,1.5980937984772718,1.5980937984772718,0.0,1.631969396466222,1.0,500.0,0.0,0.19245576436514966,0.06707931411801837,0.1426990590407513,2.971475302615545e-05,0.22360396954172757,0.14035551662527723,0.02444740929058753,0.67827756726183,0.23373048327630386,0.5463232182664797,1.472680491851861,1.472680491851861,0.0,1.5509435332401011,1.0,256.0
3,1,0.4869241106659174,0.0875358578413725,0.1546178756505251,2.4802949799777708e-05,0.7669772900268436,0.15614273869839962,0.052371495928615334,0.7946084653139114,0.13531095053255557,0.3582309390306473,1.413720100537677,1.413720100537677,0.0,1.4491332978094482,1.0,500.0,0.0,0.17355056363157928,0.05470016678737011,0.1293516957666725,3.0603342217716545e-05,0.2082531983833178,0.13320988726627547,0.025295322950114496,0.7357308778446168,0.19811433262657374,0.46484054875327274,1.5141441634364128,1.5141441634364128,0.0,1.4980814928502184,1.0,256.0
4,1,0.37738245299458506,0.08285840021818876,0.1525543029755354,1.6868700467057352e-05,0.5599181506894528,0.15906174503761578,0.04206095809862018,0.7279958239793778,0.1319181544035673,0.3552204393297434,1.507013512110037,1.507013512110037,0.0,1.5441033641734458,1.0,500.0,0.0,0.1607759310863912,0.04685198495280929,0.13352837442653254,1.6349775798119026e-05,0.2027080906846095,0.1351314844650915,0.014273189999585156,0.6282498077489436,0.18916019290918484,0.41307548515032977,1.4852124740995194,1.4852124740995194,0.0,1.5148670654237435,1.0,256.0
