node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__aig_not_11941,1,0,1,0,0
__aig_not_11943,1,0,1,0,0
__aig_not_11945,1,0,1,0,0
__aig_not_11947,1,0,1,0,0
__aig_not_11949,1,0,1,0,0
__aig_not_11951,1,0,1,0,0
__aig_not_11953,1,0,1,0,0
__aig_not_11955,1,0,1,0,0
__aig_not_11957,1,0,1,0,0
__aig_not_11959,1,0,1,0,0
__aig_not_11961,1,0,1,0,0
__aig_not_11963,1,0,1,0,0
__aig_not_11965,1,0,1,0,0
__aig_not_11967,1,0,1,0,0
__aig_not_11969,1,0,1,0,0
__aig_not_11971,1,0,1,0,0
__aig_not_11973,1,0,1,0,0
__aig_not_11975,1,0,1,0,0
__aig_not_11977,1,1,0,0,0
__aig_not_11979,1,0,1,0,0
__aig_not_11981,1,0,1,0,0
__aig_not_11983,1,0,1,0,0
__buf_split_6543,1,0,1,0,0
__buf_split_6544,1,0,1,0,0
__buf_split_6545,1,0,1,0,0
__buf_split_6546,1,0,1,0,0
__buf_split_6547,1,0,1,0,0
__buf_split_6548,1,0,1,0,0
__buf_split_6549,1,0,1,0,0
__buf_split_6550,1,0,1,0,0
__buf_split_6551,1,0,1,0,0
__buf_split_6552,1,0,1,0,0
__buf_split_6553,1,0,1,0,0
__buf_split_6554,1,0,1,0,0
__buf_split_6555,1,0,1,0,0
__buf_split_6556,1,0,1,0,0
__buf_split_6557,1,0,1,0,0
__buf_split_6558,1,0,1,0,0
__buf_split_6559,1,0,1,0,0
__buf_split_6560,1,0,1,0,0
__buf_split_6561,1,0,1,0,0
__buf_split_6562,1,0,1,0,0
__buf_split_6563,1,0,1,0,0
__buf_split_6564,1,0,1,0,0
__tpi_cp_0___aig_not_11977,1,0,1,0,0
test_en,1,1,0,0,0
