benchmark_id	state_id	candidate_strategy	candidate_rank	node	type	action_key	status	oracle_delta_tc	oracle_delta_fault_coverage	oracle_delta_pattern_count	oracle_test_coverage	oracle_fault_coverage	oracle_hard_fault_count	oracle_undetected_fault_count	oracle_error	eval_dir	q_pred	score_pred	reward_pred	fc_pred	guarded_reward	return_pred	hard_reduction_total_pred	hybrid_pred	bounded_residual_hybrid_pred	derived_hard_reduction_total_pred	derived_hard_reduction_hybrid_pred	pattern_pred	hard_reduction_sa0_pred	hard_reduction_sa1_pred	derived_hard_reduction_sa0_pred	derived_hard_reduction_sa1_pred	derived_hard_count_pre_total_pred	derived_hard_count_post_total_pred
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	1	N15610	observe	N15610::observe	ok	0.0	0.0	0	0.65823	0.65823	37015	37015			0.32125693559646606	0.32125693559646606	-0.08426865190267563	-0.0008426865190267563	-0.08426865190267563	0.8046796321868896	-0.04820442572236061	-4.100031591951847	-4.640339827165008	0.019524643197655678	1.9524643197655678	-0.11554454267024994	-0.075655996799469	-0.04489465802907944	0.021433938294649124	0.018181154504418373	150315.640625	147380.78125
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	2	N2806	control1	N2806::control1	ok	0.041830000000000034	0.041830000000000034	0	0.70006	0.70006	32485	32485			0.4466414451599121	0.4466414451599121	0.11330574750900269	0.0011330574750900268	0.11330574750900269	0.9006919860839844	-0.00870695523917675	0.14330220967531204	-0.6171960905194283	0.007424129638820887	0.7424129638820887	-0.09815845638513565	-0.05190529674291611	-0.04368198662996292	-0.004378054291009903	0.01571809872984886	150457.453125	149340.4375
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	3	N15609	observe	N15609::observe	ok	0.0	0.0	0	0.65823	0.65823	37016	37016			0.3196828365325928	0.3196828365325928	-0.09445904940366745	-0.0009445904940366745	-0.09445904940366745	0.8055325746536255	-0.05008899047970772	-4.297825522720814	-4.831130666658282	0.01946363039314747	1.9463630393147469	-0.11443345248699188	-0.07853391021490097	-0.047164253890514374	0.02082185633480549	0.01850796863436699	150315.609375	147389.921875
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	4	N14376	observe	N14376::observe	ok	0.0	0.0	0	0.65823	0.65823	37015	37015			0.3201315104961395	0.3201315104961395	-0.08533801883459091	-0.0008533801883459091	-0.08533801883459091	0.8041551113128662	-0.050109948962926865	-4.292177803814411	-4.831290623173118	0.017778409644961357	1.7778409644961357	-0.10201996564865112	-0.07938523590564728	-0.04822815954685211	0.017631810158491135	0.0178816020488739	150315.75	147643.375
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	5	N2806	control0	N2806::control0	ok	-0.011680000000000024	-0.011680000000000024	0	0.64655	0.64655	38280	38280			0.44060593843460083	0.44060593843460083	0.06064603105187416	0.0006064603105187417	0.06064603105187416	0.8955086469650269	-0.008610669523477554	0.09508772566914558	-0.6220282828435302	0.004815211053937674	0.48152110539376736	-0.10378694534301758	-0.05405659228563309	-0.04647963494062424	-0.008764286525547504	0.014358095824718475	150457.453125	149732.96875
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	6	N14375	observe	N14375::observe	ok	2.999999999997449e-05	2.999999999997449e-05	0	0.65826	0.65826	37012	37012			0.3353225588798523	0.3353225588798523	-0.07575290650129318	-0.0007575290650129318	-0.07575290650129318	0.8054124116897583	-0.036518730223178864	-2.9222135171294212	-3.46945814602077	0.017189666628837585	1.7189666628837585	-0.09465673565864563	-0.06598344445228577	-0.041181936860084534	0.016092617064714432	0.017961563542485237	150315.59375	147731.71875
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	7	N12337	observe	N12337::observe	ok	9.99999999995449e-06	9.99999999995449e-06	0	0.6582399999999999	0.6582399999999999	37014	37014			0.34444817900657654	0.34444817900657654	-0.022728614509105682	-0.00022728614509105684	-0.022728614509105682	0.8089470267295837	-0.02836654707789421	-2.050436295568943	-2.6401001047343016	0.022674614563584328	2.2674614563584328	-0.18314585089683533	-0.047343358397483826	-0.02351594902575016	0.027884872630238533	0.01900864765048027	150316.09375	146907.734375
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	8	N16019	observe	N16019::observe	ok	9.99999999995449e-06	9.99999999995449e-06	0	0.6582399999999999	0.6582399999999999	37015	37015			0.44278213381767273	0.44278213381767273	0.1475313901901245	0.0014753139019012451	0.1475313901901245	0.8982514142990112	-0.009013989008963108	0.14438390359282494	-0.6399531997740269	0.015608235262334347	1.5608235262334347	-0.0909525528550148	-0.04504527151584625	-0.03476088494062424	0.012786909006536007	0.017593437805771828	150315.28125	147969.125
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	9	N2901	control1	N2901::control1	ok	-0.010589999999999988	-0.010589999999999988	0	0.64764	0.64764	38162	38162			0.44813358783721924	0.44813358783721924	0.1108524352312088	0.001108524352312088	0.1108524352312088	0.9059648513793945	-0.008742203935980797	0.14259689301252365	-0.6200160719454288	0.008109291084110737	0.8109291084110737	-0.09500303119421005	-0.05111774429678917	-0.04265781491994858	-0.0022398531436920166	0.015389836393296719	150348.375	149129.15625
openabcd__mem_ctrl_orig	initial	heuristic_recall_pool	10	N16020	observe	N16020::observe	ok	9.99999999995449e-06	9.99999999995449e-06	0	0.6582399999999999	0.6582399999999999	37014	37014			0.31599491834640503	0.31599491834640503	-0.08909014612436295	-0.0008909014612436295	-0.08909014612436295	0.802753746509552	-0.05409642681479454	-4.695979081094265	-5.231226781383157	0.015698106959462166	1.5698106959462166	-0.08852024376392365	-0.08492299914360046	-0.05380646139383316	0.013356903567910194	0.01734543964266777	150315.703125	147956.03125
