checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
B_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.0812659299626282	0.09110366210348632	0.17978948996970157	0.005678333333333341	0.017511666666666686	0.0	0.6597222222222222	0.0030678729391750564	-0.011668188704629068	INCONCLUSIVE
B_oracle_0p05	hybrid_pred	6	0.026102189805708904	0.014085482032598842	0.0361690538069126	0.0013099999999999963	0.021880000000000028	0.5	0.34027777777777773	-0.004629865477553385	-0.25780372130961654	INCONCLUSIVE
B_oracle_0p05	q_pred	6	0.023049178671697923	0.03057815553004566	-0.027059503866971937	0.0052616666666666645	0.017928333333333362	0.16666666666666666	0.34027777777777773	0.07140070009514972	0.02297056615575842	INCONCLUSIVE
B_oracle_0p05	score_pred	6	0.023049178671697923	0.03057815553004566	-0.027059503866971937	0.0052616666666666645	0.017928333333333362	0.16666666666666666	0.34027777777777773	0.07140070009514972	0.02297056615575842	INCONCLUSIVE
incumbent	derived_hard_reduction_hybrid_pred	6	0.045531676616240295	0.03316880827624239	0.04740209698218745	0.0012266666666666537	0.021963333333333373	0.5	0.8298611111111112	0.0007856525716632254	-0.00998494333758121	INCONCLUSIVE
incumbent	hybrid_pred	6	0.3267172005985642	0.29267592372414647	0.24872416939683062	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.004016533739905403	0.022486743042426535	INCONCLUSIVE
incumbent	q_pred	6	0.2744543467443164	0.256817544528608	0.23642903246014443	0.0029666666666666544	0.02022333333333337	0.5	0.3090277777777778	0.11193899487328951	0.005605083738411745	INCONCLUSIVE
incumbent	score_pred	6	0.2744543467443164	0.256817544528608	0.23642903246014443	0.0029666666666666544	0.02022333333333337	0.5	0.3090277777777778	0.11193899487328951	0.005605083738411745	INCONCLUSIVE
q_v1_hard_topk	derived_hard_reduction_hybrid_pred	6	0.08682611007861768	0.0779897839687013	0.025691246356429474	0.0012650000000000161	0.02192500000000001	0.5	0.6736111111111112	0.00016924836741888808	0.0029807738262420686	INCONCLUSIVE
q_v1_hard_topk	hybrid_pred	6	0.06708933325861359	0.054357404220499665	0.07042738513107616	0.01055333333333334	0.012636666666666685	0.16666666666666666	0.6597222222222222	-0.027926490811579194	0.08706052708280441	INCONCLUSIVE
q_v1_hard_topk	q_pred	6	0.02823990403127596	0.021377980428746692	0.03620843161063731	-0.00411333333333332	0.027303333333333346	0.16666666666666666	0.34027777777777773	-0.0022353704181117154	-0.0034797598475311275	INCONCLUSIVE
q_v1_hard_topk	score_pred	6	0.02823990403127596	0.021377980428746692	0.03620843161063731	-0.00411333333333332	0.027303333333333346	0.16666666666666666	0.34027777777777773	-0.0022353704181117154	-0.0034797598475311275	INCONCLUSIVE
