status	benchmark_id	budget	plan_csv	eval_dir	plan_elapsed_sec	eval_elapsed_sec
ok	iscas99__b20	616	autoresearch/exact-itc99-current-best-q-lcb-260712/b20_C/plans/iscas99__b20__greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0.csv	autoresearch/exact-itc99-current-best-q-lcb-260712/b20_C/evals/iscas99__b20__greedy__cumulative__q_pred_lcb__bw1__d1__c96__g1p0__candheuristic_recall_pool__div0p0__s0	1695.776	9.699
