timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	k_recall	k_model	k_plan	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	refresh_ratio_numerator	refresh_ratio_denominator	refresh_rounding	refresh_steps	prefix_state_mode	residual_prior_source	source_bench_sha256	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	prior_setup_elapsed_sec	plan_elapsed_sec	eval_elapsed_sec	elapsed_sec	error
2026-07-21T19:08:24	residual_refresh__replay__ratio192of278__q_typed_reliable_context__c64	ok	iscas99__b22	90738	deeptpi_table2_fixed	915	greedy	cumulative	q_typed_reliable_context	1	1	64				1.0	hard_fault_cluster	0.0	4	0	300000	2026	192	278	floor	631	replay	intermediate_atpg_last_nonbaseline_row	c530b8d8412fc7fd2bc74d969691df7f1e3fbc9f7471fd925b785c76618ad230	265.3632518509403	265.66121143847704	2.6566121143847705	38.02692871540785	712454.0524162037	1457.330567811304	0.0373	0.0373	0	autoresearch/loop-260720-0945/typed_winner_round13_refresh_five/b22_C/plans/iscas99__b22.csv	autoresearch/loop-260720-0945/typed_winner_round13_refresh_five/b22_C/evals/final	19.12	1020.89	19.99	1060.0	
