checkpoint,epoch,samples,latent_smooth_l1,scoap_mae,delta_scoap_mae,hard_bce,hard_sa0_precision,hard_sa0_recall,hard_sa0_f1,hard_sa0_pr_auc,hard_sa1_precision,hard_sa1_recall,hard_sa1_f1,hard_sa1_pr_auc,hard_macro_f1,hard_macro_f1_tuned,hard_threshold_sa0,hard_threshold_sa1,hard_micro_accuracy,hard_recall_at_top_1pct,hard_recall_at_top_5pct,hard_recall_at_top_10pct,hard_count_mae,hard_count_spearman,hard_count_top10_overlap,hard_reduction_mae,hard_reduction_sign_acc,hard_reduction_score,reward_mae,latent_cosine,scoap_acc_at_005,delta_scoap_acc_at_001,hard_count_acc_at_010,hard_reduction_acc_at_005,reward_sign_acc,predictive_score
autoresearch/predictive-hardf1-round2-260625-1705/runs/lh0p5__lhc0p15__lhr0p5__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_001.pt,1,512,0.06027739429555368,0.07453628972871229,0.007101934638740204,0.8602504837326705,0.0003065531633928361,1.0,0.0006129184347006129,0.017114764410010374,0.01632108971558513,0.9952185792349727,0.03211550118476884,0.1575451579441518,0.016364209809734725,0.21568115484416808,0.8056938648223877,0.9812761155593185,0.49935792937992124,0.3263346354166675,0.4633789062500006,0.6772460937500026,0.5283373586134985,-0.029441865906392195,0.14655949519230801,0.08811453951420845,0.36393230163957924,0.9118854604857916,0.12433987965778215,0.97035515261814,0.4418701798422262,0.7496437176596373,0.0,0.42447917931713164,0.90234375,0.43990032070158713
autoresearch/predictive-hardf1-round2-260625-1705/runs/lh0p5__lhc0p15__lhr0p5__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_002.pt,2,512,0.07323845144128427,0.08671038672036957,0.005646862464345759,0.45751517929602414,0.010961214165261383,1.0,0.021684737281067557,0.13444934950336146,0.0264140681653372,0.9952185792349727,0.051462277479513985,0.09113962042591744,0.03657350738029077,0.2582422848380295,0.9456250071525574,0.7304128976484101,0.7889894500492126,0.006673177083333333,0.37923177083333504,0.905436197916668,0.5168720053043216,0.10562893226597225,0.14137620192307704,0.07542445418221178,0.4296875128056854,0.9245755458177882,0.2203104213840561,0.9637827307451516,0.2962598415906541,0.8313443209044635,0.0,0.614583351649344,0.90234375,0.5102050218007889
autoresearch/predictive-hardf1-round2-260625-1705/runs/lh0p5__lhc0p15__lhr0p5__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_003.pt,3,512,0.06970644115062896,0.06540495005901903,0.004443822906068817,0.3954127210890874,0.014412416851441241,1.0,0.028415300546448086,0.10467965313328029,0.03532839626077455,0.9938524590163934,0.06823137705456166,0.20849249232855388,0.04832333880050487,0.3908611526324531,0.994904637336731,0.9757506871876651,0.8437961368110236,0.31233723958333337,0.6606445312500018,0.7088216145833353,0.5161798852495849,0.461910703452304,0.1005108173076925,0.06569758820842253,0.044270834478084,0.9343024117915775,0.2830409338057507,0.9658753004623577,0.4688781556324102,0.9138164370087907,0.0,0.9309895843616687,0.90234375,0.5267332736115642
autoresearch/predictive-hardf1-round2-260625-1705/runs/lh0p5__lhc0p15__lhr0p5__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/epoch_004.pt,4,512,0.06658915807201993,0.07237407033971976,0.002647766352765757,0.4365031526540406,0.004380053908355795,1.0,0.00872190540087219,0.033577193803667825,0.032679150162045374,0.9918032786885246,0.06327348788565453,0.2189279015566017,0.035997696643263355,0.2821603826324616,0.9824580550193787,0.9887801192977891,0.8233459953248031,0.25976562499999906,0.666829427083335,0.9726562500000003,0.5219104673014954,-0.24294292749254964,0.17345252403846245,0.06376960777924978,0.591145850776229,0.9362303922207502,0.2357507058477495,0.9666960434988141,0.3717601678799838,0.9863588701700792,0.0,0.6386718918802217,0.90234375,0.5465040543155658
autoresearch/predictive-hardf1-round2-260625-1705/runs/lh0p5__lhc0p15__lhr0p5__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/best.pt,-2,512,0.07323845129576512,0.0867103867494734,0.005646862444336875,0.45751517912140116,0.010961214165261383,1.0,0.021684737281067557,0.13444934950336146,0.0264140681653372,0.9952185792349727,0.051462277479513985,0.09113962042591744,0.03657350738029077,0.25828613759648245,0.9456250071525574,0.7299118962306566,0.7889894500492126,0.006673177083333333,0.37923177083333504,0.905436197916668,0.5168720055371523,0.10562893226597225,0.14137620192307704,0.07542445375293028,0.4296875128056854,0.9245755462470697,0.22031042059825268,0.9637827300466597,0.2962598415906541,0.8313443209044635,0.0,0.614583351649344,0.90234375,0.510224755606485
autoresearch/predictive-hardf1-round2-260625-1705/runs/lh0p5__lhc0p15__lhr0p5__hlasl__hhresidual_context__pw20__ns5__nmtopk__tshard_weighted__fmtestability__ewfault_path__ek0p6__fc0p0/latest.pt,-1,512,0.06658915815933142,0.07237407031061593,0.0026477663550394936,0.4365031528286636,0.004380053908355795,1.0,0.00872190540087219,0.033577193803667825,0.032679150162045374,0.9918032786885246,0.06327348788565453,0.21892790175296173,0.035997696643263355,0.2820593759371202,0.9824580550193787,0.9896872090266875,0.8233459953248031,0.25976562499999906,0.666829427083335,0.9726562500000003,0.5219104674179107,-0.24294305194052868,0.17345252403846245,0.06376960773559404,0.591145850776229,0.936230392264406,0.23575070561491884,0.9666960434988141,0.3717601678799838,0.9863588701700792,0.0,0.6386718918802217,0.90234375,0.5464586013092104
