timestamp	variant_id	status	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	patterns	seed	benchmark_count	macro_mean_delta_tc	min_delta_tc	router_delta_tc	positive_count	negative_count	safe	elapsed_sec
2026-06-26T20:34:37	beam__cumulative__guarded_reward__bw2__d2__c32__g1p0__candmixed__div0p0	ok	beam	cumulative	guarded_reward	2	2	32	1.0	mixed	0.0	4	50000	2026	1	-0.011129999999999973	-0.011129999999999973	-0.011129999999999973	0	1	False	436.255
