epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.28651716054882853,0.10808397365733981,0.18973208544775844,0.0001709606375970907,0.9493444641958922,0.21540356322191656,0.4501581624522805,0.9235726434737443,0.06372582276235335,0.03939416735842769,0.6741643500376034,0.6741643500376034,0.0,0.6751828668551144,1.0,1.0,800.0,0.0,0.21220701769925654,0.0742960098432377,0.2606003243708983,3.9796378999312765e-05,0.8250300710787997,0.21152565177180804,0.38079373096115887,0.9339323358144611,0.06325306140934117,0.01629598568649726,0.5146060128448808,0.5146060128448808,0.0,0.525616670529256,1.0,1.0,256.0
2,2,0.33116105978377164,0.13435423157177864,0.2203112618206069,3.962666767790779e-05,0.8581959491921589,0.21818571174517273,0.3362030768301338,0.9046971080824733,0.06758224893710577,0.03348290665256173,0.7781236460008695,0.7781236460008695,0.0,1.2697400683904803,1.0,2.0,800.0,0.0,0.26897399665176636,0.1121155331202317,0.24662456815713085,2.3521712783747262e-05,0.8555830353288911,0.2285373280319618,0.33422293449984863,0.9327287309570238,0.0585525879796478,0.015493227988201852,0.6275529916048193,0.6275529916048193,0.0,1.0870193783817967,1.0,2.0,256.0
3,2,0.27889035211410373,0.14233285328373313,0.22051617482677102,1.5596152717307632e-05,0.8309575323527679,0.21416501566709484,0.2920781783387065,0.9039419233426451,0.06658126327791251,0.029732559915184052,0.60175592662498,0.60175592662498,0.0,1.0323421945581388,1.0,2.0,800.0,0.0,0.259430873884412,0.09278417074528988,0.25093267299234867,5.127221075262867e-06,0.8625638443627395,0.19628940656548366,0.3155245507368818,0.9354031991679221,0.04421799118426861,0.0188778527368072,0.601112806463064,0.601112806463064,0.0,1.095729189149765,1.0,2.0,256.0
4,3,0.4165710735181344,0.17274832034793985,0.22160515821849322,8.534619724779682e-06,0.7570165687520067,0.209153004620457,0.2830799089837821,0.8914447328696643,0.06586736397934136,0.02755603859821205,0.9861353106096576,0.9861353106096576,0.0,2.243280273289211,1.0,3.0,800.0,0.0,0.3933035973362469,0.19293295247674308,0.2560311399089792,4.386243811715927e-06,0.821579292882234,0.1997840329277096,0.30483706314892844,0.9348314748300863,0.0515538444063471,0.016060438029048406,0.902464905832162,0.902464905832162,0.0,2.1523132430489693,1.0,3.0,256.0
5,3,0.39073985171038667,0.17435177520227943,0.21513120188998655,4.358323131820423e-06,0.7304804154857991,0.20350591363812198,0.2783945953442402,0.8903922669837876,0.06304408195816599,0.02703052097061936,0.8991962195806036,0.8991962195806036,0.0,2.1298492322574667,1.0,3.0,800.0,0.0,0.30916136663775734,0.12406511954031885,0.23134696404061586,2.244127428182215e-06,0.9381861860553422,0.23764122863455353,0.3155019166491306,0.934241216008862,0.04863612989235359,0.015869775566308413,0.6981627685299542,0.6981627685299542,0.0,1.6268084771046656,1.0,3.0,256.0
6,4,0.48363790173782034,0.18890944410813973,0.2094843774312176,2.499983514407944e-06,0.7438338685035706,0.20373321359813418,0.30894371286034583,0.9061564827524126,0.057169157449243356,0.027414996728562215,1.1123464853822782,1.1123464853822782,0.0,3.2770440180068374,1.0,4.0,800.0,0.0,0.3415621415551868,0.11181038968788926,0.2394953044858994,1.3038057403158554e-06,0.9974564791191369,0.22720942342130002,0.34475275690783747,0.9384250500006601,0.05532329744164599,0.019235035222452623,0.7319192140918758,0.7319192140918758,0.0,2.408890889625024,1.0,4.0,256.0
7,4,0.37500439861323687,0.18027962525142358,0.20541255229152738,1.5230869671967185e-06,0.743568737001624,0.1914519843105336,0.3068908381019719,0.9122906754538417,0.05987026293209055,0.029773878422758814,0.7830062410635551,0.7830062410635551,0.0,2.4299078839126107,1.0,4.0,800.0,0.0,0.3553313277370762,0.1501781360784662,0.23130513344949577,8.831391706820568e-07,0.9856001326697879,0.19258422938810327,0.3541495307290461,0.9372344873845577,0.051515201274014544,0.019301074749823233,0.756350212858742,0.756350212858742,0.0,2.291307209996254,1.0,4.0,256.0
8,5,0.43052962393034216,0.20590681923553375,0.20489975956268627,8.476913647896835e-07,0.7184170430470249,0.18952968517046473,0.31795567021518933,0.9097536134719855,0.05783195610134863,0.028501217334675442,0.8751384233207605,0.8751384233207605,0.0,3.312401885746417,1.0,5.0,800.0,0.0,0.44852263091597705,0.15396330316434623,0.25245910058729354,4.966113670734628e-07,0.9391906186472624,0.21250696984789108,0.3651687291916459,0.9374933044426145,0.059163413132773714,0.020400458145741155,0.9851463264516075,0.9851463264516075,0.0,3.473869254535544,1.0,5.0,256.0
9,5,0.41225274865236095,0.21284954406693604,0.20112903497368065,6.20359302669015e-07,0.6946425244901333,0.18579335698956775,0.321289215153083,0.9143620180934655,0.05804845319665031,0.029449798431243623,0.8162862920592147,0.8162862920592147,0.0,3.1242848185403562,1.0,5.0,800.0,0.0,0.43281685622641825,0.18535499233403246,0.22920264310669153,2.627738359572973e-07,0.9215056675253438,0.26102754099410946,0.3537354308413343,0.9341863701585679,0.0519753293832764,0.020289351514350056,0.9242462949515713,0.9242462949515713,0.0,3.1653066790439306,1.0,5.0,256.0
10,5,0.38604568064957817,0.21259380432963365,0.19360547422990237,4.340044554504987e-07,0.7140902214311065,0.18351236992754075,0.329730929594487,0.9150815067440277,0.05732363926898693,0.02781632146008405,0.7466754659554126,0.7466754659554126,0.0,2.8517905920857753,1.0,5.0,800.0,0.0,0.3850661719770869,0.15609294330934054,0.2260072341305204,1.051642098626182e-07,0.790263190795667,0.18900588106603214,0.33885283567942676,0.9359397685155268,0.05053547965362667,0.020583733331545787,0.7705593817922841,0.7705593817922841,0.0,3.270751230252559,1.0,5.0,256.0
11,5,0.4483773283949118,0.23018881592154522,0.18938906345888978,1.5954686934005474e-07,0.6965247149039056,0.18399673869784627,0.3271828289069234,0.9123919644802813,0.05472577106975953,0.028408102124445573,0.9079405846972886,0.9079405846972886,0.0,3.414340103959008,1.0,5.0,800.0,0.0,0.5935681260016287,0.20649942981544897,0.23611331476131447,1.2404531615217694e-07,0.8499003653181715,0.20124942836700946,0.3434900149470195,0.9363144401460893,0.049009851455048214,0.01980372013804299,1.3621814898090174,1.3621814898090174,0.0,4.7450054680976725,1.0,5.0,256.0
12,5,0.4636957270922143,0.22541941527090958,0.19111553242802645,5.840427322016953e-07,0.7027920610811564,0.18831973343330147,0.30537919042259487,0.904438400238751,0.053865826274035494,0.027155236133152173,0.9565166360705534,0.9565166360705534,0.0,3.5934640584640607,1.0,5.0,800.0,0.0,0.40956846851040607,0.1887254782428499,0.21289720456115896,9.280699611730058e-08,0.7742231687996537,0.2080332201573896,0.35900452502537555,0.9349475567229094,0.04496134727814934,0.02028127044191022,0.8768212144534291,0.8768212144534291,0.0,2.8990820271193405,1.0,5.0,256.0
