epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.7527311109900474,0.11117636334896087,0.016709536781534553,0.0001362013692050823,1.2308402168303727,0.23297022569552064,0.2540090611986816,0.886950590968132,0.11129089749231935,0.3168069801926613,1.5234422244172625,1.5234422244172625,0.0,1.5306984761642135,1.0,500.0,0.0,0.23535117408027872,0.0759477817628067,0.0048431125433126,3.65059329254791e-05,0.28224432218121365,0.1479697233371553,0.05135520992917009,0.7924361878540367,0.15678313799435273,0.405442125746049,1.5906840745857664,1.5906840745857664,0.0,1.5730952291253946,1.0,256.0
2,1,0.5925756810605526,0.09629426570236684,0.007590902196709067,5.077955498927622e-05,0.9516549570150673,0.190048351126723,0.09266881898976863,0.8321626909971237,0.11654174894094467,0.3810566712319851,1.6127140444911856,1.6127140444911856,0.0,1.638306523620143,1.0,500.0,0.0,0.19642532945726998,0.06389520596712828,0.0030081790791882668,2.484946048753045e-05,0.23438979010097682,0.14728122335509397,0.023462420871510403,0.691184198949486,0.20378045091638342,0.5121148432954215,1.547516669346379,1.547516669346379,0.0,1.5041620714472161,1.0,256.0
3,1,0.5062864968180656,0.0903923744186759,0.006103591555729509,2.4954534541393515e-05,0.7937795364186168,0.1569529276188696,0.05362655232287943,0.7972537536621094,0.11553160612285138,0.3609726909697056,1.4267140278609507,1.4267140278609507,0.0,1.4429262841041806,1.0,500.0,0.0,0.17564638986368664,0.04984886123565957,0.0019458751035017485,1.4428692548307254e-05,0.22335361755540362,0.14013766889547696,0.014146015215374064,0.6571726659312844,0.18996708799386397,0.560248039313592,1.4492511803246089,1.4492511803246089,0.0,1.5127588707931352,1.0,256.0
4,1,0.4077652497291565,0.088837302967906,0.005334646290633827,1.4712768052959292e-05,0.6032406573966146,0.15779076435865136,0.042999362000264225,0.7317940598726272,0.10863288234174251,0.36308675511181354,1.5311623020311853,1.5311623020311853,0.0,1.5340981755052001,1.0,500.0,0.0,0.1609149276628159,0.04457229244871996,0.0020992490722164803,2.1944430493192613e-05,0.20697375333475065,0.13663772261497797,0.012060776060025091,0.5899775526486337,0.15490594832226634,0.4400506732054055,1.550374663067963,1.550374663067963,0.0,1.5164265141926307,1.0,256.0
