epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.4008912014154096,0.2651558079653316,0.13562902145915562,0.009158767320008742,0.10438589027358426,0.0,0.28201132267713547,1.0,0.05185094392961926,0.007978033459014315,0.6552122151758542,0.6552122151758542,0.0,0.7449677777363427,0.6986727978063337,0.8705220713875153,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.17056422624737025,0.17998822033405304,0.1314319685101509,0.007769320067018271,0.10768257081508636,0.0,0.3086053907871246,1.0,0.0695701539516449,0.00034603145395522005,0.07880389622878284,0.07880389622878284,0.0,0.13518299693823793,0.08299086943734438,0.5132201720029116,0.0,1.0,1.0,5.0
2,2,0.41147117586741744,0.2851511426270008,0.1352792220811049,0.009079568579586016,0.10610195094098647,0.0,0.284792509343889,1.0,0.05029148587750064,0.031728182852273475,0.7266194726179896,0.7266194726179896,0.0,1.2672184990862863,0.6284539280103572,0.9526012762879772,0.0,1.0,2.0,0.1187843419611454,0.08665705968936284,0.2651459922393163,2.428244888782501,0.0,0.0,0.06059424082438151,99.0,3.0,0.13333333333333333,18.0,3.0,0.052914726349990816,0.19555033147335052,0.13145921751856804,0.007328874012455344,0.10853934064507484,0.0,0.3088730454444885,1.0,0.06617065668106079,0.001995127759209936,0.05999958501488436,0.05999958501488436,0.0,0.3493347226165497,0.06385817721748026,0.13381029674783348,0.0,1.0,2.0,5.0
3,4,0.7633954209352649,0.3277013283222914,0.133925657098492,0.008480368990502838,0.10787455054620902,0.0,0.28877944747606915,1.0,0.04714961554337707,0.026551292475588975,0.7188908782641256,0.7188908782641256,0.0,3.1539913650909615,0.5864562866793067,2.1536804725235723,0.0,1.0,4.0,0.2706920603911082,0.13577713072299957,0.13096895317236582,2.7246527671813965,0.0,0.0,0.09527609248956044,93.33333333333333,3.0,0.26666666666666666,18.0,3.0,0.2776389207134343,0.22170665562152864,0.1313077427446842,0.0069182557752355935,0.10968015678226947,0.0,0.30927673578262327,1.0,0.06233149468898773,0.020269787468168942,0.08029174609837356,0.08029174609837356,0.0,1.2953284015471582,0.16247302646588652,0.8171476879678409,0.0,1.0,4.0,5.0
4,8,1.564097217256656,0.3818337428900931,0.1346934762162467,0.008262235700385645,0.11016818260153134,0.0,0.2927919757655925,1.0,0.045644305426523916,0.03311890109430098,0.7202872013810927,0.7202872013810927,0.0,6.113651815512262,0.5712624204009494,4.832815504476053,0.0,1.0,8.0,0.3368028551340103,0.09684968243042628,0.6707951376835505,1.9252559940020244,0.0,0.0,0.08912443742156029,85.0,3.0,0.4000000000000001,18.0,3.0,2.3603302310220897,0.27647368237376213,0.13128109760582446,0.006889849121216684,0.11028594709932804,0.0,0.30707364082336425,1.0,0.061206260323524476,0.012864965498283708,0.7458240302723425,0.7458240302723425,0.0,8.351800094544888,0.769562394278546,7.354725642129779,0.0,1.0,8.0,5.0
5,16,5.017852427470239,0.4577613694903751,0.13563248002901673,0.008417669940778675,0.11555452012301733,0.0,0.29820074911953676,1.0,0.04443693416477698,0.03455999737822424,1.3424032851760062,1.3424032851760062,0.0,17.11504799569391,1.231191674672055,15.905379567127195,0.0,1.0,16.0,0.37676262855529785,0.08656007796525955,0.2838407829403877,2.543167511622111,0.0,0.0,0.09500835090875626,69.0,3.0,0.4000000000000001,18.0,3.0,6.848919843882323,0.34317790195345876,0.13293276643380522,0.00686186610837467,0.10990695282816887,0.0,0.2992458205670118,1.0,0.05834198757074773,0.010032788731632537,1.599287628124148,1.599287628124148,0.0,23.07995535954833,1.6021661141213372,21.76162137761712,0.0,1.0,16.0,5.0
6,32,14.63830662984401,0.5579061274054564,0.1379977183856277,0.00870153621346819,0.1309339297715471,0.0,0.30614570536029834,1.0,0.0444920996346304,0.02065156038709996,2.5964234853903587,2.5964234853903587,0.0,47.94990553233462,2.491565297995186,47.13331002310022,0.0,1.0,32.0,0.2628989517688751,0.05949129785100619,0.33643292387326557,1.6733585596084595,0.0,0.0,0.07589849705497424,90.66666666666667,3.0,0.4000000000000001,18.0,3.0,18.031599693000317,0.4229469422250986,0.13655727049335836,0.007173878676258028,0.11345662367530167,0.0,0.2923816953785717,1.0,0.054861410846933724,0.006017326929685396,2.969500691243229,2.969500691243229,0.0,59.40974043160677,2.9306736136512654,58.15154722854495,0.0,1.0,32.0,5.0
7,32,14.564965745796346,0.5621479050670233,0.1382318612239841,0.008898319674093122,0.1284060571795433,0.0,0.30682945241116816,1.0,0.04475302079744223,0.020631461244537123,2.5885123691278835,2.5885123691278835,0.0,47.95369362251626,2.4168109818053107,46.938676760544894,0.0,1.0,32.0,0.3064374029636383,0.07806826134522755,0.16018791496753693,2.1097896099090576,0.0,0.0,0.06146878624955813,80.66666666666667,3.0,0.4000000000000001,18.0,3.0,17.926742992550135,0.42294694306328895,0.1365572702139616,0.007173878647154197,0.11345662348903715,0.0,0.29238169388845564,1.0,0.05486141098663211,0.006017326874135165,2.9695006916026614,2.9695006916026614,0.0,59.409740407764914,2.828208541406119,57.87033558115363,0.0,1.0,32.0,5.0
8,32,14.5302679821228,0.5614815071587347,0.1376579231970633,0.008817540173671054,0.12935522089376011,0.0,0.307019285314406,1.0,0.043541608337869145,0.0213713046385647,2.6584741306400277,2.6584741306400277,0.0,47.95555190985195,2.4245920400302086,46.81782995239418,0.0,1.0,32.0,0.3955518802007039,0.09429169694582622,0.37453457713127136,2.6548386414845786,0.0,0.0,0.06194536884625753,93.33333333333333,3.0,0.4000000000000001,18.0,3.0,17.824940050952137,0.4229469421319664,0.13655727012082935,0.007173878684989176,0.1134566232562065,0.0,0.2923816948197782,1.0,0.05486141166184098,0.006017326985218574,2.969500694181261,2.969500694181261,0.0,59.40974040925503,2.7367857091308907,57.59194083288312,0.0,1.0,32.0,5.0
9,32,14.417302176977197,0.5597174149524007,0.13755685220369035,0.008685086329124816,0.131767465125045,0.0,0.30728247195171815,1.0,0.04510570075621621,0.02085643696782174,2.540291584901713,2.540291584901713,0.0,47.95533661766805,2.315090317700525,46.51427839449348,0.0,1.0,32.0,0.34066736698150635,0.04538160810867945,0.2342744618654251,2.3690408070882163,0.0,0.0,0.12991905709107718,103.66666666666667,3.0,0.4000000000000001,18.0,3.0,17.72978774108924,0.42294694082811474,0.13655727012082935,0.007173878679168411,0.11345662297680974,0.0,0.2923816951923072,1.0,0.05486141110304743,0.00601732692844621,2.969500692760994,2.969500692760994,0.0,59.409740422666076,2.686896708576609,57.30802584842313,0.0,1.0,32.0,5.0
10,32,14.397832613567719,0.5598928547567792,0.1378149165539071,0.008715685634847937,0.12910318500750387,0.0,0.3040551769857605,1.0,0.045603000009173736,0.020342559768880934,2.5801024749640127,2.5801024749640127,0.0,47.95286219039311,2.3420317695698447,46.431419076255025,0.0,1.0,32.0,0.41114161411921185,0.09600985546906789,0.32559800148010254,2.7494280338287354,0.0,0.0,0.11172312994798024,105.0,3.0,0.4000000000000001,18.0,3.0,17.63963628478814,0.42294694008305667,0.13655726993456482,0.00717387858312577,0.11345662344247102,0.0,0.2923816956579685,1.0,0.05486141126602888,0.006017326907510778,2.9695006907557397,2.9695006907557397,0.0,59.409740421175954,2.657594679065369,57.027056580548376,0.0,1.0,32.0,5.0
