epoch	bounded_residual_alpha	train_loss	train_value_loss	train_rank_loss	train_groups	train_pairs	val_rank_loss	val_spearman	val_negative_top1_rate	val_top1_regret	val_groups	val_pairs	is_best
1	-0.11205179989337921	0.7454771082136884	0.413779327429236	0.7454771082136884	288	18466	0.6701117195188999	0.04526056437152481	0.375	0.035482708333333335	48	4706	1
2	-0.1552986055612564	0.7096101789114376	0.4132694973539199	0.7096101789114376	288	18466	0.6700399418671926	0.04353380617607114	0.375	0.035482708333333335	48	4706	0
3	-0.19287969172000885	0.7380916139421364	0.4137028608594038	0.7380916139421364	288	18466	0.6699777307609717	0.04413396180655119	0.375	0.035482708333333335	48	4706	0
4	-0.21123453974723816	0.7176433745771646	0.4138153682902662	0.7176433745771646	288	18466	0.6699473882714907	0.04413396180655119	0.375	0.035482708333333335	48	4706	0
5	-0.22163407504558563	0.6848052229680535	0.4136796148587665	0.6848052229680535	288	18466	0.6699302233755589	0.04448604302648814	0.375	0.035482708333333335	48	4706	0
6	-0.2308979332447052	0.7180558786624007	0.4135466764047224	0.7180558786624007	288	18466	0.6699149459600449	0.04446054955927826	0.375	0.035482708333333335	48	4706	0
7	-0.2349594533443451	0.6994637079640396	0.4136529709568195	0.6994637079640396	288	18466	0.6699082540969054	0.04446054955927826	0.375	0.035482708333333335	48	4706	0
8	-0.23783981800079346	0.7022449719305668	0.41375224344018435	0.7022449719305668	288	18466	0.6699034944176674	0.04446054955927826	0.375	0.035482708333333335	48	4706	0
