step,node,type,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,diversity_penalty
1,__aig_not_312,control0,0.2985765337944031,0.2985765337944031,0.002985765337944031,0.5381618738174438,0.2778397798538208,0.2778397798538208,0.11392609775066376,-0.23944397270679474,0.1126241460442543,207.3011932373047,65.63438415527344,141.66680908203125,205.5792236328125,67.3340072631836,138.24520874023438,0.008306607604026794,-0.025895316153764725,0.024152448400855064,0.8306607604026794,11.9690260887146,11.536713853478432,0.0
