checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
freezehard	guarded_reward	6	-0.1486223427280993	-0.10774300675944402	-0.03327224363365911	-0.0026233333333333477	0.025813333333333372	0.5	0.6597222222222222	0.10382856647841898	-0.04324110861177171	INCONCLUSIVE
freezehard	hard_reduction_total_pred	6	0.19003772187506696	0.14318501974115513	0.15222385172581812	0.005545000000000004	0.017645000000000022	0.16666666666666666	0.2708333333333333	0.15177636481047224	0.0013144778400706666	INCONCLUSIVE
freezehard	hybrid_pred	6	0.18208462557309915	0.13686381550385038	0.15228438909371603	0.005545000000000004	0.017645000000000022	0.16666666666666666	0.2916666666666667	0.0015203346599797086	0.0006546174777783102	INCONCLUSIVE
freezehard	reward_pred	6	0.02750796059246174	0.029549819190959975	0.07830391336679564	-0.0037633333333333407	0.026953333333333367	0.5	0.6597222222222222	-0.09007724507117598	0.012070263281313881	INCONCLUSIVE
incumbent	guarded_reward	6	0.3105349382671611	0.29795358320277426	0.26417236705002195	0.0029666666666666544	0.02022333333333337	0.5	0.6597222222222222	0.24085773155035786	-0.05235414473916303	INCONCLUSIVE
incumbent	hard_reduction_total_pred	6	0.3244427102285325	0.2911661969881704	0.2477195136191581	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.41737731703434994	0.025359422962108535	INCONCLUSIVE
incumbent	hybrid_pred	6	0.32739827342251004	0.2946054748463409	0.24872425030946518	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.0040165360029473735	0.022486758295929454	INCONCLUSIVE
incumbent	reward_pred	6	0.2947420051224239	0.28384760501635947	0.24479594445031724	0.0029666666666666544	0.02022333333333337	0.5	0.6597222222222222	0.17265717942335593	-0.04378626182043504	INCONCLUSIVE
joint_hybrid	guarded_reward	6	0.0695470126584359	0.06906390165498737	0.1377345199171152	0.0013299999999999794	0.021860000000000046	0.5	0.6597222222222222	0.07313379681037056	-0.016187744041642155	INCONCLUSIVE
joint_hybrid	hard_reduction_total_pred	6	0.26708066405516245	0.24081000388372975	0.19828501350399685	0.01063166666666667	0.012558333333333357	0.16666666666666666	0.19791666666666666	0.25298813394542324	0.006848308438546633	INCONCLUSIVE
joint_hybrid	hybrid_pred	6	0.25668314988379504	0.23157499472504225	0.19827296552996557	0.01063166666666667	0.012558333333333357	0.16666666666666666	0.19791666666666666	0.0024668205744791186	0.005339564624786057	INCONCLUSIVE
joint_hybrid	reward_pred	6	0.1359638831873565	0.11294462785584596	0.11346137733278916	0.0013516666666666584	0.021838333333333366	0.5	0.6597222222222222	-0.13379266859078234	0.03428410356656126	INCONCLUSIVE
