checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
expanded_best	guarded_reward	6	-0.2898590079062033	-0.25010928434219576	-0.22646667305244683	0.006274999999999993	0.01691500000000003	0.5	0.8055555555555555	-0.060462351861186946	0.04702197718415194	INCONCLUSIVE
expanded_best	hard_reduction_total_pred	6	0.3244427102285325	0.2911661969881704	0.2477195136191581	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.41737731703434994	0.025359422962108535	INCONCLUSIVE
expanded_best	hybrid_pred	6	0.3314465538681998	0.2971510965297277	0.24952099630508026	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.005167086080949713	0.02310986141307406	INCONCLUSIVE
expanded_best	reward_pred	6	-0.26866306600508205	-0.23036375035561582	-0.22824844184791657	0.006274999999999993	0.01691500000000003	0.5	0.7743055555555555	-0.06471776175077902	0.05007481988252543	INCONCLUSIVE
expanded_final	guarded_reward	6	-0.2953259155173475	-0.25564239125387594	-0.23555356489111465	0.006274999999999993	0.01691500000000003	0.5	0.78125	-0.012311014265257285	0.04281660243992743	INCONCLUSIVE
expanded_final	hard_reduction_total_pred	6	0.3244427102285325	0.2911661969881704	0.2477195136191581	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.41737731703434994	0.025359422962108535	INCONCLUSIVE
expanded_final	hybrid_pred	6	0.3273055589904861	0.30370682775507796	0.23811598836476935	0.00551666666666667	0.017673333333333357	0.16666666666666666	0.6597222222222222	0.023216747525469428	-0.03463639953504488	INCONCLUSIVE
expanded_final	reward_pred	6	-0.2961242340808137	-0.25593661089807196	-0.23638868766903973	0.006274999999999993	0.01691500000000003	0.5	0.78125	-0.012477343451700727	0.043246359299840366	INCONCLUSIVE
heads_hybrid_old	guarded_reward	6	-0.29821552552743863	-0.2738741897150861	-0.24625922157057703	0.0011883333333333284	0.022001666666666697	0.5	0.795138888888889	-0.02299996332632417	0.017994692751515162	INCONCLUSIVE
heads_hybrid_old	hard_reduction_total_pred	6	0.3244427102285325	0.2911661969881704	0.2477195136191581	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.41737731703434994	0.025359422962108535	INCONCLUSIVE
heads_hybrid_old	hybrid_pred	6	0.3341223249937031	0.3001798770274191	0.24943317391207198	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.005675564120780117	0.025050916211112263	INCONCLUSIVE
heads_hybrid_old	reward_pred	6	-0.26157626251210536	-0.2330105011717362	-0.2340707516740483	0.0011883333333333284	0.022001666666666697	0.5	0.8090277777777778	-0.04999846751457095	0.04406289416444831	INCONCLUSIVE
incumbent	guarded_reward	6	0.3105349382671611	0.29795358320277426	0.26417236705002195	0.0029666666666666544	0.02022333333333337	0.5	0.6597222222222222	0.24085773155035786	-0.05235414473916303	INCONCLUSIVE
incumbent	hard_reduction_total_pred	6	0.3244427102285325	0.2911661969881704	0.2477195136191581	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.41737731703434994	0.025359422962108535	INCONCLUSIVE
incumbent	hybrid_pred	6	0.32739827342251004	0.2946054748463409	0.24872425030946518	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.0040165360029473735	0.022486758295929454	INCONCLUSIVE
incumbent	reward_pred	6	0.2947420051224239	0.28384760501635947	0.24479594445031724	0.0029666666666666544	0.02022333333333337	0.5	0.6597222222222222	0.17265717942335593	-0.04378626182043504	INCONCLUSIVE
