dataset	x	y	n	x_mean	y_mean	pearson	spearman	group
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	54	-1.0834781286408317	-0.007267962962963053	0.9999951392613776	0.9999999999999999	subckt_0384
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	72	-0.01216251645032207	-1.9305555555658696e-05	0.9999996977964981	1.0	subckt_0385
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	108	-0.0056337287021652254	-2.1388888888974947e-05	0.9999975820156758	1.0	subckt_0387
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	36	0.0026785334954285206	9.999999999992432e-06	0.9999995349795312	0.9999999999999998	subckt_0390
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	54	-0.27796255973048123	-0.0009548148148148277	0.9999969721496546	1.0	subckt_0391
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	72	0.02945334716192907	0.0001663888888888889	0.9999997075359964	1.0	subckt_0393
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	36	0.10871649228726589	0.0007038888888889834	0.9999988389475857	1.0	subckt_0394
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	108	-2.760347183076172	-0.007123518518518513	0.9999986086595029	1.0	subckt_0395
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	666	35.91591591591592	-0.008781486486486485	-0.6758454898421995	-0.40325482266438356	
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	36.351851851851855	0.0055357407407407916	-0.999794767038399	-1.0	subckt_0008
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	6.722222222222222	-0.0012420370370370558	-0.9999596203436983	-0.9975752837602534	subckt_0050
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	57.2962962962963	-0.017593518518518397	-0.9999142753649068	-0.9946967983930719	subckt_0111
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	120.01851851851852	-0.07720851851851844	-0.9999638535949276	-0.9999802665982556	subckt_0150
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	39.55555555555556	-0.0013440740740741045	-0.9999575881851184	-0.9882123137471504	subckt_0216
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	15.61111111111111	-0.0020200000000000157	-0.9995864715975136	-0.9999797544211262	subckt_0217
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	12.277777777777779	-0.016387777777777748	-0.9998280180937309	-0.9918264585469315	subckt_0249
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	36	20.194444444444443	0.016679444444444413	-0.9998007263927844	-0.9181887889611337	subckt_0251
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	36	16.833333333333332	0.0002830555555554542	-0.9994282148456065	-0.8318246463767703	subckt_0298
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	41.68518518518518	-0.005017592592592609	-0.9995484383118831	-1.0	subckt_0299
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	1.9259259259259258	0.0011712962962962244	-0.9998979176279998	-0.9948451701919482	subckt_0350
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	55.370370370370374	-0.00496481481481487	-0.9995161623893354	-0.9999778856466762	subckt_0362
oracle_balanced_val_wide	oracle_hard_fault_count	oracle_delta_tc	54	31.462962962962962	-0.0005420370370370075	-0.9998164807653168	-0.981880212696098	subckt_0399
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	666	-2.741100521114139	-0.008781486486486485	0.9775184347460105	0.9674014418512514	
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	1.1415045665870365	0.0055357407407407916	0.9999984492436479	1.0	subckt_0008
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-0.6933240975051805	-0.0012420370370370558	0.9999984982898598	1.0	subckt_0050
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-5.907776990270708	-0.017593518518518397	0.9999979908546867	1.0	subckt_0111
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-23.158489588745788	-0.07720851851851844	0.9999999293288779	1.0	subckt_0150
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-1.4624664646266807	-0.0013440740740741045	0.9999999908086326	1.0	subckt_0216
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-0.4150535775553093	-0.0020200000000000157	0.9999996186249219	1.0	subckt_0217
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-2.062004404992056	-0.016387777777777748	0.9999959310180822	1.0	subckt_0249
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	36	3.1363936013666898	0.016679444444444413	0.999999620725728	1.0	subckt_0251
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	36	0.22159080915617077	0.0002830555555554542	0.9999992298612727	1.0	subckt_0298
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-1.2578445423511406	-0.005017592592592609	0.9999972183185182	1.0	subckt_0299
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	0.12552949825242446	0.0011712962962962244	0.9999952934078069	0.9999999999999999	subckt_0350
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-2.024111143707366	-0.00496481481481487	0.9999985284203521	0.9999999999999999	subckt_0362
oracle_balanced_val_wide	inferred_delta_hard_count	oracle_delta_tc	54	-0.3315259558415245	-0.0005420370370370075	0.9999999922721453	1.0	subckt_0399
oracle_transfer_smoke	oracle_hard_fault_count	oracle_delta_tc	288	1959.1597222222222	0.0023624305555555616	0.7525605500080648	0.388786835843606	
oracle_transfer_smoke	oracle_hard_fault_count	oracle_delta_tc	144	3696.1666666666665	0.02318347222222225	-0.9999999272781803	-0.9999989652740808	b15_C
oracle_transfer_smoke	oracle_hard_fault_count	oracle_delta_tc	144	222.15277777777777	-0.018458611111111127	-0.9999998080485144	-0.9957464335705214	i2c_aig
oracle_transfer_smoke	inferred_delta_hard_count	oracle_delta_tc	288	239.64577869822037	0.0023624305555555616	0.9296064001054885	0.9925457111952901	
oracle_transfer_smoke	inferred_delta_hard_count	oracle_delta_tc	144	538.3222335254835	0.02318347222222225	0.9999999969268553	1.0	b15_C
oracle_transfer_smoke	inferred_delta_hard_count	oracle_delta_tc	144	-59.0306761290427	-0.018458611111111127	0.9999999983820704	1.0	i2c_aig
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	864	31.78587962962963	-0.0048849884259259384	-0.6156168118970549	-0.3071190433907997	
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	36.351851851851855	0.005535740740740791	-0.9997947670383994	-1.0	subckt_0008
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	46.7037037037037	0.023214814814814733	-0.9997101652515319	-0.9999999999999999	subckt_0045
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	6.722222222222222	-0.0012420370370370558	-0.9999596203436988	-0.9975752837602534	subckt_0050
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	2.0	0.00019722222222212218			subckt_0106
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	57.2962962962963	-0.017593518518518397	-0.9999142753649065	-0.9946967983930719	subckt_0111
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	120.01851851851852	-0.07720851851851843	-0.9999638535949272	-0.9999802665982556	subckt_0150
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	4.111111111111111	0.003344629629629651	-0.9998481555645677	-0.9675932742183139	subckt_0164
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	39.55555555555556	-0.0013440740740741045	-0.9999575881851174	-0.9882123137471504	subckt_0216
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	15.61111111111111	-0.0020200000000000153	-0.9995864715975133	-0.9999797544211262	subckt_0217
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	12.277777777777779	-0.01638777777777775	-0.9998280180937305	-0.9918264585469315	subckt_0249
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	20.61111111111111	0.014461111111111091	-0.9997719106433969	-0.8606504007852063	subckt_0251
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	16.87037037037037	0.0002357407407406365	-0.9991937868241679	-0.7594428925297992	subckt_0298
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	41.68518518518518	-0.0050175925925926065	-0.9995484383118829	-1.0	subckt_0299
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	1.9259259259259258	0.0011712962962962244	-0.9998979176279998	-0.9948451701919482	subckt_0350
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	55.370370370370374	-0.004964814814814871	-0.9995161623893353	-0.9999778856466762	subckt_0362
oracle_expanded_val	oracle_hard_fault_count	oracle_delta_tc	54	31.462962962962962	-0.0005420370370370075	-0.9998164807653166	-0.981880212696098	subckt_0399
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	864	-1.5866575503359845	-0.0048849884259259384	0.9787203070825369	0.9764720318367287	
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	1.1415045665870363	0.005535740740740791	0.999998449243648	1.0	subckt_0008
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	6.785203882353136	0.023214814814814733	0.9999885878742363	0.9999999999999999	subckt_0045
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-0.6933240975051801	-0.0012420370370370558	0.9999984982898589	1.0	subckt_0050
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	0.032524242492930296	0.00019722222222212218	0.9999999999999998	0.9999999999999999	subckt_0106
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-5.9077769902707065	-0.017593518518518397	0.999997990854686	1.0	subckt_0111
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-23.158489588745784	-0.07720851851851843	0.9999999293288774	1.0	subckt_0150
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	0.9370405211066951	0.003344629629629651	0.9999962157097397	1.0	subckt_0164
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-1.4624664646266812	-0.0013440740740741045	0.9999999908086336	1.0	subckt_0216
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-0.4150535775553093	-0.0020200000000000153	0.9999996186249219	1.0	subckt_0217
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-2.062004404992056	-0.01638777777777775	0.9999959310180816	1.0	subckt_0249
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	2.7197369938175022	0.014461111111111091	0.9999996768569616	1.0	subckt_0251
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	0.18453625561026393	0.0002357407407406365	0.9999992581318516	1.0	subckt_0298
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-1.2578445423511406	-0.0050175925925926065	0.9999972183185177	1.0	subckt_0299
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	0.12552949825242446	0.0011712962962962244	0.999995293407807	0.9999999999999999	subckt_0350
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-2.024111143707366	-0.004964814814814871	0.9999985284203518	0.9999999999999999	subckt_0362
oracle_expanded_val	inferred_delta_hard_count	oracle_delta_tc	54	-0.3315259558415245	-0.0005420370370370075	0.9999999922721449	1.0	subckt_0399
