dataset	x	y	n	x_mean	y_mean	pearson	spearman	group
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	36	-0.01504898610162094	-3.1666666666674784e-05	0.999999966802652	0.9999999999999998	subckt_0317
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	36	-0.07159564478028455	-0.0003041666666668152	0.9999932330342817	1.0	subckt_0319
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	36	0.22437573420501444	0.0003772222222222112	0.9999986754355917	1.0	subckt_0322
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	36	0.014436227613258924	2.99999999999791e-05	0.9999997325189522	0.9999999999999998	subckt_0324
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	54	6.035176013134089	0.019327037037037028	0.9999952011413713	0.9999999999999999	subckt_0327
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	36	0.0688910296742204	0.00013749999999990351	0.999999253299034	1.0	subckt_0332
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	108	-1.3335354518789924	-0.0034024074074074226	0.9999996366143921	0.9999999999999999	subckt_0338
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	108	3.2403888694541063	0.003998981481481507	0.9999999125562548	1.0	subckt_0360
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	36	-0.058974007152609746	-0.00011805555555561484	0.9999985692413034	1.0	subckt_0364
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	108	1.8235385461974245	0.006083333333333269	0.9999988037396772	1.0	subckt_0370
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	108	3.663064301981165	0.03893333333333333	0.9999755232374434	1.0	subckt_0373
oracle_balanced_train_wide	inferred_delta_hard_count	oracle_delta_tc	108	0.20929578391251932	0.0004506481481480306	0.9999990022075822	1.0	subckt_0375
