dataset	group	x	y	n	x_mean	y_mean	pearson	spearman	x_min	x_max	y_min	y_max
main_labels_100k	subckt_0011	undetected_fault_count	fault_coverage	746	41.711796246648795	0.8700383109919572	-0.998630899879809	-0.9953811705360918	5	61	0.8117300000000001	0.98485
main_labels_100k	subckt_0011	undetected_fault_count	delta_test_coverage	746	41.711796246648795	0.04311831099195719	-0.9986308998798097	-0.9953811705360918	5	61	-0.0151899999999998	0.1579300000000001
main_labels_100k	subckt_0011	undetected_fault_count	delta_fault_coverage	746	41.711796246648795	0.04311831099195719	-0.9986308998798097	-0.9953811705360918	5	61	-0.0151899999999998	0.1579300000000001
main_labels_100k	subckt_0011	undetected_fault_count	baseline_test_coverage	746	41.711796246648795	0.8269199999999997	1.9262897333626306e-16		5	61	0.8269199999999999	0.8269199999999999
main_labels_100k	subckt_0012	undetected_fault_count	test_coverage	1071	35.91690009337068	0.9272282726423904	-0.992146503989568	-0.7515758583321964	18	42	0.91566	0.96414
main_labels_100k	subckt_0012	undetected_fault_count	fault_coverage	1071	35.91690009337068	0.9272282726423904	-0.992146503989568	-0.7515758583321964	18	42	0.91566	0.96414
main_labels_100k	subckt_0012	undetected_fault_count	delta_test_coverage	1071	35.91690009337068	0.0016082726423902766	-0.9921465039895678	-0.7515758583321964	18	42	-0.0099599999999999	0.03852
main_labels_100k	subckt_0012	undetected_fault_count	delta_fault_coverage	1071	35.91690009337068	0.0016082726423902766	-0.9921465039895678	-0.7515758583321964	18	42	-0.0099599999999999	0.03852
main_labels_100k	subckt_0012	undetected_fault_count	baseline_test_coverage	1071	35.91690009337068	0.9256200000000001	-2.2519258300052095e-16		18	42	0.92562	0.92562
main_labels_100k	subckt_0016	undetected_fault_count	test_coverage	671	4.07451564828614	0.989245737704918	-0.9997479341399448	-0.9748657913750134	1	11	0.97027	0.99742
main_labels_100k	subckt_0016	undetected_fault_count	fault_coverage	671	4.07451564828614	0.989245737704918	-0.9997479341399448	-0.9748657913750134	1	11	0.97027	0.99742
main_labels_100k	subckt_0016	undetected_fault_count	delta_test_coverage	671	4.07451564828614	0.018975737704918012	-0.9997479341399438	-0.9748657913750134	1	11	0.0	0.0271500000000001
main_labels_100k	subckt_0016	undetected_fault_count	delta_fault_coverage	671	4.07451564828614	0.018975737704918012	-0.9997479341399438	-0.9748657913750134	1	11	0.0	0.0271500000000001
main_labels_100k	subckt_0016	undetected_fault_count	baseline_test_coverage	671	4.07451564828614	0.97027			1	11	0.97027	0.97027
main_labels_100k	subckt_0018	undetected_fault_count	test_coverage	576	8.690972222222221	0.9435141493055555	-0.9752760292229441	-0.9323245240758955	6	14	0.91139	0.96296
main_labels_100k	subckt_0018	undetected_fault_count	fault_coverage	576	8.690972222222221	0.9435141493055555	-0.9752760292229441	-0.9323245240758955	6	14	0.91139	0.96296
main_labels_100k	subckt_0018	undetected_fault_count	delta_test_coverage	576	8.690972222222221	-0.0009258506944445021	-0.9752760292229448	-0.9323245240758955	6	14	-0.0330500000000001	0.0185199999999999
main_labels_100k	subckt_0018	undetected_fault_count	delta_fault_coverage	576	8.690972222222221	-0.0009258506944445021	-0.9752760292229448	-0.9323245240758955	6	14	-0.0330500000000001	0.0185199999999999
main_labels_100k	subckt_0018	undetected_fault_count	baseline_test_coverage	576	8.690972222222221	0.94444			6	14	0.94444	0.94444
main_labels_100k	subckt_0020	undetected_fault_count	test_coverage	1216	18.85855263157895	0.9742906332236841	-0.9852488179854257	-0.8142889928674539	16	23	0.96875	0.97832
main_labels_100k	subckt_0020	undetected_fault_count	fault_coverage	1216	18.85855263157895	0.9742906332236841	-0.9852488179854257	-0.8142889928674539	16	23	0.96875	0.97832
main_labels_100k	subckt_0020	undetected_fault_count	delta_test_coverage	1216	18.85855263157895	0.0005306332236841204	-0.9852488179854219	-0.8142889928674539	16	23	-0.00501	0.0045599999999998
main_labels_100k	subckt_0020	undetected_fault_count	delta_fault_coverage	1216	18.85855263157895	0.0005306332236841204	-0.9852488179854219	-0.8142889928674539	16	23	-0.00501	0.0045599999999998
main_labels_100k	subckt_0020	undetected_fault_count	baseline_test_coverage	1216	18.85855263157895	0.9737600000000001	1.793470308634281e-15		16	23	0.97376	0.97376
main_labels_100k	subckt_0021	undetected_fault_count	test_coverage	821	19.359317904993908	0.9542820462850183	-0.96764565450798	-0.8613397749451424	16	22	0.94811	0.96262
main_labels_100k	subckt_0021	undetected_fault_count	fault_coverage	821	19.359317904993908	0.9542820462850183	-0.96764565450798	-0.8613397749451424	16	22	0.94811	0.96262
main_labels_100k	subckt_0021	undetected_fault_count	delta_test_coverage	821	19.359317904993908	0.00017204628501826553	-0.9676456545079791	-0.8613397749451424	16	22	-0.0059999999999998	0.00851
