checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
B_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.08112771953066629	0.09048435630496439	0.1797892182788112	0.005678333333333341	0.017511666666666686	0.0	0.6597222222222222	0.0030678693328674757	-0.01166810018190502	INCONCLUSIVE
B_oracle_0p05	hybrid_pred	6	0.02567631367674293	0.012585293862890432	0.03616887384340215	0.0013166666666666698	0.021873333333333356	0.5	0.34027777777777773	-0.004629868365862716	-0.2578038835971742	INCONCLUSIVE
B_oracle_0p05	q_pred	6	-0.029592958067751706	-0.03417300135156865	-0.017094739158233733	0.0013166666666666698	0.021873333333333356	0.5	0.6597222222222222	-0.19772206181799132	0.05880439949529751	INCONCLUSIVE
B_oracle_0p05	score_pred	6	-0.029592958067751706	-0.03417300135156865	-0.017094739158233733	0.0013166666666666698	0.021873333333333356	0.5	0.6597222222222222	-0.19772206181799132	0.05880439949529751	INCONCLUSIVE
incumbent	derived_hard_reduction_hybrid_pred	6	0.04522342541229715	0.032469155449696994	0.047402010847387044	0.0012266666666666537	0.021963333333333373	0.5	0.8298611111111112	0.0007856523948755797	-0.009984951543006321	INCONCLUSIVE
incumbent	hybrid_pred	6	0.3270384934207897	0.293319242962283	0.24872417446162762	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.004016535546143628	0.022486756472117436	INCONCLUSIVE
incumbent	q_pred	6	0.2971454292229803	0.28483079864330546	0.25354170659652625	0.0012483333333333328	0.021941666666666693	0.5	0.6597222222222222	0.22238871051522593	-0.04796195181785695	INCONCLUSIVE
incumbent	score_pred	6	0.2971454292229803	0.28483079864330546	0.25354170659652625	0.0012483333333333328	0.021941666666666693	0.5	0.6597222222222222	0.22238871051522593	-0.04796195181785695	INCONCLUSIVE
q_v2_pairwise_listwise_hardred	derived_hard_reduction_hybrid_pred	6	0.03571049895247964	0.01424528315765619	0.07471707766320725	0.001323333333333343	0.021866666666666684	0.0	0.6597222222222222	0.0007413510363469446	-0.0002289746174428548	INCONCLUSIVE
q_v2_pairwise_listwise_hardred	hybrid_pred	6	-0.05162921226313159	-0.06614976201674183	-0.014871040724784507	-0.0018366666666666347	0.02502666666666666	0.3333333333333333	0.34027777777777773	-0.001858753088248349	-0.03185144699375226	INCONCLUSIVE
q_v2_pairwise_listwise_hardred	q_pred	6	0.14773094984698257	0.14799747820081066	0.0378255598203854	-0.0033116666666666203	0.026501666666666646	0.5	0.7430555555555555	-0.006460519080252038	0.0050514324248326	INCONCLUSIVE
q_v2_pairwise_listwise_hardred	score_pred	6	0.14773094984698257	0.14799747820081066	0.0378255598203854	-0.0033116666666666203	0.026501666666666646	0.5	0.7430555555555555	-0.006460519080252038	0.0050514324248326	INCONCLUSIVE
