epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_same_type_rank_loss,train_oracle_aux_rank_loss,train_oracle_aux_same_type_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_same_type_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_same_type_pairs,train_oracle_aux_pairs,train_oracle_aux_same_type_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.0,0.327794569887613,0.12691860253873624,0.009657929749473146,0.09728799211351495,0.0,0.2731236760553561,1.0,0.04740732947462484,0.01108876430776275,1.0923858333844692,1.0923858333844692,0.0,2.027896025775877,0.8465030106833039,1.250001280911659,0.0,1.0,1.0,0.33576466535267074,0.479854249640515,0.5515657710401636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.42105263157896,172.42105263157896,0.0,0.0,11.210526315789474,0.5,19.0,19.0,0.0,0.3086771786212921,0.11688525825738907,0.007575454656034708,0.08497510999441146,0.0,0.29840767979621885,1.0,0.03565048575401306,0.008536253456259146,0.4389384440757567,0.4389384440757567,0.0,1.2328261472284794,0.5165065065026283,1.1881022155284882,0.0,1.0,1.0,5.0
2,2,0.0,0.37319158409771164,0.12706538544673668,0.009461664986845694,0.10020410318515803,0.0,0.2781957321261105,1.0,0.046427457593381405,0.02740663554239195,1.2337200612634518,1.2337200612634518,0.0,3.7666924366188286,0.9537149932525368,2.1363613734659004,0.0,1.0,2.0,0.6941162034084922,0.49769790862735946,0.5696917207617509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.36842105263156,147.94736842105263,0.0,0.0,11.052631578947368,1.0,19.0,19.0,0.0,0.32585711479187013,0.11946158930659294,0.007457919558510185,0.08608837351202965,0.0,0.3011989176273346,1.0,0.034484471939504144,0.06436285462987143,0.6427898441626894,0.6427898441626894,0.0,3.051863109646365,0.7721421084366739,1.6005749158561229,0.0,1.0,2.0,5.0
3,4,0.0,0.44447370912683637,0.12630174652134118,0.00926936436199436,0.1024264478565831,0.0,0.28236736200357737,1.0,0.04661151761875341,0.03744162935408655,1.3914847577688736,1.3914847577688736,0.0,7.362791321093314,1.0954959289218478,5.285007444291918,0.0,1.0,4.0,0.6268331816321925,0.45187552037991974,0.5138643023214842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.3157894736842,178.89473684210526,0.0,0.0,11.421052631578947,1.0,19.0,19.0,0.0,0.36869133412837984,0.12099140100181102,0.007476245402358472,0.08918599560856819,0.0,0.30406456142663957,1.0,0.03258316745050251,0.07403565512358909,0.6717596274020252,0.6717596274020252,0.0,4.909762915498613,0.6819007596466691,3.2171596348285676,0.0,1.0,4.0,5.0
4,8,0.0,0.5244078319519758,0.12586482834855192,0.009070776871675136,0.10565152734910187,0.0,0.2868045534154302,1.0,0.044688078574836254,0.041318194807331565,1.5603621608463887,1.5603621608463887,0.0,12.751144586130977,1.2177157507519376,10.683294516989143,0.0,1.0,8.0,0.7039277804525275,0.5071158660085577,0.5771488092447582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.8421052631579,147.05263157894737,0.0,0.0,11.210526315789474,1.0,19.0,19.0,0.0,0.4238488722592592,0.12371860258281231,0.008123522845562548,0.0963805379346013,0.0,0.30860372334718705,1.0,0.03243550604674965,0.0394546565572,0.5978076887829047,0.5978076887829047,0.0,7.475663982676269,0.548265345839809,5.798227236396633,0.0,1.0,8.0,5.0
5,16,0.0,0.6014361786901167,0.1283020608519253,0.009187808399713648,0.11032610330240507,0.0,0.29335077886322614,1.0,0.04152885475808656,0.036014704048730105,1.6700096909489133,1.6700096909489133,0.0,19.19461194681212,1.403453266316349,17.765073763423683,0.0,1.0,16.0,0.711776287932145,0.5152357863752466,0.5829673409461975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.6842105263158,165.3684210526316,0.0,0.0,11.368421052631579,1.0,19.0,19.0,0.0,0.4904308279976249,0.12924181437119842,0.009408493037335574,0.10234016459435225,0.0,0.30594621151685714,1.0,0.0375552557525225,0.030561361307616153,0.639809723404278,0.639809723404278,0.0,9.59620734029304,0.4516075874881153,8.176212769967606,0.0,1.0,16.0,5.0
6,32,0.0,0.6656838432444554,0.13448501428540208,0.009670528123694422,0.12315884940816384,0.0,0.29946185295519073,1.0,0.04016280932486743,0.02451799575431766,2.0301931531716826,2.0301931531716826,0.0,32.660336775020156,1.8845701302425066,32.146888941983555,0.0,1.0,32.0,0.6792573928833008,0.4889734026632811,0.5570140418253446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.3157894736842,177.10526315789474,0.0,0.0,11.0,1.0,19.0,19.0,0.0,0.5722340910695494,0.13730080453678967,0.010262492945184932,0.11303982539102435,0.0,0.30598057582974436,1.0,0.04543922595330514,0.024389732006238774,1.3431129147441652,1.3431129147441652,0.0,27.434381863741873,1.2300519556086555,26.74141953411736,0.0,1.0,32.0,5.0
7,32,0.0,0.6656838437836421,0.1344850144569615,0.00967052817041373,0.12315884995347771,0.0,0.29946185275912285,1.0,0.040162809306486066,0.02451799569357598,2.0301931511279343,2.0301931511279343,0.0,32.660336774774684,1.8845701390579475,32.147323661502874,0.0,1.0,32.0,0.7234370112419128,0.5186870662789596,0.5937652540834326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.2105263157895,157.47368421052633,0.0,0.0,11.105263157894736,1.0,19.0,19.0,0.0,0.5722340906970202,0.13730080407112838,0.01026249306742102,0.11303982851095498,0.0,0.3059805780649185,1.0,0.04543922569719143,0.024389732109511897,1.3431129265661412,1.3431129265661412,0.0,27.434381861607108,1.2300519566634194,26.74190988766038,0.0,1.0,32.0,5.0
8,32,0.0,0.6656838438571676,0.1344850141260969,0.009670528179604412,0.12315884951845203,0.0,0.2994618526120719,1.0,0.04016280938307509,0.024517995786272638,2.0301931601429772,2.0301931601429772,0.0,32.66033677408072,1.8845701391862786,32.148342105361515,0.0,1.0,32.0,0.6845208955438513,0.5011361413880399,0.5592368621575204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,173.6315789473684,0.0,0.0,11.0,1.0,19.0,19.0,0.0,0.5722340905107558,0.1373008039779961,0.010262492959736847,0.11303982827812434,0.0,0.3059805788099766,1.0,0.045439225359587,0.024389731967841045,1.3431129090716012,1.3431129090716012,0.0,27.43438187846259,1.230051953067914,26.741626998644826,0.0,1.0,32.0,5.0
9,32,0.0,0.6656838444943883,0.13448501413835115,0.009670528183433865,0.12315884971451994,0.0,0.29946185248952945,1.0,0.04016280973232106,0.02451799578273488,2.03019315195354,2.03019315195354,0.0,32.66033677645213,1.8845701373789914,32.14936687299012,0.0,1.0,32.0,0.6591071455102218,0.4803123348637631,0.5390290586571944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.89473684210526,169.8421052631579,0.0,0.0,11.210526315789474,1.0,19.0,19.0,0.0,0.5722340908832848,0.13730080393143,0.010262492985930294,0.11303982702083885,0.0,0.305980577878654,1.0,0.04543922556913458,0.024389732106686778,1.3431129038398695,1.3431129038398695,0.0,27.434381872118685,1.2300519518809097,26.741154124866483,0.0,1.0,32.0,5.0
10,32,0.0,0.6656838446659478,0.13448501424863935,0.009670528150500582,0.12315884997185908,0.0,0.29946185302871625,1.0,0.040162809236024166,0.024517995747741776,2.030193160898606,2.030193160898606,0.0,32.66033677419273,1.8845701344469301,32.1497870098773,0.0,1.0,32.0,0.673244584547846,0.4962571404482189,0.5491803006121987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.05263157894734,168.73684210526315,0.0,0.0,11.263157894736842,1.0,19.0,19.0,0.0,0.5722340884618461,0.1373008037917316,0.010262492959736847,0.11303982776589691,0.0,0.3059805776923895,1.0,0.04543922530137934,0.024389732095772842,1.3431129142385771,1.3431129142385771,0.0,27.43438186437852,1.230051955480326,26.740324722884548,0.0,1.0,32.0,5.0
