epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.762068229923515,0.3542196585943824,0.12396380971921117,0.009659202083161003,0.09526350388401433,0.0,0.2728579718815653,1.0,0.046768733447319584,0.009803918878261405,1.173215446920949,1.173215446920949,0.0,2.0217320373324728,1.010672936583624,3.5779905076089658,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.2930328156799078,0.316557964682579,0.1298394411802292,0.008584462385624648,0.09450746774673462,0.0,0.31085901856422427,1.0,0.04341467060148716,0.009554563189158215,0.3114850081183249,0.3114850081183249,0.0,1.238122559338808,0.38683701064437626,1.3829801006242632,0.0,1.0,1.0,5.0
2,2,0.7518647147930766,0.40214114949891444,0.12464280014759616,0.009562706832136763,0.09951270734401126,0.0,0.2778850789917143,1.0,0.04771921999360386,0.03043282892928657,1.3821361223914497,1.3821361223914497,0.0,4.067813513714722,1.0943961413571934,3.141062421522005,0.0,1.0,2.0,0.33952157826800095,0.7261298910567635,0.8056177018504393,2.2793870599646318,0.0,0.0,0.5287903296320062,0.04012615326792002,241.78947368421052,8.0,0.21666666666666673,19.0,19.0,0.18619965382749798,0.329271499812603,0.13324769511818885,0.008357965154573321,0.0963221475481987,0.0,0.31466358006000517,1.0,0.04025828205049038,0.05114248241006862,0.1975501712768164,0.1975501712768164,0.0,1.8956947054248303,0.23756174964582896,0.9117495120295643,0.0,1.0,2.0,5.0
3,4,0.9150317509267648,0.487896221444795,0.12405824984766935,0.009531812258309832,0.10354886331448429,0.0,0.28340883945163925,1.0,0.04841320643103436,0.039698129716869424,1.5982248874656522,1.5982248874656522,0.0,7.88617385492513,1.1690631724969105,4.474064540658698,0.0,1.0,4.0,0.6447680090603075,0.6879108297197443,0.7991379264153933,2.2171177801332975,0.0,0.0,0.46528292094406326,0.03595266076981237,228.94736842105263,8.0,0.43333333333333346,19.0,19.0,0.22416788678383454,0.3715771995484829,0.1361427154392004,0.00820737862959504,0.09830243699252605,0.0,0.3166507169604301,1.0,0.03776924167759717,0.06434475809655851,0.2886283227699096,0.2886283227699096,0.0,2.8854451294010857,0.19747439384177595,1.451781273796223,0.0,1.0,4.0,5.0
4,8,1.4021343959902879,0.5457632889677035,0.12495683819839828,0.009316193531144802,0.10704902784996911,0.0,0.28920281315712554,1.0,0.04580687307507584,0.03462724689893436,1.536342704053312,1.536342704053312,0.0,13.620016911253947,1.310323436699192,8.780050045669716,0.0,1.0,8.0,0.9384939137258028,0.6404063278122952,0.7289033979177475,2.2325982106359383,0.0,0.0,0.4856071629022297,0.03813013120701438,230.68421052631578,8.0,0.6500000000000001,19.0,19.0,0.3506526690674946,0.4243491988629103,0.13987217769026755,0.00861966322408989,0.10352435484528541,0.0,0.31919237077236173,1.0,0.03673766555730253,0.057349975828901736,0.4501781879187547,0.4501781879187547,0.0,4.1350244213314,0.24040788027268717,2.5448951114551166,0.0,1.0,8.0,5.0
5,16,2.2492678021300985,0.6153045176087242,0.1280601798360677,0.009251703048664095,0.11924019082155275,0.0,0.3000735423870777,1.0,0.043855195215560104,0.031644928569006116,1.5744292317639346,1.5744292317639346,0.0,20.69411497578614,1.4621934640956984,16.64390380402258,0.0,1.0,16.0,0.9757432749396876,0.6953809967166499,0.7157934802143198,2.251517415046692,0.0,0.0,0.48741369184694794,0.0345055755521906,231.89473684210526,8.0,0.6500000000000001,19.0,19.0,0.5209982200904051,0.4833828825503588,0.14606481799855828,0.009605328249745072,0.10745301665738224,0.0,0.314825851470232,1.0,0.04111909688217565,0.038485612330100595,0.6108291507392096,0.6108291507392096,0.0,3.8866143319479307,0.3512271777721196,3.8050734293297865,0.0,1.0,16.0,5.0
6,32,4.122368970212751,0.6976715361111259,0.13447370283354662,0.00924242834260344,0.14906418535515273,0.0,0.3148514607823209,1.0,0.044314757161038484,0.022188852336769083,2.0485010386364286,2.0485010386364286,0.0,34.90897595192022,2.0201566267206075,33.14306248851134,0.0,1.0,32.0,0.8611804968432376,0.5795381822084126,0.5660029575228691,2.169624297242416,0.0,0.0,0.42579655741390426,0.0365382323629762,226.0,8.0,0.6500000000000001,19.0,19.0,2.4866387962247245,0.5606565287336707,0.15399479265324773,0.010244940558914095,0.11832285397686064,0.0,0.3082350941374898,1.0,0.04785286659025587,0.026320298305586222,1.3056877075105604,1.3056877075105604,0.0,18.91966402718099,1.0830622762638313,20.534138300290216,0.0,1.0,32.0,5.0
7,32,4.0690731778574305,0.6951884426862786,0.13498720526695251,0.009355824495861796,0.149104714859277,0.0,0.3128981844424025,1.0,0.04405293647677785,0.022083995337515816,1.8753771158455488,1.8753771158455488,0.0,34.91327229932339,1.9352283725859147,32.94981759084035,0.0,1.0,32.0,0.8775203039771632,0.5755858750719773,0.5395124311509886,2.275014726739181,0.0,0.0,0.4510104742489363,0.031118380763617,253.68421052631578,8.0,0.6500000000000001,19.0,19.0,2.4873120507225392,0.5606565278023481,0.153994793118909,0.010244940637494437,0.11832285327836871,0.0,0.3082350933924317,1.0,0.047852866636822,0.026320299019454298,1.305687702547175,1.305687702547175,0.0,18.91966403106344,1.0777878457316432,20.561968577303922,0.0,1.0,32.0,5.0
8,32,4.06638799780845,0.7053588470934253,0.13467227995983863,0.009337078504981227,0.1467879444458767,0.0,0.3130531178689317,1.0,0.04237788955154093,0.022116698834760175,1.8892879985799886,1.8892879985799886,0.0,34.914449572123644,1.932355122217464,32.934458826000636,0.0,1.0,32.0,0.8307680864083139,0.5143092807970548,0.6416692812191812,2.266349710916218,0.0,0.0,0.3935835784987399,0.03392581891660627,241.68421052631578,8.0,0.6500000000000001,19.0,19.0,2.4845671014278197,0.5606565231457352,0.15399479330517352,0.010244940622942521,0.11832285420969128,0.0,0.3082350969314575,1.0,0.047852866858011114,0.026320298836634493,1.305687729787587,1.305687729787587,0.0,18.91966404360137,1.0630645219556734,20.593412535224342,0.0,1.0,32.0,5.0
9,32,4.130695711826679,0.6795481738977527,0.13489266639379294,0.009044928866052558,0.14722723307970323,0.0,0.3105544241537389,1.0,0.045036058180573345,0.02174396817789003,2.018438332115734,2.018438332115734,0.0,34.911050130954706,2.0585669181699076,33.07268870564607,0.0,1.0,32.0,0.8236193468696192,0.5312713117975938,0.4490422833906977,2.215602184596815,0.0,0.0,0.4151385693173659,0.03122326065050928,243.89473684210526,8.0,0.6500000000000001,19.0,19.0,2.4776770597905853,0.5606565253809095,0.1539947922807187,0.010244940579286776,0.11832285095006227,0.0,0.3082350926473737,1.0,0.04785286745172925,0.026320298582470515,1.3056877233208524,1.3056877233208524,0.0,18.91966402727412,1.0486087748652722,20.58233494918095,0.0,1.0,32.0,5.0
10,32,4.158765182234148,0.6762440293831261,0.1351467405911535,0.009062719240318984,0.14342431578245995,0.0,0.3101538539570021,1.0,0.04472861285811584,0.021703859976883535,2.078646923623579,2.078646923623579,0.0,34.91141633466279,2.088634740815219,33.23311198373133,0.0,1.0,32.0,0.8290224483138636,0.5060956603602359,0.6618044572441202,2.175139201314826,0.0,0.0,0.45633351175408615,0.03380824336291928,239.26315789473685,8.0,0.6500000000000001,19.0,19.0,2.481573608913459,0.560656531713903,0.15399479367770255,0.010244940660777501,0.11832285462878644,0.0,0.30823509600013493,1.0,0.04785286671831272,0.026320298624818862,1.3056877298584368,1.3056877298584368,0.0,18.919664032396394,1.0530724890667842,20.603445761912734,0.0,1.0,32.0,5.0
11,32,4.1306260629284415,0.6895021336447251,0.13506419410144813,0.009191517364295004,0.1430713569463574,0.0,0.30996132122450754,1.0,0.04425631451579791,0.022130835692698195,2.0650146945990135,2.0650146945990135,0.0,34.91040190882763,2.0766251584417246,32.99975919143022,0.0,1.0,32.0,0.8375297565209238,0.526769336901213,0.45167510446749237,2.279549849660773,0.0,0.0,0.44516452676371526,0.028860415037917465,238.21052631578948,8.0,0.6500000000000001,19.0,19.0,2.469691407494247,0.5606565255671739,0.15399479283951223,0.010244940532720648,0.11832285528071225,0.0,0.30823509600013493,1.0,0.04785286712576635,0.02632029864035985,1.3056877168677148,1.3056877168677148,0.0,18.919664033019217,1.0210039692956001,20.612897724076173,0.0,1.0,32.0,5.0
12,32,4.139963850342228,0.6960381634141269,0.13482361986595942,0.009266035259842235,0.14849864316516018,0.0,0.3150856730185057,1.0,0.04294381998356824,0.02181770563870382,2.0241127210166496,2.0241127210166496,0.0,34.910837824883515,2.09003218359022,33.03950906533364,0.0,1.0,32.0,0.832501791025463,0.5217636760912443,0.5875055382126256,2.2362624469556307,0.0,0.0,0.4139568954706192,0.037131872420248235,220.1578947368421,8.0,0.6500000000000001,19.0,19.0,2.474301945930347,0.5606565270572901,0.15399479237385094,0.010244940631673671,0.11832285532727838,0.0,0.30823509618639944,1.0,0.047852866858011114,0.026320298666382767,1.305687718631043,1.305687718631043,0.0,18.919664030423156,1.0287354425219746,20.62807728566695,0.0,1.0,32.0,5.0
