epoch	train_loss	train_value_loss	train_rank_loss	train_groups	train_pairs
1	1.0632733264792478	0.47598833342878305	0.5872849946220716	72	5032
2	1.0568699882169312	0.46960220055876156	0.5872677862644196	72	5032
3	1.054373560539615	0.4672494396573812	0.5871241175466113	72	5032
4	1.0541183669447491	0.4677384755636417	0.5863798840178384	72	5032
5	1.0518674391763245	0.4654609727836537	0.586406452788247	72	5032
