split	variant	checkpoint_name	benchmark_id	state_id	candidate_strategy	oracle_best_delta_tc	baseline_top1_action	baseline_top1_delta_tc	ranker_top1_action	ranker_top1_delta_tc	delta_vs_baseline	ranker_top1_regret
train	linear_l2		subckt_0364	initial	cached_hard_cone	7.999999999996898e-05	new_n236241_::control0	3.999999999992898e-05	new_n236045_::observe	3.999999999992898e-05	0.0	4.0000000000040004e-05
train	linear_l2		subckt_0370	initial	cached_hard_cone	0.008969999999999978	new_n29329_::observe	0.004509999999999903	new_n39239_::observe	0.008969999999999978	0.004460000000000075	0.0
train	linear_l2		subckt_0370	initial	cached_random	0.05562999999999996	new_n26583_::observe	0.01562999999999992	new_n26596_::observe	0.01562999999999992	0.0	0.040000000000000036
train	linear_l2		subckt_0370	initial	cached_stride	0.07562999999999992	new_n27040_::observe	0.01562999999999992	new_n39782_::observe	0.008969999999999978	-0.006659999999999944	0.06665999999999994
train	linear_l2		subckt_0373	initial	cached_hard_cone	0.24634	__aig_not_14885::control0	-0.026330000000000076	__aig_not_14887::observe	0.24634	0.2726700000000001	0.0
train	linear_l2		subckt_0373	initial	cached_random	0.28889	__aig_and_14922::observe	0.012290000000000023	__aig_not_1226::observe	0.012290000000000023	0.0	0.27659999999999996
train	linear_l2		subckt_0373	initial	cached_stride	0.27825	__aig_and_14904::observe	0.22506000000000004	__aig_not_14909::observe	0.20378000000000007	-0.021279999999999966	0.07446999999999993
train	linear_l2		subckt_0375	initial	cached_hard_cone	0.008919999999999928	new_n31983_::observe	0.00016999999999989246	new_n30204_::observe	0.0003300000000000525	0.00016000000000016001	0.008589999999999876
train	linear_l2		subckt_0375	initial	cached_random	0.017410000000000037	new_n33305_::observe	0.0003300000000000525	new_n33305_::observe	0.0003300000000000525	0.0	0.017079999999999984
train	linear_l2		subckt_0375	initial	cached_stride	0.0044800000000000395	__buf_split_25700::control0	-0.0019900000000000473	__buf_split_24691::observe	0.0003300000000000525	0.0023200000000000998	0.004149999999999987
train	linear_l2		subckt_0384	initial	cached_hard_cone	0.13513999999999993	__buf_split_31::control1	-0.058190000000000075	__buf_split_28::observe	0.0035599999999998966	0.06174999999999997	0.13158000000000003
train	linear_l2		subckt_0384	initial	cached_random	0.0484699999999999	__aig_and_223::control0	-0.058190000000000075	__aig_and_64::observe	0.0035599999999998966	0.06174999999999997	0.044910000000000005
train	linear_l2		subckt_0384	initial	cached_stride	0.06846999999999992	__aig_and_76::observe	-0.0030200000000001337	__buf_split_134::observe	0.0035599999999998966	0.00658000000000003	0.06491000000000002
train	linear_l2		subckt_0385	initial	cached_hard_cone	0.0016800000000000148	5332::observe	4.999999999988347e-05	5335::observe	4.999999999988347e-05	0.0	0.0016300000000001313
train	linear_l2		subckt_0385	initial	cached_random	0.0016299999999999093	__buf_split_1707::observe	0.00010999999999994348	__aig_and_1110::observe	0.00010999999999994348	0.0	0.0015199999999999658
train	linear_l2		subckt_0387	initial	cached_hard_cone	0.0005299999999999194	__aig_not_90::control0	0.00025999999999992696	I452::observe	0.0005299999999999194	0.00026999999999999247	0.0
train	linear_l2		subckt_0387	initial	cached_random	0.00391000000000008	__buf_split_63::control0	0.00025999999999992696	__buf_split_239::observe	0.0005299999999999194	0.00026999999999999247	0.0033800000000001607
train	linear_l2		subckt_0387	initial	cached_stride	0.0005299999999999194	__buf_split_265::control1	-0.007039999999999935	I687::observe	0.0005299999999999194	0.007569999999999855	0.0
train	linear_l2		subckt_0390	initial	cached_stride	0.00017999999999995797	__buf_split_95::control0	9.00000000000345e-05	150::observe	0.00017999999999995797	8.999999999992347e-05	0.0
train	linear_l2		subckt_0391	initial	cached_hard_cone	0.003569999999999962	I169::observe	0.000280000000000058	I643::observe	0.000280000000000058	0.0	0.003289999999999904
train	linear_l2		subckt_0391	initial	cached_random	0.007079999999999975	G270::observe	0.007079999999999975	I222::observe	0.007079999999999975	0.0	0.0
train	linear_l2		subckt_0391	initial	cached_stride	0.007079999999999975	II538::control1	0.006989999999999941	I643::observe	0.000280000000000058	-0.006709999999999883	0.006799999999999917
train	linear_l2		subckt_0393	initial	cached_random	0.01149	__aig_and_12::control0	0.0001300000000000745	__aig_and_12::observe	0.0002500000000000835	0.00012000000000000899	0.011239999999999917
train	linear_l2		subckt_0393	initial	cached_stride	0.0002500000000000835	__buf_split_214::control1	0.0001300000000000745	270::observe	0.0001300000000000745	0.0	0.00012000000000000899
train	linear_l2		subckt_0394	initial	cached_stride	0.006750000000000034	new_n166876_::control0	0.000260000000000149	new_n166876_::observe	0.0005100000000001215	0.00024999999999997247	0.006239999999999912
train	linear_l2		subckt_0395	initial	cached_hard_cone	0.03631999999999991	new_n6118_::control0	-0.01267000000000007	new_n6060_::observe	0.00042000000000008697	0.013090000000000157	0.03589999999999982
train	linear_l2		subckt_0395	initial	cached_random	0.03631999999999991	new_n6092_::control1	-0.01267000000000007	__buf_split_15::observe	0.00042000000000008697	0.013090000000000157	0.03589999999999982
train	linear_l2		subckt_0395	initial	cached_stride	0.03631999999999991	__buf_split_17::control1	-0.01267000000000007	__buf_split_17::observe	0.00042000000000008697	0.013090000000000157	0.03589999999999982
expanded_val	linear_l2		subckt_0008	initial	cached_hard_cone	0.003630000000000022	__buf_split_16::observe	0.003630000000000022	__buf_split_13::observe	0.003630000000000022	0.0	0.0
expanded_val	linear_l2		subckt_0008	initial	cached_random	0.16049000000000013	__buf_split_5935::control1	-0.013020000000000032	new_n9205_::observe	0.09676000000000007	0.1097800000000001	0.06373000000000006
expanded_val	linear_l2		subckt_0008	initial	cached_stride	0.11147000000000007	new_n9279_::observe	0.003630000000000022	__buf_split_9::observe	0.003630000000000022	0.0	0.10784000000000005
expanded_val	linear_l2		subckt_0050	initial	cached_hard_cone	0.0036199999999999566	U1319::observe	3.999999999992898e-05	__buf_split_13::observe	7.999999999996898e-05	4.0000000000040004e-05	0.0035399999999999876
expanded_val	linear_l2		subckt_0050	initial	cached_random	0.0018599999999999728	__aig_and_646::control1	-0.0017500000000000293	__aig_and_646::observe	7.999999999996898e-05	0.0018299999999999983	0.0017800000000000038
expanded_val	linear_l2		subckt_0050	initial	cached_stride	0.003649999999999931	__aig_and_649::control1	-0.0017500000000000293	U1866::observe	3.999999999992898e-05	0.0017899999999999583	0.003610000000000002
expanded_val	linear_l2		subckt_0111	initial	cached_hard_cone	0.0018000000000001348	new_n441_::observe	0.0018000000000001348	new_n441_::observe	0.0018000000000001348	0.0	0.0
expanded_val	linear_l2		subckt_0111	initial	cached_random	0.07577000000000023	new_n531_::observe	0.0018000000000001348	new_n531_::observe	0.0018000000000001348	0.0	0.07397000000000009
expanded_val	linear_l2		subckt_0111	initial	cached_stride	0.006860000000000088	new_n1948_::observe	0.0018000000000001348	new_n1948_::observe	0.0018000000000001348	0.0	0.005059999999999953
expanded_val	linear_l2		subckt_0150	initial	cached_hard_cone	0.004270000000000107	__buf_split_58::control1	-0.08117999999999992	__buf_split_50::observe	0.004270000000000107	0.08545000000000003	0.0
expanded_val	linear_l2		subckt_0150	initial	cached_random	0.02414000000000005	__buf_split_61::control1	-0.08117999999999992	II1976::observe	0.004270000000000107	0.08545000000000003	0.019869999999999943
expanded_val	linear_l2		subckt_0150	initial	cached_stride	0.027450000000000085	__aig_not_377::control0	-0.25451999999999997	__buf_split_50::observe	0.004270000000000107	0.2587900000000001	0.02317999999999998
expanded_val	linear_l2		subckt_0216	initial	cached_hard_cone	0.008339999999999903	__buf_split_1::observe	0.00012999999999996348	__buf_split_1::observe	0.00012999999999996348	0.0	0.00820999999999994
expanded_val	linear_l2		subckt_0216	initial	cached_random	0.00012999999999996348	__buf_split_141::control1	-0.003610000000000002	pv1213_0_::observe	6.0000000000060005e-05	0.003670000000000062	6.999999999990347e-05
expanded_val	linear_l2		subckt_0216	initial	cached_stride	0.010170000000000012	new_n4274_::observe	0.00012999999999996348	__buf_split_1::observe	0.00012999999999996348	0.0	0.010040000000000049
expanded_val	linear_l2		subckt_0217	initial	cached_hard_cone	0.029839999999999978	__buf_split_62::control0	0.029839999999999978	__buf_split_55::observe	0.0014099999999999113	-0.028430000000000066	0.028430000000000066
expanded_val	linear_l2		subckt_0217	initial	cached_random	0.029839999999999978	__aig_and_131::control1	0.029839999999999978	II1219_3::observe	0.0014099999999999113	-0.028430000000000066	0.028430000000000066
expanded_val	linear_l2		subckt_0217	initial	cached_stride	0.02012999999999998	__aig_and_163::observe	0.0014099999999999113	__buf_split_55::observe	0.0014099999999999113	0.0	0.01872000000000007
expanded_val	linear_l2		subckt_0249	initial	cached_hard_cone	0.0025300000000000322	__buf_split_9::control0	-0.03839999999999999	__buf_split_9::observe	0.0025300000000000322	0.04093000000000002	0.0
expanded_val	linear_l2		subckt_0249	initial	cached_random	0.025960000000000094	I552::control0	-0.03839999999999999	I552::observe	0.0025300000000000322	0.04093000000000002	0.023430000000000062
expanded_val	linear_l2		subckt_0249	initial	cached_stride	0.08065	__aig_and_211::observe	0.0025300000000000322	__aig_and_211::observe	0.0025300000000000322	0.0	0.07811999999999997
expanded_val	linear_l2		subckt_0251	initial	cached_random	0.07046999999999992	new_n512884_::observe	0.002610000000000001	new_n512838_::observe	0.002610000000000001	0.0	0.06785999999999992
expanded_val	linear_l2		subckt_0251	initial	cached_stride	0.08111000000000002	new_n512894_::observe	0.002610000000000001	__buf_split_1171::observe	0.002610000000000001	0.0	0.07850000000000001
expanded_val	linear_l2		subckt_0298	initial	cached_hard_cone	0.0026599999999999957	__aig_not_3::observe	0.00010999999999994348	__aig_and_5::observe	0.0026599999999999957	0.0025500000000000522	0.0
expanded_val	linear_l2		subckt_0298	initial	cached_stride	0.0013299999999999423	new_n14667::control0	4.999999999988347e-05	__aig_and_35472::observe	0.00010999999999994348	6.0000000000060005e-05	0.0012199999999999989
expanded_val	linear_l2		subckt_0299	initial	cached_hard_cone	0.0025199999999999667	__aig_not_608::control1	-0.010630000000000028	__aig_not_608::observe	0.0025199999999999667	0.013149999999999995	0.0
expanded_val	linear_l2		subckt_0299	initial	cached_random	0.006460000000000021	__aig_and_19232::control1	-0.018569999999999975	__aig_not_2203::observe	0.0025199999999999667	0.021089999999999942	0.003940000000000055
expanded_val	linear_l2		subckt_0299	initial	cached_stride	0.0930700000000001	__aig_and_2184::control1	-0.010630000000000028	new_n9859::observe	0.0930700000000001	0.10370000000000013	0.0
expanded_val	linear_l2		subckt_0350	initial	cached_hard_cone	0.01922999999999997	__buf_split_34::control1	0.009800000000000031	__buf_split_28::observe	0.0007099999999998774	-0.009090000000000154	0.018520000000000092
expanded_val	linear_l2		subckt_0350	initial	cached_random	0.009969999999999923	__aig_and_64::control1	-0.009070000000000022	__buf_split_28::observe	0.0007099999999998774	0.0097799999999999	0.009260000000000046
expanded_val	linear_l2		subckt_0350	initial	cached_stride	0.01922999999999997	II902::control1	-0.018510000000000026	II740::observe	0.0007099999999998774	0.019219999999999904	0.018520000000000092
expanded_val	linear_l2		subckt_0362	initial	cached_hard_cone	0.003089999999999926	__buf_split_28::control0	-0.009170000000000011	__buf_split_4::observe	0.0012699999999998823	0.010439999999999894	0.0018200000000000438
expanded_val	linear_l2		subckt_0362	initial	cached_random	0.02322000000000002	__buf_split_13524::observe	0.0012699999999998823	__buf_split_13524::observe	0.0012699999999998823	0.0	0.021950000000000136
expanded_val	linear_l2		subckt_0362	initial	cached_stride	0.010439999999999894	__buf_split_4::control0	-0.009170000000000011	__buf_split_4::observe	0.0012699999999998823	0.010439999999999894	0.009170000000000011
expanded_val	linear_l2		subckt_0399	initial	cached_hard_cone	0.026310000000000056	__aig_and_48::observe	0.00032999999999994145	__aig_and_49::observe	0.00032999999999994145	0.0	0.025980000000000114
expanded_val	linear_l2		subckt_0399	initial	cached_random	0.00032999999999994145	__buf_split_60481::control1	-0.0014699999999999713	__aig_and_96063::observe	0.00032999999999994145	0.0017999999999999128	0.0
expanded_val	linear_l2		subckt_0399	initial	cached_stride	0.00032999999999994145	new_n40714::control1	-0.0014699999999999713	__aig_and_96063::observe	0.00032999999999994145	0.0017999999999999128	0.0
transfer	linear_l2		b15_C	initial	cached_stride	0.03266000000000013	N12321::control0	0.030590000000000006	N9361::observe	3.0000000000085514e-05	-0.03055999999999992	0.03263000000000005
transfer	linear_l2		b15_C	initial	cached_hard_cone	0.030590000000000006	__buf_split_7::control1	0.030590000000000006	N16729::observe	3.0000000000085514e-05	-0.03055999999999992	0.03055999999999992
transfer	linear_l2		b15_C	initial	hard_fault_recall_union	0.06855000000000011	N6538::control1	0.03064000000000011	N10915::observe	0.007100000000000106	-0.023540000000000005	0.061450000000000005
transfer	linear_l2		i2c_aig	initial	cached_stride	0.0025300000000000322	N252::observe	5.999999999994898e-05	N136::observe	2.999999999997449e-05	-2.999999999997449e-05	0.0025000000000000577
transfer	linear_l2		i2c_aig	initial	cached_hard_cone	5.999999999994898e-05	N247::observe	5.999999999994898e-05	N136::observe	2.999999999997449e-05	-2.999999999997449e-05	2.999999999997449e-05
transfer	linear_l2		i2c_aig	initial	hard_fault_recall_union	0.004749999999999921	N634::control0	-0.02811000000000008	__buf_split_903::control1	-0.02842	-0.00030999999999992145	0.03316999999999992
