step,node,type,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,diversity_penalty
1,__buf_split_1988,observe,0.33191508054733276,0.33191508054733276,0.0033191508054733277,0.5730332136154175,0.320772647857666,0.320772647857666,0.09725108742713928,-0.20252157747745514,0.10155657678842545,562.074462890625,137.50961303710938,424.56488037109375,539.052734375,100.70044708251953,438.3522644042969,0.040958501398563385,0.26768431067466736,-0.032474152743816376,4.0958501398563385,10.377796471118927,9.888280674815178,0.0
