variant	min_gap_pp	macro_gap_pp	all_beat	b22_final_tc_pct	b22_gap_pp	b17_final_tc_pct	b17_gap_pp
ens4_lcb_support	-1.5210000000000008	-0.40149999999999864	False	96.308	0.7180000000000035	90.149	-1.5210000000000008
ens4_lcb_a075	-1.5820000000000078	-0.6470000000000056	False	95.878	0.2879999999999967	90.088	-1.5820000000000078
ens4_context_lcb	-1.8700000000000045	-0.5435000000000016	False	96.373	0.7830000000000013	89.8	-1.8700000000000045
ens3_lcb_a075	-2.168999999999997	-0.7079999999999984	False	96.343	0.7530000000000001	89.501	-2.168999999999997
