variant	feature	weight
linear_l2	hard_reduction_sa1_pred__rank_pct_group	-0.08295340836048126
linear_l2	fc_pred__rank_pct_group	-0.08181178569793701
linear_l2	hard_reduction_sa0_pred__rank_pct_group	0.08059747517108917
linear_l2	derived_hard_reduction_hybrid_pred__minus_group_mean	-0.07925350964069366
linear_l2	reward_pred__rank_pct_group	-0.06690705567598343
linear_l2	fc_pred	-0.06415213644504547
linear_l2	derived_hard_count_post_total_pred__minus_group_mean	-0.0637102872133255
linear_l2	derived_hard_count_pre_total_pred__minus_group_mean	-0.06031319126486778
linear_l2	hard_reduction_sa1_pred__minus_group_mean	0.05821646749973297
linear_l2	derived_hard_reduction_hybrid_pred__z_group	-0.050236690789461136
linear_l2	hard_reduction_total_pred__minus_group_mean	-0.04939979314804077
linear_l2	derived_hard_reduction_sa1_pred__z_group	-0.04802295193076134
linear_l2	hard_reduction_total_pred__z_group	-0.047977514564991
linear_l2	fc_pred__minus_group_mean	0.0472329743206501
linear_l2	candidate_rank__z_group	-0.046428799629211426
linear_l2	fc_pred__z_group	0.045848023146390915
linear_l2	hybrid_pred__z_group	0.04326862096786499
linear_l2	candidate_rank	0.042935244739055634
linear_l2	derived_hard_count_pre_total_pred__rank_pct_group	0.042608678340911865
linear_l2	derived_hard_reduction_total_pred	-0.040441326797008514
linear_l2	return_pred	0.03972961753606796
linear_l2	reward_pred__z_group	0.039463017135858536
linear_l2	derived_hard_reduction_sa1_pred__minus_group_mean	-0.03863966092467308
linear_l2	hybrid_pred__rank_pct_group	-0.03797163441777229
linear_l2	return_pred__z_group	-0.03707030788064003
linear_l2	derived_hard_reduction_hybrid_pred__rank_pct_group	0.03639773279428482
linear_l2	hard_reduction_sa1_pred__z_group	0.03500773012638092
linear_l2	bounded_residual_hybrid_pred	0.03443889319896698
linear_l2	reward_pred	-0.03293117135763168
linear_l2	derived_hard_reduction_total_pred__rank_pct_group	0.030849631875753403
linear_l2	derived_hard_reduction_hybrid_pred	-0.030679471790790558
linear_l2	guarded_reward__minus_group_mean	-0.029774218797683716
linear_l2	bounded_residual_hybrid_pred__minus_group_mean	-0.028582105413079262
linear_l2	candidate_strategy=cached_stride	0.027601826936006546
linear_l2	type=__UNK__	0.02757386676967144
linear_l2	guarded_reward__rank_pct_group	0.026165561750531197
linear_l2	candidate_strategy=cached_hard_cone	-0.02547457441687584
linear_l2	return_pred__minus_group_mean	0.02100522071123123
linear_l2	derived_hard_reduction_total_pred__z_group	0.020868999883532524
linear_l2	derived_hard_reduction_sa1_pred__rank_pct_group	-0.019602151587605476
linear_l2	return_pred__rank_pct_group	-0.019212646409869194
linear_l2	derived_hard_count_pre_total_pred	-0.0187700092792511
linear_l2	derived_hard_count_post_total_pred__rank_pct_group	-0.018058881163597107
linear_l2	bounded_residual_hybrid_pred__z_group	0.013458811677992344
linear_l2	reward_pred__minus_group_mean	-0.009845882654190063
linear_l2	derived_hard_count_post_total_pred__z_group	0.0022046221420168877
linear_l2	candidate_strategy=cached_random	-0.0014738945756107569
linear_l2	hard_reduction_total_pred	0.0008213898399844766
linear_l2	candidate_strategy=__UNK__	3.3923424780368805e-05
action_type_linear	type=observe	0.4691154360771179
action_type_linear	type=control1	-0.4159834682941437
action_type_linear	derived_hard_reduction_sa0_pred__minus_group_mean	-0.39805981516838074
action_type_linear	derived_hard_reduction_sa0_pred	-0.3478531539440155
action_type_linear	candidate_rank__minus_group_mean	0.34597596526145935
action_type_linear	candidate_rank__rank_pct_group	-0.25139161944389343
action_type_linear	derived_hard_count_post_total_pred	-0.2498427927494049
action_type_linear	derived_hard_count_post_total_pred__minus_group_mean	-0.22444507479667664
action_type_linear	hard_reduction_sa1_pred	0.2191516011953354
action_type_linear	bounded_residual_hybrid_pred__rank_pct_group	0.21455900371074677
action_type_linear	derived_hard_count_pre_total_pred	-0.20913833379745483
action_type_linear	hard_reduction_sa0_pred	-0.20581667125225067
action_type_linear	hybrid_pred__minus_group_mean	-0.19579514861106873
action_type_linear	hard_reduction_total_pred__rank_pct_group	0.18458324670791626
action_type_linear	derived_hard_reduction_sa1_pred__rank_pct_group	-0.1772012710571289
action_type_linear	derived_hard_count_pre_total_pred__rank_pct_group	0.17682670056819916
action_type_linear	candidate_rank	0.15028254687786102
action_type_linear	derived_hard_reduction_sa0_pred__rank_pct_group	0.14885979890823364
action_type_linear	derived_hard_count_pre_total_pred__z_group	-0.1395353376865387
action_type_linear	candidate_rank__z_group	-0.13600216805934906
action_type_linear	derived_hard_count_pre_total_pred__minus_group_mean	-0.13419629633426666
action_type_linear	derived_hard_reduction_sa0_pred__z_group	0.13392263650894165
action_type_linear	derived_hard_reduction_total_pred__minus_group_mean	-0.1338931918144226
action_type_linear	hybrid_pred	-0.13270165026187897
action_type_linear	hybrid_pred__rank_pct_group	-0.13054975867271423
action_type_linear	hard_reduction_sa0_pred__minus_group_mean	-0.12600520253181458
action_type_linear	type=control0	0.12292838841676712
action_type_linear	hard_reduction_sa0_pred__z_group	0.12280283868312836
action_type_linear	bounded_residual_hybrid_pred__z_group	-0.11951818317174911
action_type_linear	fc_pred	-0.10921783745288849
action_type_linear	guarded_reward	0.10752139985561371
action_type_linear	type=__UNK__	-0.10436728596687317
action_type_linear	hard_reduction_sa0_pred__rank_pct_group	0.1028527319431305
action_type_linear	hard_reduction_sa1_pred__minus_group_mean	0.09536656737327576
action_type_linear	guarded_reward__z_group	0.09126175194978714
action_type_linear	derived_hard_reduction_hybrid_pred__minus_group_mean	-0.09120514988899231
action_type_linear	derived_hard_reduction_sa1_pred__z_group	-0.09095196425914764
action_type_linear	derived_hard_reduction_sa1_pred	-0.08885326236486435
action_type_linear	derived_hard_reduction_total_pred__z_group	0.08326561748981476
action_type_linear	candidate_strategy=cached_stride	-0.08159685134887695
action_type_linear	hard_reduction_sa1_pred__rank_pct_group	-0.07974044978618622
action_type_linear	reward_pred	-0.07768036425113678
action_type_linear	derived_hard_count_post_total_pred__z_group	-0.07310713827610016
action_type_linear	bounded_residual_hybrid_pred	0.06972809880971909
action_type_linear	candidate_strategy=cached_hard_cone	0.05468043312430382
action_type_linear	reward_pred__minus_group_mean	-0.05424359068274498
action_type_linear	derived_hard_reduction_total_pred	-0.05229406803846359
action_type_linear	fc_pred__z_group	0.0491795614361763
action_type_linear	guarded_reward__minus_group_mean	-0.046093206852674484
action_type_linear	hybrid_pred__z_group	0.0453278087079525
action_type_linear	hard_reduction_total_pred__minus_group_mean	-0.045279160141944885
action_type_linear	derived_hard_count_post_total_pred__rank_pct_group	-0.043957315385341644
action_type_linear	reward_pred__z_group	0.042781293392181396
action_type_linear	derived_hard_reduction_hybrid_pred	-0.042489469051361084
action_type_linear	fc_pred__rank_pct_group	-0.04194788634777069
action_type_linear	guarded_reward__rank_pct_group	0.041927047073841095
action_type_linear	derived_hard_reduction_hybrid_pred__rank_pct_group	0.03152943029999733
action_type_linear	return_pred__rank_pct_group	-0.02919229492545128
action_type_linear	return_pred__z_group	-0.028292935341596603
action_type_linear	reward_pred__rank_pct_group	-0.02701055444777012
action_type_linear	derived_hard_reduction_total_pred__rank_pct_group	0.025968298316001892
action_type_linear	candidate_strategy=__UNK__	-0.025657344609498978
action_type_linear	return_pred__minus_group_mean	-0.017079345881938934
action_type_linear	hard_reduction_sa1_pred__z_group	0.01667865924537182
action_type_linear	candidate_strategy=cached_random	0.015528053976595402
action_type_linear	derived_hard_reduction_hybrid_pred__z_group	0.011980760842561722
action_type_linear	bounded_residual_hybrid_pred__minus_group_mean	0.00556862773373723
action_type_linear	hard_reduction_total_pred	0.00544174388051033
action_type_linear	hard_reduction_total_pred__z_group	-0.0037770718336105347
action_type_linear	fc_pred__minus_group_mean	0.0029404552187770605
action_type_linear	return_pred	0.002599830972030759
action_type_linear	derived_hard_reduction_sa1_pred__minus_group_mean	0.00035073759499937296
action_type_linear	type_bias=control0	-0.18644209206104279
action_type_linear	type_bias=control1	1.0758217573165894
action_type_linear	type_bias=observe	-0.040145259350538254
