epoch	train_pairwise_loss	val_actions	val_groups	val_kind	val_mean_kendall_tau	val_mean_pearson	val_mean_sign_accuracy	val_mean_spearman	val_mean_top1_real_delta_tc	val_mean_top1_regret	val_ndcg_at_10	val_ndcg_at_5	val_negative_top1_rate	val_pairwise_accuracy	val_pairwise_count	val_score_field	val_split	val_variant	variant
1	0.6719763875007629	666	37	ranker	0.30921862884679147	0.260631540777659	0.5780780780780781	0.33226964171184736	-0.006461081081081101	0.03355216216216219	0.688151201771777	0.5984011788007336	0.1891891891891892	0.6551642754983664	4027	ranker_score	expanded_val	linear	linear
2	0.6599845886230469	666	37	ranker	0.3406296964110793	0.29877272660627424	0.5840840840840841	0.3635848972305863	-0.006636486486486509	0.0337275675675676	0.6953161291187958	0.6053475127628144	0.1891891891891892	0.6696735982462432	4027	ranker_score	expanded_val	linear	linear
3	0.6527031660079956	666	37	ranker	0.37858972684746656	0.3349469060737219	0.611111111111111	0.4074960834980055	-0.0026072972972973137	0.029698378378378402	0.7275942934374908	0.6443960474172096	0.16216216216216217	0.6891685142968093	4027	ranker_score	expanded_val	linear	linear
4	0.6463792324066162	666	37	ranker	0.4144530465698031	0.36529744329500835	0.6276276276276276	0.4464862589824955	0.008049729729729714	0.019041351351351377	0.744560133780025	0.6747301596289892	0.02702702702702703	0.7067595818045852	4027	ranker_score	expanded_val	linear	linear
5	0.6402326226234436	666	37	ranker	0.440385117178027	0.38864803690451566	0.6321321321321322	0.4741036542704775	0.008148918918918906	0.018942162162162185	0.7664222646856356	0.6940157952488282	0.0	0.718782853054691	4027	ranker_score	expanded_val	linear	linear
6	0.6345735192298889	666	37	ranker	0.45873581614667286	0.40366569450730094	0.6441441441441441	0.4919697173755765	0.008149999999999987	0.018941081081081102	0.771601629655258	0.6978164791173157	0.0	0.7273734753665937	4027	ranker_score	expanded_val	linear	linear
7	0.6300687789916992	666	37	ranker	0.46882704689139687	0.4126409300628047	0.6546546546546547	0.5010207185782668	0.008149999999999987	0.018941081081081102	0.7729644005009807	0.7031408991218087	0.0	0.7315310789945029	4027	ranker_score	expanded_val	linear	linear
8	0.6265257596969604	666	37	ranker	0.48326128053663425	0.41850943293379567	0.6546546546546547	0.5138260653313569	0.008149999999999987	0.018941081081081102	0.7707378231829712	0.71835514408365	0.0	0.7367322672223684	4027	ranker_score	expanded_val	linear	linear
9	0.6233704686164856	666	37	ranker	0.49014551635442233	0.42339386173008364	0.6516516516516516	0.5230008582686272	0.008149999999999987	0.018941081081081102	0.7737346998843841	0.7244412158923095	0.0	0.7402790368124801	4027	ranker_score	expanded_val	linear	linear
10	0.620413064956665	666	37	ranker	0.5003706349992512	0.4285212884713927	0.6546546546546547	0.5332054328107336	0.00815432432432431	0.018936756756756778	0.7778258048416761	0.7260776823274167	0.0	0.7441875142628482	4027	ranker_score	expanded_val	linear	linear
11	0.6177586317062378	666	37	ranker	0.5111786606052052	0.434140070629334	0.6531531531531531	0.5451713681158408	0.00815432432432431	0.018936756756756778	0.7776739217336549	0.7269194956086498	0.0	0.7494618276439624	4027	ranker_score	expanded_val	linear	linear
12	0.6154983639717102	666	37	ranker	0.5123598767525153	0.43988959952977597	0.6381381381381381	0.5463420285852311	0.00824378378378377	0.018847297297297318	0.7760213310838641	0.7271923675854293	0.0	0.7495057623774957	4027	ranker_score	expanded_val	linear	linear
13	0.6136078238487244	666	37	ranker	0.517028688435126	0.44529805084965357	0.6321321321321322	0.5501229370003156	0.00824378378378377	0.018847297297297318	0.7799389093764286	0.7273203273545559	0.0	0.7510907919555279	4027	ranker_score	expanded_val	linear	linear
14	0.6120004653930664	666	37	ranker	0.5284484898704829	0.45004328378561875	0.6351351351351351	0.5622394948248522	0.008312702702702691	0.0187783783783784	0.7873349390192769	0.7302015185860038	0.0	0.7563719227406012	4027	ranker_score	expanded_val	linear	linear
15	0.6105977892875671	666	37	ranker	0.5314248225577781	0.45396837499718673	0.6381381381381381	0.5644613921402677	0.009695945945945937	0.017395135135135152	0.7925503312535809	0.7367210948742464	0.0	0.7577109401721365	4027	ranker_score	expanded_val	linear	linear
16	0.6093425154685974	666	37	ranker	0.5346283352307019	0.45697876040142005	0.6411411411411411	0.5688480159115259	0.006781351351351342	0.020309729729729747	0.7933584785998636	0.7345801814696822	0.0	0.7591921297234603	4027	ranker_score	expanded_val	linear	linear
17	0.6081834435462952	666	37	ranker	0.5361207735723276	0.45899030626107146	0.6486486486486487	0.5705585390870489	0.006691891891891881	0.020399189189189208	0.7934118818568674	0.7397476854159317	0.0	0.7598525029995945	4027	ranker_score	expanded_val	linear	linear
18	0.6070895791053772	666	37	ranker	0.5382566920404994	0.4599544486053407	0.6576576576576576	0.5706487107259216	0.006691891891891881	0.020399189189189208	0.7869498129007699	0.740544322625639	0.0	0.7609606466580743	4027	ranker_score	expanded_val	linear	linear
19	0.6060711145401001	666	37	ranker	0.536214214604249	0.4599195777128331	0.6621621621621622	0.5696712819316349	0.006691891891891881	0.020399189189189208	0.7877081303022556	0.7391269360125439	0.0	0.7595342878787654	4027	ranker_score	expanded_val	linear	linear
20	0.6051612496376038	666	37	ranker	0.5355291693182104	0.45908409260825433	0.6711711711711711	0.5715814875281284	0.006691891891891881	0.020399189189189208	0.7877562609449885	0.7402347498971031	0.0	0.7603244932587142	4027	ranker_score	expanded_val	linear	linear
21	0.6043711304664612	666	37	ranker	0.5313204688449036	0.4577704487378836	0.6786786786786787	0.5673777685399106	0.006691891891891881	0.020399189189189208	0.7859354901374868	0.7393890928943629	0.0	0.7581891609704113	4027	ranker_score	expanded_val	linear	linear
22	0.6036732792854309	666	37	ranker	0.5298071198171391	0.45631996883468506	0.6816816816816816	0.565659734039441	0.006690810810810799	0.02040027027027029	0.7837325040197796	0.7403546106642362	0.0	0.7569486786804509	4027	ranker_score	expanded_val	linear	linear
23	0.6030296087265015	666	37	ranker	0.5307510428268504	0.4549912996526369	0.6876876876876876	0.5647441541351672	0.006690810810810799	0.02040027027027029	0.7834418970026643	0.7403546106642362	0.0	0.7568489916473329	4027	ranker_score	expanded_val	linear	linear
24	0.6024270057678223	666	37	ranker	0.5298956033173107	0.4539433849938403	0.6876876876876876	0.5648855349678694	0.00662297297297296	0.02046810810810813	0.7808128334951819	0.7355409844205866	0.0	0.7559775265426405	4027	ranker_score	expanded_val	linear	linear
25	0.6018797755241394	666	37	ranker	0.523402710591985	0.4532881436199987	0.6846846846846847	0.5572000752108234	0.00662297297297296	0.02046810810810813	0.780787060174324	0.7385245872983096	0.0	0.7513959939783934	4027	ranker_score	expanded_val	linear	linear
26	0.6014021039009094	666	37	ranker	0.5259645196380356	0.4531148115111291	0.6861861861861862	0.5596085775916866	0.00662297297297296	0.02046810810810813	0.7850130482684288	0.7385476380403092	0.0	0.752939486909499	4027	ranker_score	expanded_val	linear	linear
27	0.6009880304336548	666	37	ranker	0.5239384339238717	0.45344431788976536	0.6861861861861862	0.554618276790548	0.00662297297297296	0.02046810810810813	0.7808800038729111	0.7365216843316184	0.0	0.7516485104500796	4027	ranker_score	expanded_val	linear	linear
28	0.6006176471710205	666	37	ranker	0.5238360609660768	0.4541880744341269	0.6831831831831832	0.5553264126946094	0.00662297297297296	0.02046810810810813	0.7825033985077094	0.734169334064853	0.0	0.7516389072260593	4027	ranker_score	expanded_val	linear	linear
29	0.6002756953239441	666	37	ranker	0.5237548806449838	0.4551733100316624	0.6831831831831832	0.5565602756956088	0.00662297297297296	0.02046810810810813	0.784340487448228	0.7340656653536204	0.0	0.7515271863892723	4027	ranker_score	expanded_val	linear	linear
30	0.5999607443809509	666	37	ranker	0.5249936432945943	0.45620926290240765	0.6801801801801802	0.5572835345978492	0.00662297297297296	0.02046810810810813	0.7845101455808471	0.7316073215874012	0.0	0.7517278926337572	4027	ranker_score	expanded_val	linear	linear
31	0.5996823310852051	666	37	ranker	0.524362089633828	0.4571464802325818	0.6801801801801802	0.556820077465372	0.00662297297297296	0.02046810810810813	0.7835539964197052	0.7325872856501899	0.0	0.7513804858049964	4027	ranker_score	expanded_val	linear	linear
32	0.5994526147842407	666	37	ranker	0.5238066785128185	0.4579081300237201	0.6801801801801802	0.5565252023754389	0.00662297297297296	0.02046810810810813	0.7825428704630992	0.7337522704628543	0.0	0.7511033252075352	4027	ranker_score	expanded_val	linear	linear
33	0.5992743372917175	666	37	ranker	0.5256110095314891	0.45848607193253255	0.6771771771771771	0.5586690988802012	0.00662486486486485	0.020466216216216238	0.7852486188280443	0.7337967360768413	0.0	0.7520133133002493	4027	ranker_score	expanded_val	linear	linear
34	0.5991306304931641	666	37	ranker	0.5282564451532646	0.45890499693723635	0.6711711711711711	0.5604005703400717	0.00662486486486485	0.020466216216216238	0.7855874270858315	0.7351901164292566	0.0	0.7534922832426534	4027	ranker_score	expanded_val	linear	linear
35	0.5989940166473389	666	37	ranker	0.5333280068598574	0.4591762754223533	0.6696696696696697	0.5657175430239224	0.00662486486486485	0.020466216216216238	0.786888080608179	0.7356978218109432	0.0	0.7556208164809877	4027	ranker_score	expanded_val	linear	linear
36	0.5988509654998779	666	37	ranker	0.5330832486437233	0.459275229486672	0.6666666666666667	0.5655443237264126	0.00662486486486485	0.020466216216216238	0.7866046229405413	0.7379347058590009	0.0	0.7554186494365648	4027	ranker_score	expanded_val	linear	linear
37	0.598712682723999	666	37	ranker	0.5357607632688827	0.45916017753889055	0.6651651651651651	0.5680870885813556	0.0041775675675675495	0.02291351351351354	0.7821403833548152	0.7328399944752931	0.0	0.7568923138377525	4027	ranker_score	expanded_val	linear	linear
38	0.5985981822013855	666	37	ranker	0.5346729542605889	0.45881314690332536	0.6651651651651651	0.56749455009088	0.0041775675675675495	0.02291351351351354	0.7822438583465894	0.7328399944752931	0.0	0.7561960987266744	4027	ranker_score	expanded_val	linear	linear
39	0.5985096096992493	666	37	ranker	0.5358852958126482	0.45826236658221897	0.6621621621621622	0.5680355757427987	0.0041775675675675495	0.02291351351351354	0.7823538574567138	0.7329658433891899	0.0	0.7568204002690493	4027	ranker_score	expanded_val	linear	linear
40	0.598429799079895	666	37	ranker	0.5328187766857096	0.4575749173008293	0.6636636636636636	0.5646679424383522	0.0041775675675675495	0.02291351351351354	0.7787771621663214	0.7329658433891899	0.0	0.7549184791642806	4027	ranker_score	expanded_val	linear	linear
1	0.6720186471939087	666	37	ranker	0.30921862884679147	0.26063153922408683	0.5735735735735735	0.33226964171184736	-0.006461081081081101	0.03355216216216219	0.688151201771777	0.5984011788007336	0.1891891891891892	0.6551642754983664	4027	ranker_score	expanded_val	linear_l2	linear_l2
2	0.6600246429443359	666	37	ranker	0.3406296964110793	0.29877406457237987	0.5915915915915916	0.3635848972305863	-0.006636486486486509	0.0337275675675676	0.6953161291187958	0.6053475127628144	0.1891891891891892	0.6696735982462432	4027	ranker_score	expanded_val	linear_l2	linear_l2
3	0.6527407169342041	666	37	ranker	0.37858972684746656	0.33495259782880726	0.6096096096096096	0.4074960834980055	-0.0026072972972973137	0.029698378378378402	0.7275942934374908	0.6443960474172096	0.16216216216216217	0.6891685142968093	4027	ranker_score	expanded_val	linear_l2	linear_l2
4	0.6464163064956665	666	37	ranker	0.4144530465698031	0.3653080367513357	0.6186186186186187	0.4464862589824955	0.008049729729729714	0.019041351351351377	0.744560133780025	0.6747301596289892	0.02702702702702703	0.7067595818045852	4027	ranker_score	expanded_val	linear_l2	linear_l2
5	0.640269935131073	666	37	ranker	0.440385117178027	0.3886628135603917	0.6336336336336336	0.4741036542704775	0.008148918918918906	0.018942162162162185	0.7664222646856356	0.6940157952488282	0.0	0.718782853054691	4027	ranker_score	expanded_val	linear_l2	linear_l2
6	0.6346120238304138	666	37	ranker	0.4592930744358899	0.4036839368460233	0.6486486486486487	0.49206495462484084	0.008149999999999987	0.018941081081081102	0.7716331253164601	0.6978164791173157	0.0	0.7276550068981251	4027	ranker_score	expanded_val	linear_l2	linear_l2
7	0.6301096081733704	666	37	ranker	0.46882704689139687	0.41266390555714433	0.6576576576576576	0.5010207185782668	0.008149999999999987	0.018941081081081102	0.7729644005009807	0.7031408991218087	0.0	0.7315310789945029	4027	ranker_score	expanded_val	linear_l2	linear_l2
8	0.6265690922737122	666	37	ranker	0.48368357783393157	0.41853957276462794	0.6621621621621622	0.5142820837476111	0.008149999999999987	0.018941081081081102	0.7707603660659746	0.71835514408365	0.0	0.7369434158710171	4027	ranker_score	expanded_val	linear_l2	linear_l2
