circuit	benchmark_id	budget	allowlist_nodes	plan_nodes	legal_plan_nodes	legal_ratio_pct	baseline_tc_pct	filtered_final_tc_pct	filtered_delta_tc_pp	unfiltered_final_tc_pct	change_vs_unfiltered_pp	deeptpi_final_tc_pct	gap_vs_deeptpi_pp	beats_deeptpi	plan_elapsed_sec	eval_elapsed_sec	plan_csv	eval_dir
b15_C	iscas99__b15_1	278	7918	278	278	100.0	81.764	94.818	13.05400000000001	90.656	4.161999999999992	93.2	1.617999999999995	True	135.06	6.521	autoresearch/loop-260718-0223/round10_winner_five/b15_C/plans/iscas99__b15_1__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/round10_winner_five/b15_C/evals/iscas99__b15_1__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b20_C	iscas99__b20	616	19175	616	616	100.0	90.757	93.732	2.9749999999999943	97.087	-3.355000000000004	95.02	-1.2879999999999967	False	533.336	10.855	autoresearch/loop-260718-0223/round10_winner_five/b20_C/plans/iscas99__b20__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/round10_winner_five/b20_C/evals/iscas99__b20__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b21_C	iscas99__b21	628	19520	628	628	100.0	89.682	94.974	5.291999999999996	96.379	-1.4050000000000011	94.51	0.46399999999999864	True	527.327	11.491	autoresearch/loop-260718-0223/round10_winner_five/b21_C/plans/iscas99__b21__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/round10_winner_five/b21_C/evals/iscas99__b21__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b22_C	iscas99__b22	915	28412	915	915	100.0	92.13	94.357	2.227000000000001	97.187	-2.8299999999999983	95.59	-1.233000000000004	False	1099.431	18.539	autoresearch/loop-260718-0223/round10_winner_five/b22_C/plans/iscas99__b22__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/round10_winner_five/b22_C/evals/iscas99__b22__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
b17_C	iscas99__b17	994	29334	994	994	100.0	85.623	90.811	5.188000000000004	89.869	0.9420000000000073	91.67	-0.8589999999999947	False	1465.58	62.641	autoresearch/loop-260718-0223/round10_winner_five/b17_C/plans/iscas99__b17__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260718-0223/round10_winner_five/b17_C/evals/iscas99__b17__greedy__cumulative__reward_pred__bw1__d1__c48__g1p0__candhard_fault_cluster__div0p0__s0
