checkpoint_name	benchmark_id	state_id	candidate_strategy	score_field	candidate_count	spearman	kendall_tau	pearson	topk	topk_real_gain_by_pred	topk_hit_rate	top1_real_delta_tc	top1_regret	sign_accuracy	negative_top1	calibration_slope	calibration_intercept
incumbent	b15_C	initial	cached_hard_cone	q_pred	48	-0.09963034559215983	-0.13780025284450062	-0.12058604757606632	5	0.030590000000000006	1.0	0.030590000000000006	0.0	1.0	0	-0.8026526385900351	0.7698520888707329
incumbent	b15_C	initial	cached_hard_cone	score_pred	48	-0.09963034559215983	-0.13780025284450062	-0.12058604757606632	5	0.030590000000000006	1.0	0.030590000000000006	0.0	1.0	0	-0.8026526385900351	0.7698520888707329
incumbent	b15_C	initial	cached_hard_cone	hybrid_pred	48	0.6925795740250421	0.6343283582089553	0.6337011450741724	5	0.030590000000000006	0.0	0.030590000000000006	0.0	0.0	0	0.019209831195250687	0.13716335437850966
incumbent	b15_C	initial	cached_hard_cone	derived_hard_reduction_hybrid_pred	48	0.35783427032204956	0.32914572864321606	0.47444237426938457	5	0.030590000000000006	1.0	0.030590000000000006	0.0	1.0	0	0.005763347864678365	-0.01962784302270591
incumbent	b15_C	initial	cached_stride	q_pred	48	-0.17718439877662182	-0.1702857142857143	-0.11944967010130696	5	0.03094400000000006	1.0	0.03029000000000015	0.0023699999999999832	1.0	0	-0.16628114249727974	0.17452195287864616
incumbent	b15_C	initial	cached_stride	score_pred	48	-0.17718439877662182	-0.1702857142857143	-0.11944967010130696	5	0.03094400000000006	1.0	0.03029000000000015	0.0023699999999999832	1.0	0	-0.16628114249727974	0.17452195287864616
incumbent	b15_C	initial	cached_stride	hybrid_pred	48	0.3391069969541686	0.32342857142857145	0.24184617724630944	5	0.01836600000000004	0.0	0.030590000000000006	0.0020700000000001273	0.020833333333333332	0	0.0016406640623677583	0.02838397275806702
incumbent	b15_C	initial	cached_stride	derived_hard_reduction_hybrid_pred	48	0.08907444959311439	0.08342857142857144	0.09447358935573986	5	0.02447800000000002	0.0	0.030590000000000006	0.0020700000000001273	0.9375	0	0.00043586837131334423	0.019001969320158987
incumbent	b15_C	initial	hard_fault_recall_union	q_pred	48	-0.1818821667370499	-0.142570281124498	-0.16154282452588042	5	0.03298400000000008	1.0	0.06855000000000011	0.0	1.0	0	-0.2926962267843903	0.2991552276519097
incumbent	b15_C	initial	hard_fault_recall_union	score_pred	48	-0.1818821667370499	-0.142570281124498	-0.16154282452588042	5	0.03298400000000008	1.0	0.06855000000000011	0.0	1.0	0	-0.2926962267843903	0.2991552276519097
incumbent	b15_C	initial	hard_fault_recall_union	hybrid_pred	48	0.3436781678137563	0.2710843373493976	0.2246609653849388	5	0.03057800000000006	0.0	0.03064000000000011	0.03791	0.041666666666666664	0	0.0015679783222842564	0.03459043899187297
incumbent	b15_C	initial	hard_fault_recall_union	derived_hard_reduction_hybrid_pred	48	0.3070471990337359	0.23493975903614459	0.14781399226591865	5	0.030630000000000067	0.0	0.030510000000000037	0.038040000000000074	1.0	0	0.0007587863436116006	0.02150573138095599
