checkpoint_name	score_field	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	verdict_vs_baseline
B_oracle_0p05	derived_hard_reduction_hybrid_pred	6	0.08127880279098897	0.09110366210348632	0.1797895406605492	0.005678333333333341	0.017511666666666686	0.0	0.6597222222222222	0.0030678800131838345	-0.0116684465170347	INCONCLUSIVE
B_oracle_0p05	hybrid_pred	6	0.026939002180715283	0.016240223862126302	0.0361687490854972	0.0013166666666666698	0.021873333333333356	0.5	0.34027777777777773	-0.004629871347834124	-0.2578040485847157	INCONCLUSIVE
B_oracle_0p05	q_pred	6	-0.027506253859890223	-0.012927252817506679	-0.055539591288425776	-0.0012866666666666582	0.024476666666666685	0.16666666666666666	0.6597222222222222	0.029542936158275645	0.0012490168687533537	INCONCLUSIVE
B_oracle_0p05	score_pred	6	-0.027506253859890223	-0.012927252817506679	-0.055539591288425776	-0.0012866666666666582	0.024476666666666685	0.16666666666666666	0.6597222222222222	0.029542936158275645	0.0012490168687533537	INCONCLUSIVE
Q_v0_rank0p5	derived_hard_reduction_hybrid_pred	6	0.09220998885383369	0.07244621888699986	0.10744494729080566	0.0026183333333333336	0.020571666666666693	0.3333333333333333	0.40277777777777785	0.003018098951222993	0.005526081727410014	INCONCLUSIVE
Q_v0_rank0p5	hybrid_pred	6	-0.1850270777065779	-0.1482396238875741	-0.32260746346563923	0.001300000000000005	0.02189000000000002	0.5	0.3541666666666667	-0.0007354905498069517	-0.007247030791258277	INCONCLUSIVE
Q_v0_rank0p5	q_pred	6	0.1730581235350661	0.15688451860910188	0.19498773980663142	0.00549333333333335	0.017696666666666677	0.16666666666666666	0.4861111111111111	-0.0012514568047749981	0.0027941673163044377	INCONCLUSIVE
Q_v0_rank0p5	score_pred	6	0.1730581235350661	0.15688451860910188	0.19498773980663142	0.00549333333333335	0.017696666666666677	0.16666666666666666	0.4861111111111111	-0.0012514568047749981	0.0027941673163044377	INCONCLUSIVE
Q_v0_rank1p0	derived_hard_reduction_hybrid_pred	6	-0.04877322436920529	-0.0512594572974451	0.006279926773433804	-0.006241666666666608	0.029431666666666634	0.16666666666666666	0.3194444444444445	0.0006588490106379046	-0.01447792105241609	INCONCLUSIVE
Q_v0_rank1p0	hybrid_pred	6	0.4395709402267911	0.40044288760873364	0.48773843744470663	0.015370000000000014	0.007820000000000013	0.0	0.3506944444444444	0.0022821456536281943	0.03704643368124363	INCONCLUSIVE
Q_v0_rank1p0	q_pred	6	0.07662172859541795	0.06174471087575963	0.13325349042762155	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.3958333333333333	-0.00212007460804834	0.003517906493121175	INCONCLUSIVE
Q_v0_rank1p0	score_pred	6	0.07662172859541795	0.06174471087575963	0.13325349042762155	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.3958333333333333	-0.00212007460804834	0.003517906493121175	INCONCLUSIVE
Q_v0_rank2p0	derived_hard_reduction_hybrid_pred	6	-0.13846330703700266	-0.11493822487401918	-0.11435860536002773	0.001374999999999978	0.021815000000000046	0.5	0.34027777777777773	-0.0019676891848764786	0.016447433549447225	INCONCLUSIVE
Q_v0_rank2p0	hybrid_pred	6	0.2729090582885419	0.26776351083287225	0.22997953994156387	0.005921666666666658	0.017268333333333368	0.3333333333333333	0.34722222222222227	0.0006162740308949122	0.012098696612485497	INCONCLUSIVE
Q_v0_rank2p0	q_pred	6	0.18892237700208955	0.16777179436647618	0.29977345263821936	0.00372166666666666	0.019468333333333365	0.5	0.4444444444444444	0.008246777675042137	0.006594624630356438	INCONCLUSIVE
Q_v0_rank2p0	score_pred	6	0.18892237700208955	0.16777179436647618	0.29977345263821936	0.00372166666666666	0.019468333333333365	0.5	0.4444444444444444	0.008246777675042137	0.006594624630356438	INCONCLUSIVE
Q_v0_value1_rank1	derived_hard_reduction_hybrid_pred	6	0.003473477874131344	0.0017188129162657995	-0.030038563144264285	-0.0031399999999999575	0.026329999999999982	0.3333333333333333	0.34375	0.0008125852858045986	0.006913332190773477	INCONCLUSIVE
Q_v0_value1_rank1	hybrid_pred	6	-0.14554093812671312	-0.1343730285087888	-0.08083840394498343	-0.0014516666666666473	0.024641666666666673	0.5	0.3333333333333333	-0.0003624740318961714	-0.001259136017520878	INCONCLUSIVE
Q_v0_value1_rank1	q_pred	6	0.3002244672078064	0.2767631456047754	0.29759979429448163	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.6006944444444444	0.007794784450748201	0.005313346261197065	INCONCLUSIVE
Q_v0_value1_rank1	score_pred	6	0.3002244672078064	0.2767631456047754	0.29759979429448163	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.6006944444444444	0.007794784450748201	0.005313346261197065	INCONCLUSIVE
incumbent	derived_hard_reduction_hybrid_pred	6	0.04543326379340359	0.03302435416675765	0.04740214572902494	0.0012266666666666537	0.021963333333333373	0.5	0.8298611111111112	0.0007856530732367369	-0.009984947899688007	INCONCLUSIVE
incumbent	hybrid_pred	6	0.3269676612983808	0.2932435345478335	0.2487241539747919	0.010638333333333324	0.012551666666666702	0.16666666666666666	0.19791666666666666	0.004016533392881098	0.022486742678748783	INCONCLUSIVE
incumbent	q_pred	6	-0.1705325991346597	-0.15337798651942144	-0.1662675167776986	0.007465000000000037	0.01572499999999999	0.5	0.6597222222222222	-0.47876269508145963	0.4411522399043697	INCONCLUSIVE
incumbent	score_pred	6	-0.1705325991346597	-0.15337798651942144	-0.1662675167776986	0.007465000000000037	0.01572499999999999	0.5	0.6597222222222222	-0.47876269508145963	0.4411522399043697	INCONCLUSIVE
