benchmark_id	status	baseline_test_coverage	final_test_coverage	delta_test_coverage	baseline_fault_coverage	final_fault_coverage	delta_fault_coverage	pattern_count	effective_pattern_count	rows	plan_csv	eval_dir	elapsed_sec	error
iscas99__b17	ok	0.85623	0.91545	0.05921999999999994	0.85623	0.91545	0.05921999999999994	300000	2655	2	autoresearch/improve-260716-1344/round11_b17_tiny_splice/replace_2/plans/iscas99__b17.csv	autoresearch/improve-260716-1344/round11_b17_tiny_splice/replace_2/evaluation/evals/iscas99__b17	134.715	
