variant	min_gap_pp	macro_gap_pp	all_beat	b22_final_tc_pct	b22_gap_pp	b17_final_tc_pct	b17_gap_pp
union_c80	-2.7420000000000044	-0.6875000000000071	False	96.957	1.3669999999999902	88.928	-2.7420000000000044
union_c48	-2.9549999999999983	-0.8059999999999974	False	96.933	1.3430000000000035	88.715	-2.9549999999999983
union_c64	-3.3799999999999955	-1.322499999999998	False	96.325	0.7349999999999994	88.29	-3.3799999999999955
union_r96_m48	-3.774000000000001	-1.1500000000000057	False	97.064	1.4739999999999895	87.896	-3.774000000000001
