variant	checkpoint	epoch	predictive_score	reward_mae	hard_reduction_mae	hard_reduction_score	delta_scoap_mae	delta_scoap_acc_at_001	scoap_mae	hard_macro_f1_tuned	hard_recall_at_top_10pct	run_dir	hard_eval_csv
	runs/rollout_loss_A_reward_only/best.pt	-2	0.42255532945775875	0.3030136141605908	0.06225823448767187	0.9377417655123281	0.15101679853978567	0.03442318730230909	0.6560218844097108	0.24434114854622152	0.6673177083333356		
	runs/rollout_loss_B_tiny_return/best.pt	-2	0.40552995362886857	0.2391558927920414	0.06629809563310118	0.9337019043668988	0.13521337255951948	0.05848097102716565	0.6890921641606838	0.2181748497617618	0.6635742187500021		
	runs/rollout_loss_C_delta_scoap/best.pt	-2	0.41287374953528727	0.2946213373215869	0.06511878937089932	0.9348812106291007	0.005200830112698895	0.8535591963445768	0.6982210441492498	0.22825725425476276	0.6694335937500024		
	runs/rollout_loss_D_recommended/best.pt	-2	0.4190040872085511	0.27379247806675266	0.06864450094872154	0.9313554990512785	0.00584104130302876	0.801534814410843	0.6814176498446614	0.13030910312335806	0.8787434895833349		
