split	bucket	value	rows	groups	positive	zero	negative	negative_rate	mean_delta_tc	min_delta_tc	max_delta_tc
topup	type	control0	6912	576	1412	5198	302	0.04369212962962963	-0.0004090986689814858	-0.05152000000000001	0.04893000000000003
topup	type	control1	6912	576	1398	5196	318	0.04600694444444445	-0.00043613425925926355	-0.05152000000000001	0.01974000000000009
topup	type	observe	6912	576	1713	5173	26	0.003761574074074074	0.0008387861689814805	-0.027710000000000012	0.28889
