split	rows	groups	positive	zero	negative	negative_rate	groups_with_negative	all_positive_groups	all_negative_groups	min_delta_tc	p05_delta_tc	median_delta_tc	mean_delta_tc	p95_delta_tc	max_delta_tc	mean_group_best_delta_tc	mean_group_worst_delta_tc
topup	20736	576	4523	15567	646	0.03115354938271605	78	78	0	-0.05152000000000001	0.0	0.0	-2.1489197530896024e-06	0.00016999999999989246	0.28889	0.0026586631944444444	-0.0011876909722222254
