timestamp	variant_id	status	benchmark_id	logic_gates	budget_mode	budget	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	plan_score_sum	plan_reward_sum	plan_fc_sum	plan_return_sum	plan_sequence_sum	plan_objective_sum	delta_test_coverage	delta_fault_coverage	delta_pattern_count	plan_csv	eval_dir	elapsed_sec	error
2026-06-26T21:32:27	beam__cumulative__guarded_reward__bw2__d2__c64__g1p0__candcached_hard_cone__div2p0__s0	ok	i2c_aig	4726	fixed	5	beam	cumulative	guarded_reward	2	2	64	1.0	cached_hard_cone	2.0	4	0	50000	2026	1.3595947474241257	1.3595947474241257	0.013595947474241256	1.4802517890930176	4.596696853637695	2.4484557062387466	-0.00541999999999998	-0.00541999999999998	0	autoresearch/safe-rollout-hardcone-div-260626-2210/i2c_div2p0/plans/i2c_aig__beam__cumulative__guarded_reward__bw2__d2__c64__g1p0__candcached_hard_cone__div2p0__s0.csv	autoresearch/safe-rollout-hardcone-div-260626-2210/i2c_div2p0/evals/i2c_aig__beam__cumulative__guarded_reward__bw2__d2__c64__g1p0__candcached_hard_cone__div2p0__s0	9.794	
