variant	lambda_scoap	lambda_delta_scoap	scoap_mae	scoap_acc_at_005	delta_scoap_mae	delta_scoap_acc_at_001	hard_f1	derived_reduction_score	expanded_spearman	expanded_neg_top1	expanded_regret	transfer_spearman	transfer_neg_top1	transfer_regret
B_base	0.5	0.3	0.04937133060593624	0.6038712938316166	0.005996671025059186	0.9272580365650356	0.8026480386731021	0.5916368687539943	-0.1434473173179725	0.5833333333333334	0.03814874999999999	-0.007390604352698504	0.5	0.022141666666666688
B_only_scoap	0.5	0.0	0.059970123329549097	0.5541258892044425	0.1310370965511538	0.06816801337117795	0.8141771113204579	0.6241064269852359	0.09439409612648979	0.3541666666666667	0.027949791666666664	-0.17600132794662263	0.16666666666666666	0.021736666666666682
B_only_delta_scoap	0.0	0.3	0.43109219160396606	0.048867643752601	0.004639792983653024	0.9509409770835191	0.8280054212680872	0.6454230992821977	0.0168419896441982	0.4583333333333333	0.031962499999999984	0.13459146530179775	0.3333333333333333	0.017378333333333346
