step,node,type,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,step_value,sequence_score,lookahead_score,objective_score,objective,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N7917,control1,0.4681740999221802,0.4681740999221802,0.004681740999221802,0.5973117351531982,0.32798120379447937,0.32798120379447937,0.32798120379447937,0.32798120379447937,0.6677142083644867,0.3397330045700073,terminal,beam,0.32798120379447937,0.0,hard_fault_cone
2,N50446,control0,0.47404634952545166,0.47404634952545166,0.0047404634952545165,0.5835053324699402,0.3397330045700073,0.3397330045700073,0.3397330045700073,0.6677142083644867,0.6316274679624118,0.29189446339240444,terminal,beam,0.3397330045700073,0.0,hard_fault_cone
3,N7910,control1,0.4625411629676819,0.4625411629676819,0.004625411629676819,0.5049719214439392,0.3302152752876282,0.3302152752876282,0.29175373682608974,0.9594679451905764,0.5323898448393896,0.2406361080132998,terminal,beam,0.29175373682608974,0.038461538461538464,hard_fault_cone
4,N7903,control1,0.4293156862258911,0.4293156862258911,0.004293156862258911,0.448428750038147,0.27909764647483826,0.27909764647483826,0.2406361080132998,1.2001040532038763,0.3209204906290704,0.08028438261577062,terminal,beam,0.2406361080132998,0.038461538461538464,hard_fault_cone
5,N7912,control0,0.3748258948326111,0.3748258948326111,0.0037482589483261108,0.42665547132492065,0.15167294442653656,0.15167294442653656,0.08024437299796514,1.2803484262018414,0.06802544317075185,-0.012218929827213287,terminal,beam,0.08024437299796514,0.07142857142857142,hard_fault_cone
