circuit	benchmark_id	budget	allowlist_nodes	plan_nodes	legal_plan_nodes	legal_ratio_pct	baseline_tc_pct	filtered_final_tc_pct	filtered_delta_tc_pp	unfiltered_final_tc_pct	change_vs_unfiltered_pp	deeptpi_final_tc_pct	gap_vs_deeptpi_pp	beats_deeptpi	plan_elapsed_sec	eval_elapsed_sec	plan_csv	eval_dir
b15_C	iscas99__b15_1	278	7918	278	278	100.0	81.764	94.422	12.658000000000003	90.656	3.765999999999991	93.2	1.2219999999999942	True	194.526	5.916	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b15_C/plans/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b15_C/evals/iscas99__b15_1__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
b20_C	iscas99__b20	616	19175	616	616	100.0	90.757	94.917	4.159999999999997	97.087	-2.1700000000000017	95.02	-0.10299999999999443	False	689.723	10.106	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b20_C/plans/iscas99__b20__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b20_C/evals/iscas99__b20__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
b21_C	iscas99__b21	628	19520	628	628	100.0	89.682	95.59	5.908000000000002	96.379	-0.7890000000000015	94.51	1.0799999999999983	True	696.965	11.243	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b21_C/plans/iscas99__b21__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b21_C/evals/iscas99__b21__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
b22_C	iscas99__b22	915	28412	915	915	100.0	92.13	94.428	2.298	97.187	-2.7590000000000003	95.59	-1.1620000000000061	False	1431.046	19.257	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b22_C/plans/iscas99__b22__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b22_C/evals/iscas99__b22__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
b17_C	iscas99__b17	994	29334	994	994	100.0	85.623	90.614	4.991000000000001	89.869	0.7450000000000045	91.67	-1.0559999999999974	False	1718.707	63.261	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b17_C/plans/iscas99__b17__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0.csv	autoresearch/loop-260720-0945/typed_winner_round6_adaptive_five/b17_C/evals/iscas99__b17__greedy__cumulative__q_typed_reliable_context__bw1__d1__c64__g1p0__candhard_fault_cluster__div0p0__s0
