epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,2,0.42556097616674377,0.12855581365292892,0.1712341943429783,0.00011466623373280526,0.951437554275617,0.21061786248348655,0.47148269570432605,0.9304642003029585,0.05124096572864801,0.03372976112009113,1.1414210360436738,1.1414210360436738,0.0,1.8637220091092408,1.0,2.0,800.0,0.0,0.08837244111055043,0.06759519588376861,0.23896016454091296,2.737881974468337e-05,1.1155380720738322,0.19226800111937337,0.47139285708544776,0.9879602879518643,0.028379826486343518,0.014593325718664119,0.09304629014337484,0.09304629014337484,0.0,0.1510108860563122,1.0,2.0,256.0
2,2,0.4194629848073237,0.13746137624140828,0.19520630672574044,2.6573306961950038e-05,0.8963957237266004,0.21223774710670112,0.4016100873891264,0.9238392992317677,0.06779758927703369,0.02451510239391084,1.1359311111235102,1.1359311111235102,0.0,1.9020718529369216,1.0,2.0,800.0,0.0,0.07668565696076257,0.07908186937856954,0.28641849354607984,1.1888301758133935e-05,1.1218689444940537,0.1947493243496865,0.4526287284097634,0.9874442394357175,0.02634475005470449,0.015048964013658406,0.040827749355798915,0.040827749355798915,0.0,0.08392637277339077,1.0,2.0,256.0
3,2,0.4247953158291057,0.1453341813152656,0.20321776955854148,1.3541087139685715e-05,0.8754570003971458,0.21254316713660956,0.3860593986045569,0.9156901273503899,0.06113834982912522,0.029809005186980073,1.1390297240905412,1.1390297240905412,0.0,1.885806402412865,1.0,2.0,800.0,0.0,0.06963292582076974,0.06789027753984556,0.2884201045962982,5.703929974565369e-06,1.0928937534336,0.19252568372758105,0.47784296207828447,0.9877117701107636,0.023800846702215495,0.014101228253764475,0.03167688162272142,0.03167688162272142,0.0,0.06944691458554318,1.0,2.0,256.0
4,2,0.38740409740246834,0.13967440855223687,0.2143063925812021,9.210141253959137e-06,0.8771465542702935,0.20998668893473224,0.3760029301885515,0.9180416370555758,0.05108325753652025,0.025100640507831715,1.0285989256327817,1.0285989256327817,0.0,1.7150276298595455,1.0,2.0,800.0,0.0,0.08227255025121849,0.09207402978790924,0.2863158982945606,1.6508370710432985e-06,1.1149015594273806,0.18912918538262602,0.43271673389244825,0.9869209942407906,0.016668576492520515,0.014118250853215386,0.051504723175209044,0.051504723175209044,0.0,0.10160080917039546,1.0,2.0,256.0
5,2,0.3727930146921426,0.14209748981054873,0.21925129406154156,4.286660764023509e-06,0.8434178493591026,0.21048847465310247,0.34048531372100116,0.9104223612323403,0.04428219832538161,0.02521808845722944,0.9814124224449695,0.9814124224449695,0.0,1.6320099184351,1.0,2.0,800.0,0.0,0.09341769782622578,0.09994776024541352,0.29608097043819726,1.2301675678116908e-06,1.073976471554488,0.18541503520100378,0.3955625931848772,0.9868699833750725,0.015262679016814218,0.013898707356972295,0.07905648765154183,0.07905648765154183,0.0,0.2239411892523342,1.0,2.0,256.0
6,2,0.37218102467944847,0.13711627329466863,0.21198543471749873,2.618078820724179e-06,0.851114231008105,0.2106685016397387,0.3276710481662303,0.9160496098175644,0.04262835668982007,0.02639159143568435,0.9769871140687698,0.9769871140687698,0.0,1.6549204246984033,1.0,2.0,800.0,0.0,0.09251773351570591,0.12210272463562433,0.28457484173122793,6.60025953780341e-07,1.1853492464870214,0.1783389559132047,0.4233357116463594,0.9868752734037116,0.01714646810432896,0.01393472967478715,0.04980267665192173,0.04980267665192173,0.0,0.14088630842285355,1.0,2.0,256.0
7,2,0.3468738395767286,0.13121062408201398,0.21949393667746336,1.374061675232241e-06,0.838837526277639,0.20720932212891058,0.3082691634679213,0.9150828137621283,0.04313358824991156,0.028211472143939886,0.8970374491390751,0.8970374491390751,0.0,1.496621776125986,1.0,2.0,800.0,0.0,0.14104922700789757,0.11332732682058122,0.28205526480451226,3.956611143163258e-06,0.9850893908878788,0.15451634481723886,0.34964738122653216,0.9862244492396712,0.025074187014979543,0.01406707628143522,0.23280450453579352,0.23280450453579352,0.0,0.503886524290967,1.0,2.0,256.0
8,2,0.34418932961998505,0.1379928342718631,0.21233492135070264,1.743352808247778e-06,0.8171013594511897,0.20657143840100617,0.2905479481443763,0.9196662802621722,0.04207185548322741,0.028269255872859275,0.8838913096302753,0.8838913096302753,0.0,1.4805586082927837,1.0,2.0,800.0,0.0,0.46510433782532346,0.1558723432244733,0.270805659936741,4.947753660111687e-07,0.998766488279216,0.15298350270313676,0.34779081330634654,0.9857857479946688,0.018971956145833246,0.013988423486274826,1.2204563098312065,1.2204563098312065,0.0,2.708909359178506,1.0,2.0,256.0
9,2,0.33491441669641064,0.12953667807392777,0.20917066891677677,3.463318703023077e-07,0.7713456622185185,0.19776252992814988,0.28055172560736535,0.9114782477542758,0.04617888538283296,0.02302401778951321,0.8802049487400077,0.8802049487400077,0.0,1.44072753886199,1.0,2.0,800.0,0.0,0.08027462618338177,0.08982889328035526,0.26954532123636454,1.562808809307814e-07,1.022660562186502,0.13470148389524184,0.3393187419278547,0.9861145687755197,0.026924623180093477,0.013853998421581082,0.053826282797357905,0.053826282797357905,0.0,0.13277383495252337,1.0,2.0,256.0
10,2,0.35511049879016354,0.13206728269811718,0.20106445054523647,3.347289133515119e-07,0.7108360760658979,0.19542636795064028,0.2902745348773897,0.9045575194433332,0.05151326981256716,0.026627655156527225,0.9388565343066585,0.9388565343066585,0.0,1.5805034320461846,1.0,2.0,800.0,0.0,0.41318502101057675,0.13718421313387807,0.25615429697791114,1.4486374158573234e-07,1.4202473459299654,0.14315708438698493,0.3119595367461443,0.9846222819760442,0.027554486179724336,0.016264967847405387,1.117966944577347,1.117966944577347,0.0,1.5134778411907064,1.0,2.0,256.0
11,2,0.31215515909250824,0.1373463054234162,0.20224780906923115,2.1740215143450926e-07,0.6791255786642432,0.18380608959603065,0.2809399098623544,0.9080512440949678,0.04718443577410653,0.028035641625673405,0.7908913416468815,0.7908913416468815,0.0,1.336567675859095,1.0,2.0,800.0,0.0,0.20303682691883296,0.088413514662534,0.26708925189450383,5.434826156891504e-07,1.3218211769126356,0.14314400109378767,0.32269584154710174,0.9854883389780298,0.024400780064752325,0.013804541922070257,0.3995396511897633,0.3995396511897633,0.0,1.0576905573343538,1.0,2.0,256.0
12,2,0.3332355188834481,0.14561065922956914,0.19910413204692304,1.1383356786687226e-07,0.6840309057384729,0.1934855975360324,0.26378882251679897,0.8975578746572137,0.04830605124763679,0.02808415145552374,0.850822123647454,0.850822123647454,0.0,1.4649163439292698,1.0,2.0,800.0,0.0,0.18916107855329756,0.11095112303155474,0.2735264526854735,3.5623587180122485e-07,1.0761863384395838,0.13703146250441023,0.32354097318602726,0.9854438207112253,0.01887330428507994,0.013882205619694332,0.39883855483844854,0.39883855483844854,0.0,0.6570174003791749,1.0,2.0,256.0
