epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.356671813936708,0.3493723171321969,0.1258461522428613,0.00954685328332217,0.09686982474829021,0.0,0.2829715742876655,1.0,0.048898536809965185,0.009637986360853813,0.5896809327746987,0.5896809327746987,0.0,1.5161280043994338,0.4898071189067866,1.2557507261986804,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.720010933279991,0.33843626379966735,0.12294023782014847,0.008902020752429962,0.09425409510731697,0.0,0.2715889424085617,1.0,0.03584058322012425,0.01222375682555139,2.5193150296807287,2.5193150296807287,0.0,3.17618255764246,2.6212060391902923,2.9457462310791014,0.0,1.0,1.0,5.0
2,2,0.5358774002785427,0.38690956917248276,0.12735543498083166,0.009397749862584629,0.0975543441937158,0.0,0.28642586853943375,1.0,0.049360279827133605,0.03855802039221377,0.6836577532093017,0.6836577532093017,0.0,3.181153498096759,0.7128773766300199,2.163018965309005,0.0,1.0,2.0,0.267425570048784,0.45175902937587936,0.4134423638644971,2.2343158533698633,0.0,0.0,0.40513965958043147,0.0,224.31578947368422,8.0,0.23333333333333334,19.0,19.0,1.7480054592713714,0.3645340010523796,0.12470052689313889,0.008473206358030439,0.09727346710860729,0.0,0.27730440348386765,1.0,0.036153340339660646,0.017985423321078997,2.4831513725221157,2.4831513725221157,0.0,5.2534071654081345,2.5692525181453676,4.12907781470567,0.0,1.0,2.0,5.0
3,4,0.7342836033571266,0.4701494074573642,0.12689365426960744,0.009426628803148082,0.10314804477323043,0.0,0.2919895205842821,1.0,0.04863283052844437,0.040451894643075845,0.9557953075119784,0.9557953075119784,0.0,6.150380616126074,0.8365261275317416,4.6473581703356,0.0,1.0,4.0,0.5273418457884538,0.4295685197177686,0.5139640710855785,2.2076983138134607,0.0,0.0,0.38993744316853973,0.0,231.0,8.0,0.4666666666666667,19.0,19.0,1.9778200908564032,0.38850089982151986,0.12611881643533707,0.007983381976373494,0.10096777994185686,0.0,0.2846621036529541,1.0,0.03694519707933068,0.05787832715286641,2.2526846372522416,2.2526846372522416,0.0,9.489151141047477,2.627562063356163,8.025655839964747,0.0,1.0,4.0,5.0
4,8,1.0554918168069747,0.5503823588553228,0.12774363503252206,0.009419326832836592,0.10755236799779691,0.0,0.2966009233342974,1.0,0.046952771537594105,0.03666356681214653,1.2068717543472398,1.2068717543472398,0.0,11.109793353523855,0.9662649832918376,9.514656067286571,0.0,1.0,8.0,0.7657567795954252,0.4074980318546295,0.4559044869322526,2.2364230595136942,0.0,0.0,0.3613445892145759,0.0,238.6315789473684,8.0,0.6999999999999997,19.0,19.0,1.8901070136576892,0.4365335926413536,0.12756670098751782,0.007970051746815443,0.10456080427393318,0.0,0.2902793351560831,1.0,0.036562504293397066,0.05465552047426172,1.8849122563668061,1.8849122563668061,0.0,13.699694535508751,2.151198473747473,11.98775733639486,0.0,1.0,8.0,5.0
5,16,1.546085155798784,0.6123901311014044,0.13270296430901476,0.00918815498038097,0.12214334548058871,0.0,0.30659228538800226,1.0,0.04424999757841425,0.031146843741719533,1.3458173189509173,1.3458173189509173,0.0,17.4541884945587,1.2218610438527466,16.259369705065566,0.0,1.0,16.0,0.7819408837117647,0.4132593979960994,0.5052622854709625,2.2528794062765023,0.0,0.0,0.37638360575625773,0.0,208.94736842105263,8.0,0.6999999999999997,19.0,19.0,1.7885487949708476,0.5070924816653133,0.13134067142382264,0.008959277253597974,0.10834888438694179,0.0,0.2923584131523967,1.0,0.03788479217328131,0.03901702625337293,1.8242473346603219,1.8242473346603219,0.0,16.200993526383535,1.7419173120870255,14.867966857363353,0.0,1.0,16.0,5.0
6,32,2.728171816105762,0.6880661017310462,0.13836014155592574,0.009347942179853195,0.14631433625656523,0.0,0.31751136305300814,1.0,0.04464663512771949,0.022004501556873373,1.8317573086340262,1.8317573086340262,0.0,32.89954544015064,1.840189965469039,32.481155326568434,0.0,1.0,32.0,0.8010444860709341,0.4632795641296788,0.5000758782813424,2.131301578722502,0.0,0.0,0.38817775014199707,0.0,227.10526315789474,8.0,0.6999999999999997,19.0,19.0,2.3128531399182974,0.5839423662982881,0.13810899485833944,0.00980633299332112,0.11966982109006494,0.0,0.29616155903786423,1.0,0.038122837932314725,0.026117852769112916,1.9484019130479282,1.9484019130479282,0.0,26.560066887154242,1.6959062129746598,25.90618699277693,0.0,1.0,32.0,5.0
7,32,2.7409652355709113,0.6793238571844995,0.13875130437755664,0.009156918280304557,0.14373716840667553,0.0,0.31564468157624725,1.0,0.04569269975304211,0.02175695653335337,1.8029986537956677,1.8029986537956677,0.0,32.89750217016997,1.8618298305931145,32.47734516211619,0.0,1.0,32.0,0.7956777183633101,0.45389768010691595,0.5485522237263227,2.1203202322909704,0.0,0.0,0.37630018356599304,0.0,222.3684210526316,8.0,0.6999999999999997,19.0,19.0,2.3122185280368286,0.5839423650875688,0.13810899532400073,0.009806333054439165,0.1196698215091601,0.0,0.2961615575477481,1.0,0.0381228374899365,0.026117852552050635,1.948401894098788,1.948401894098788,0.0,26.560066900230595,1.6954616983353845,25.89882878552344,0.0,1.0,32.0,5.0
8,32,2.771845686960947,0.6819217291807658,0.13945902951404845,0.009377330164026813,0.14798600577724805,0.0,0.31569114543105425,1.0,0.04636568289654525,0.022017004313582896,1.9036898734470564,1.9036898734470564,0.0,32.90051438892715,1.9124751141249432,32.487210905372265,0.0,1.0,32.0,0.7944863626831457,0.4638229169343647,0.47352984469187887,2.1180305857407418,0.0,0.0,0.38112857545676987,0.0,204.05263157894737,8.0,0.6999999999999997,19.0,19.0,2.316408069729005,0.5839423583820462,0.1381089952774346,0.009806333060259931,0.119669820391573,0.0,0.2961615566164255,1.0,0.03812283790903166,0.026117852389120344,1.9484018910585292,1.9484018910585292,0.0,26.560066899153753,1.7026603201982653,25.896236322548795,0.0,1.0,32.0,5.0
