epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.7491301348138797,0.3542196593786541,0.12396380815066789,0.009659202083161003,0.09526350388401433,0.0,0.272857970313022,1.0,0.04676873354535354,0.009803918880654811,1.1732154461282527,1.1732154461282527,0.0,2.0217320435752444,0.995903874894506,3.5076857252340568,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.2798593994230032,0.3165579676628113,0.1298394411802292,0.008584462385624648,0.09450746774673462,0.0,0.31085901856422427,1.0,0.04341467060148716,0.009554563189158215,0.31148501407878937,0.31148501407878937,0.0,1.238122559338808,0.39175948880802025,1.2315560160554013,0.0,1.0,1.0,5.0
2,2,0.7319356879682011,0.4021411487146428,0.12464280034366407,0.009562706868899496,0.09951270714794334,0.0,0.2778850797759859,1.0,0.04771921999360386,0.030432828941014265,1.3821361249545971,1.3821361249545971,0.0,4.067813513739231,1.0717227784970371,3.0324656065595263,0.0,1.0,2.0,0.509362131357193,0.71287570658483,0.7428291314526608,2.2761809010254708,2.1737150518517745,0.616094182980688,0.521068274974823,0.03772531969374732,241.78947368421052,8.0,0.14999999999999997,19.0,19.0,0.19311714000068606,0.32927149832248687,0.133247696608305,0.008357965247705578,0.0963221475481987,0.0,0.3146635740995407,1.0,0.04025828242301941,0.05114248218887951,0.1975501727669325,0.1975501727669325,0.0,1.8956947054248303,0.2742343015503138,0.8342342230182112,0.0,1.0,2.0,5.0
3,4,0.9191725989650493,0.48789622066052335,0.12405824974963539,0.009531812215419976,0.10354886370662011,0.0,0.2834088390595035,1.0,0.04841320660259379,0.039698129696573325,1.59822488687113,1.59822488687113,0.0,7.8861738449256675,1.1736517597740825,4.4971189043855855,0.0,1.0,4.0,0.96461379214337,0.6518116342393976,0.7483244412823727,2.204191195337396,2.077287510821694,0.577728293443981,0.4465546560914893,0.035293149835381066,228.94736842105263,8.0,0.29999999999999993,19.0,19.0,0.23098539797356352,0.3715771988034248,0.1361427154392004,0.008207378559745848,0.09830243736505509,0.0,0.31665071845054626,1.0,0.03776924186386168,0.06434476023641764,0.2886283137198916,0.2886283137198916,0.0,2.885445129773615,0.22009347727653222,1.4294800587609644,0.0,1.0,4.0,5.0
4,8,1.4211124210361097,0.5457632872030923,0.12495683824741527,0.009316193509699875,0.10704902819308795,0.0,0.2892028133531934,1.0,0.04580687296478764,0.03462724679096665,1.5363426914421507,1.5363426914421507,0.0,13.62001690740305,1.3333887777705005,8.877568913918857,0.0,1.0,8.0,1.4052735880801552,0.5910725389656267,0.67763068644624,2.221372648289329,2.0276363774349817,0.5410825641531694,0.46806663745328,0.038314406220850195,230.68421052631578,8.0,0.45,19.0,19.0,0.35898211067542435,0.42434919737279414,0.13987217769026755,0.008619663177523763,0.10352435428649187,0.0,0.31919237300753595,1.0,0.03673766583669931,0.05734997469567134,0.4501781900415153,0.4501781900415153,0.0,4.135024426826203,0.2581586654542406,2.5571863832134114,0.0,1.0,8.0,5.0
5,16,2.2708725832022822,0.6153045166774016,0.128060180301729,0.009251703068577243,0.11924019001277261,0.0,0.3000735415047721,1.0,0.043855195411628016,0.03164492849159435,1.5744292326213487,1.5744292326213487,0.0,20.694114975395536,1.499374490236205,16.71122736814064,0.0,1.0,16.0,1.4164497036682933,0.6137478288851286,0.6597224301413486,2.2242903270219503,2.0406278120843986,0.5526103894961508,0.45676254128154953,0.034779678540010205,231.89473684210526,8.0,0.45,19.0,19.0,0.5246948118743603,0.48338288329541684,0.1460648181848228,0.009605328284669668,0.10745301796123385,0.0,0.3148258525878191,1.0,0.04111909643979743,0.038485611862802215,0.6108291426490723,0.6108291426490723,0.0,3.8866143295992517,0.36084837135397263,3.8035545401857234,0.0,1.0,16.0,5.0
6,32,4.144841237941077,0.6976715345425826,0.134473702551699,0.009242428291288792,0.14906418442383015,0.0,0.3148514611499482,1.0,0.04431475729583517,0.022188852334865297,2.048501040561775,2.048501040561775,0.0,34.908975939813764,2.0760058565352946,33.144388136917215,0.0,1.0,32.0,1.335148441164117,0.5196030030125066,0.5301874381931204,2.157432298911245,2.0022530994917216,0.5710975857157456,0.40333884562316696,0.03700706833287289,226.0,8.0,0.45,19.0,19.0,2.468503274116665,0.5606565261259675,0.1539947922807187,0.010244940675329417,0.11832285420969128,0.0,0.3082350937649608,1.0,0.04785286707920022,0.026320298662881214,1.3056877274430463,1.3056877274430463,0.0,18.919664033327717,1.0359689136189671,20.54115668287268,0.0,1.0,32.0,5.0
7,32,4.0961466476096815,0.6951884435195672,0.13498720510764733,0.009355824495095907,0.14910471463870062,0.0,0.3128981851286402,1.0,0.044052936617701655,0.022083995309511713,1.875377113309993,1.875377113309993,0.0,34.9132722974846,2.004237108892713,32.94451722606487,0.0,1.0,32.0,1.3640389818894236,0.5242005884647369,0.5174875526051772,2.2591613907563057,2.0289443229374133,0.5306214847062763,0.44487326396139043,0.031552878747645174,253.68421052631578,8.0,0.45,19.0,19.0,2.4811177894473078,0.5606565222144126,0.153994793118909,0.010244940663687885,0.11832285220734776,0.0,0.30823509581387043,1.0,0.047852867475012315,0.026320298672260378,1.305687734195817,1.305687734195817,0.0,18.919664036895846,1.0574277488193302,20.581466528738382,0.0,1.0,32.0,5.0
8,32,4.0755282260384105,0.7053588493482063,0.13467228031521172,0.009337078521830813,0.14678794385767296,0.0,0.31305311708466005,1.0,0.04237788930339249,0.022116698782352673,1.8892879963555658,1.8892879963555658,0.0,34.91444957130436,1.9632798730049874,32.90216212811578,0.0,1.0,32.0,1.3361272309955798,0.4702258564923939,0.65659593751556,2.253554444564016,2.021126282842536,0.49503962146608455,0.3858920837703504,0.03447065198499905,241.68421052631578,8.0,0.45,19.0,19.0,2.4723039962467737,0.5606565227732062,0.15399479302577673,0.010244940637494437,0.11832285411655903,0.0,0.3082350954413414,1.0,0.04785286702099256,0.026320298702211177,1.3056877366691424,1.3056877366691424,0.0,18.919664025551175,1.0229390544319217,20.631283244583756,0.0,1.0,32.0,5.0
9,32,4.149073362349602,0.6795481738242272,0.13489266634477595,0.009044928875243241,0.14722723257115208,0.0,0.3105544237616031,1.0,0.04503605815912842,0.021743968118851036,2.0184383335550207,2.0184383335550207,0.0,34.91105013276665,2.1126685977171236,33.04005846395026,0.0,1.0,32.0,1.3064947442004555,0.4887465199357585,0.4798672583542372,2.1962885668403223,1.958756779369555,0.510000279075221,0.4023564842186476,0.031476030763434734,243.89473684210526,8.0,0.45,19.0,19.0,2.4729018428712153,0.5606565254740417,0.15399479237385094,0.010244940622942521,0.11832285271957517,0.0,0.3082350928336382,1.0,0.047852866764878856,0.026320298840028046,1.305687729538795,1.305687729538795,0.0,18.919664024183295,1.0329931403708315,20.597045432165032,0.0,1.0,32.0,5.0
10,32,4.157166483526357,0.6762440292850921,0.1351467403705771,0.009062719222703507,0.14342431548835807,0.0,0.3101538531727305,1.0,0.04472861301435746,0.021703859878475607,2.0786469034921886,2.0786469034921886,0.0,34.91141633837107,2.098210199537065,33.17882335657872,0.0,1.0,32.0,1.308821069566827,0.46805423655008016,0.7211108842962667,2.1449850170235885,1.950609840844807,0.5146473771647403,0.4264670563371558,0.033694218452039515,239.26315789473685,8.0,0.45,19.0,19.0,2.4819965367321855,0.5606565265916288,0.15399479293264448,0.010244940570555628,0.11832285127602518,0.0,0.30823509208858013,1.0,0.047852867137407884,0.026320298699249633,1.3056876966154505,1.3056876966154505,0.0,18.91966401535319,1.046142525571645,20.635394672187978,0.0,1.0,32.0,5.0
