benchmark_id,sequence_id,step,seed,random_patterns,candidate_count,inserted_count,candidate_id,net,type,insertion_sequence,source_bench_sha256,inserted_bench_sha256,total_faults,detected_faults,test_coverage,fault_coverage,pattern_count,effective_pattern_count,baseline_test_coverage,baseline_fault_coverage,baseline_pattern_count,baseline_effective_pattern_count,delta_test_coverage,delta_fault_coverage,delta_pattern_count,delta_effective_pattern_count,fault_list_path,fault_csv_path,hard_fault_summary_path,hard_fault_count,undetected_fault_count,fault_status_counts,work_dir,status,error,source_plan_csv,pred_score,pred_fc,pred_pattern,elapsed_sec
subckt_0068,-1,0,2026,10000,217,0,,,,[],fdfabcc08b0aaac1ad3ae7f5dab9a62a087220729fbffbb6cf63525d6433f0d0,61e172933b6a5516fb9fd6fd2111c3ccb1e3d45c6573d301153725e16f2aeffd,260,257,0.98846,0.98846,10000,59,0.98846,0.98846,10000,59,0.0,0.0,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/subckt_0068/baseline/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/subckt_0068/baseline/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/subckt_0068/baseline/hard_fault_summary.json,3,3,"{""undetected"": 3}",autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/subckt_0068/baseline,ok,,autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/plan.csv,,,,0.016151905059814453
subckt_0068,0,1,2026,10000,217,1,130,__aig_and_314,OP,"[{""candidate_id"": 130, ""net"": ""__aig_and_314"", ""type"": ""OP"", ""score"": 0.2803807854652405}]",fdfabcc08b0aaac1ad3ae7f5dab9a62a087220729fbffbb6cf63525d6433f0d0,fa7e9489fd6dee3fb2b90df56b803127f46ee6b6a801a1d5b082f10941df0373,264,261,0.9886400000000001,0.9886400000000001,10000,56,0.98846,0.98846,10000,59,0.000180000000000069,0.000180000000000069,0,-3,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/subckt_0068/seq_0000/step_0001/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/subckt_0068/seq_0000/step_0001/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/subckt_0068/seq_0000/step_0001/hard_fault_summary.json,3,3,"{""undetected"": 3}",autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/subckt_0068/seq_0000/step_0001,ok,,autoresearch/oracle-action-probe-260629-expanded-subckt-train/evals/subckt_0068/initial/__aig_and_314__observe/plan.csv,0.2803807854652405,0.0028038078546524046,0.5506694316864014,0.016460895538330078
