benchmark_id	state_id	candidate_strategy	candidate_count	finite_count	ok_count	positive_count	zero_count	negative_count	oracle_best_action	oracle_best_delta_tc	oracle_worst_action	oracle_worst_delta_tc	mean_delta_tc	base_test_coverage	base_fault_coverage
b15_C	initial	cached_stride	1	1	1	0	0	1	__buf_split_1::control0	-0.000290000000000068	__buf_split_1::control0	-0.000290000000000068	-0.000290000000000068	0.37152	0.37152
