benchmark_id,sequence_id,step,seed,random_patterns,candidate_count,inserted_count,candidate_id,net,type,insertion_sequence,source_bench_sha256,inserted_bench_sha256,total_faults,detected_faults,test_coverage,fault_coverage,pattern_count,effective_pattern_count,baseline_test_coverage,baseline_fault_coverage,baseline_pattern_count,baseline_effective_pattern_count,delta_test_coverage,delta_fault_coverage,delta_pattern_count,delta_effective_pattern_count,fault_list_path,fault_csv_path,hard_fault_summary_path,hard_fault_count,undetected_fault_count,fault_status_counts,work_dir,status,error,source_plan_csv,pred_score,pred_fc,pred_pattern,elapsed_sec,source_sequence_id,source_label_csv
subckt_0045,structural:subckt_0045:00,1,2026,100000,286,1,182,__aig_not_7137,CP0,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,12b204c086d90e23e877d6a3dcc1637a491ff0ba0d005810ff5904f6d8843606,292,246,0.84247,0.84247,100000,35,0.8172400000000001,0.8172400000000001,100000,33,0.025229999999999975,0.025229999999999975,0,2,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0001/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0001/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0001/hard_fault_summary.json,46,46,"{""undetected"": 46}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0001,ok,,,,,,0.6857819557189941,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,2,2026,100000,286,2,178,__aig_not_7135,CP0,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,e932db11f571efefc7d4c04341c14af4ee6d22b6e624ad5c1dff9073a44c4aff,296,246,0.83108,0.83108,100000,35,0.8172400000000001,0.8172400000000001,100000,33,0.013839999999999963,0.013839999999999963,0,2,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0002/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0002/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0002/hard_fault_summary.json,50,50,"{""undetected"": 50}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0002,ok,,,,,,0.590458869934082,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,3,2026,100000,286,3,216,__aig_and_7156,OP,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_and_7156"", ""score"": null, ""type"": ""OP""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,8e042e141e54dc154590bc7c706f18ca5a6980559540a8e04b7f131b85892779,300,266,0.8866700000000001,0.8866700000000001,100000,42,0.8172400000000001,0.8172400000000001,100000,33,0.06942999999999999,0.06942999999999999,0,9,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0003/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0003/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0003/hard_fault_summary.json,34,34,"{""undetected"": 34}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0003,ok,,,,,,0.4422469139099121,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,4,2026,100000,286,4,-1,new_n851,CP1,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_and_7156"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": -1, ""net"": ""new_n851"", ""score"": null, ""type"": ""CP1""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,bbefba4d00af7276505279807e5208ac26156b767bec8e2a7a5e81d4e606420e,304,270,0.8881600000000001,0.8881600000000001,100000,42,0.8172400000000001,0.8172400000000001,100000,33,0.07091999999999998,0.07091999999999998,0,9,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0004/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0004/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0004/hard_fault_summary.json,34,34,"{""undetected"": 34}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0004,ok,,,,,,0.26408815383911133,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,5,2026,100000,286,5,189,new_n3827,CP1,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_and_7156"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": -1, ""net"": ""new_n851"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 189, ""net"": ""new_n3827"", ""score"": null, ""type"": ""CP1""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,c47dc620167978e552d212bad0fa6ced5addec0c948a2720b42277af2dffe782,306,272,0.88889,0.88889,100000,43,0.8172400000000001,0.8172400000000001,100000,33,0.07164999999999988,0.07164999999999988,0,10,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0005/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0005/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0005/hard_fault_summary.json,34,34,"{""undetected"": 34}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0005,ok,,,,,,0.5208725929260254,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,6,2026,100000,286,6,-1,new_n847,CP1,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_and_7156"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": -1, ""net"": ""new_n851"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 189, ""net"": ""new_n3827"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": -1, ""net"": ""new_n847"", ""score"": null, ""type"": ""CP1""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,d6988eef2e7bf6c5e0422e40eb636fa49e81b5f78e686843674160af6e2cfab3,308,274,0.88961,0.88961,100000,46,0.8172400000000001,0.8172400000000001,100000,33,0.07236999999999993,0.07236999999999993,0,13,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0006/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0006/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0006/hard_fault_summary.json,34,34,"{""undetected"": 34}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0006,ok,,,,,,0.5844995975494385,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,7,2026,100000,286,7,212,__aig_not_7153,OP,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_and_7156"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": -1, ""net"": ""new_n851"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 189, ""net"": ""new_n3827"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": -1, ""net"": ""new_n847"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 212, ""net"": ""__aig_not_7153"", ""score"": null, ""type"": ""OP""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,b8169331064227add0dc4d8ffe05d6bbc45508fd2e0916c55622448945f3548c,312,278,0.89103,0.89103,100000,42,0.8172400000000001,0.8172400000000001,100000,33,0.07378999999999991,0.07378999999999991,0,9,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0007/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0007/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0007/hard_fault_summary.json,34,34,"{""undetected"": 34}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0007,ok,,,,,,0.7367010116577148,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,8,2026,100000,286,8,156,__aig_and_1698,CP1,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_and_7156"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": -1, ""net"": ""new_n851"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 189, ""net"": ""new_n3827"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": -1, ""net"": ""new_n847"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 212, ""net"": ""__aig_not_7153"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 156, ""net"": ""__aig_and_1698"", ""score"": null, ""type"": ""CP1""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,476d1475183db518c296811b3813d330761088a2c40344a8d3554dd5979e1ea9,314,280,0.89172,0.89172,100000,42,0.8172400000000001,0.8172400000000001,100000,33,0.07447999999999988,0.07447999999999988,0,9,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0008/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0008/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0008/hard_fault_summary.json,34,34,"{""undetected"": 34}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0008,ok,,,,,,0.5433063507080078,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,9,2026,100000,286,9,173,new_n3823,CP1,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_and_7156"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": -1, ""net"": ""new_n851"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 189, ""net"": ""new_n3827"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": -1, ""net"": ""new_n847"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 212, ""net"": ""__aig_not_7153"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 156, ""net"": ""__aig_and_1698"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 173, ""net"": ""new_n3823"", ""score"": null, ""type"": ""CP1""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,f4f671f53b9122790fc376e3264f94840acf453ece09ba7cc6d215529c2a3021,316,280,0.8860800000000001,0.8860800000000001,100000,42,0.8172400000000001,0.8172400000000001,100000,33,0.06884000000000001,0.06884000000000001,0,9,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0009/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0009/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0009/hard_fault_summary.json,36,36,"{""undetected"": 36}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0009,ok,,,,,,0.5876262187957764,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
subckt_0045,structural:subckt_0045:00,10,2026,100000,286,10,91,__aig_and_1012,CP1,"[{""candidate_id"": 182, ""net"": ""__aig_not_7137"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 178, ""net"": ""__aig_not_7135"", ""score"": null, ""type"": ""CP0""}, {""candidate_id"": 216, ""net"": ""__aig_and_7156"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": -1, ""net"": ""new_n851"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 189, ""net"": ""new_n3827"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": -1, ""net"": ""new_n847"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 212, ""net"": ""__aig_not_7153"", ""score"": null, ""type"": ""OP""}, {""candidate_id"": 156, ""net"": ""__aig_and_1698"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 173, ""net"": ""new_n3823"", ""score"": null, ""type"": ""CP1""}, {""candidate_id"": 91, ""net"": ""__aig_and_1012"", ""score"": null, ""type"": ""CP1""}]",2824acbfac3756177c24330e6dded98fac94dc54a869751fe4264a723348559f,5b69134a49fca7901b4e5083492e729ee812568242a1e71a820589b26ad1c5c2,318,282,0.88679,0.88679,100000,43,0.8172400000000001,0.8172400000000001,100000,33,0.06954999999999989,0.06954999999999989,0,10,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0010/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0010/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0010/hard_fault_summary.json,36,36,"{""undetected"": 36}",autoresearch/loop-260720-0945/model_training_round3/long_real_labels_v2/sequences/subckt_0045/structural_subckt_0045_00/step_0010,ok,,,,,,0.505889892578125,structural:subckt_0045:00,autoresearch/loop-260720-0945/model_training_round3/structural32_current/labels.csv
