checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	within_best_type_top1_hit	within_best_type_regret_pp	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy	same_type_pairwise_accuracy
round7_incumbent	typed_marginal_pred	subckt_0010	prefix_0001	1	9	new_n16252_::control1	control1	new_n16252_::control1	control1	1	1	1	0.0	5.8509999999999955	5.8509999999999955	0.0	0	0.6950150912113306	0.7878787878787878	1.0
round7_incumbent	typed_return_pred	subckt_0010	prefix_0001	1	9	new_n16252_::control1	control1	new_n16252_::control1	control1	1	1	1	0.0	5.8509999999999955	5.8509999999999955	0.0	0	0.6780635036208105	0.7878787878787878	1.0
round7_incumbent	typed_sa_reduction_total_pred	subckt_0010	prefix_0001	1	9	new_n14127_::observe	observe	new_n16252_::control1	control1	0	0	1	0.0	-0.3990000000000049	5.8509999999999955	6.25	1	-0.37293492699144576	0.3333333333333333	0.25
round7_incumbent	typed_marginal_pred	subckt_0010	prefix_0002	2	9	new_n21571_::control0	control0	new_n14125_::observe	observe	0	0	0	0.0	-0.264999999999993	0.08000000000000229	0.3449999999999953	1	-0.731126155013931	0.2	0.5
round7_incumbent	typed_return_pred	subckt_0010	prefix_0002	2	9	new_n21571_::control0	control0	new_n14125_::observe	observe	0	0	0	0.0	-0.264999999999993	0.08000000000000229	0.3449999999999953	1	-0.7050145066205763	0.23333333333333334	0.16666666666666666
round7_incumbent	typed_sa_reduction_total_pred	subckt_0010	prefix_0002	2	9	new_n14126_::observe	observe	new_n14125_::observe	observe	0	1	0	0.0	0.08000000000000229	0.08000000000000229	0.0	0	0.9052038109696288	0.9333333333333333	0.8333333333333334
round7_incumbent	typed_marginal_pred	subckt_0010	prefix_0004	4	9	new_n16287_::observe	observe	new_n16287_::observe	observe	1	1	1	0.0	0.270999999999999	0.270999999999999	0.0	0	0.30276503540974914	0.64	0.75
round7_incumbent	typed_return_pred	subckt_0010	prefix_0004	4	9	new_n16287_::observe	observe	new_n16287_::observe	observe	1	1	1	0.0	0.270999999999999	0.270999999999999	0.0	0	0.4495602040932639	0.72	0.5
round7_incumbent	typed_sa_reduction_total_pred	subckt_0010	prefix_0004	4	9	new_n14130_::observe	observe	new_n16287_::observe	observe	0	1	0	0.17099999999998783	0.10000000000001119	0.270999999999999	0.17099999999998783	0	0.8532469179729294	0.92	0.5
round7_incumbent	typed_marginal_pred	subckt_0010	prefix_0008	8	9	new_n13603_::control1	control1	__buf_split_5977::observe	observe	0	0	0	0.04999999999999449	-0.2870000000000039	0.09999999999998899	0.3869999999999929	1	-0.28714278746323557	0.3333333333333333	0.0
round7_incumbent	typed_return_pred	subckt_0010	prefix_0008	8	9	new_n14378_::observe	observe	__buf_split_5977::observe	observe	0	1	0	0.04999999999999449	0.04999999999999449	0.09999999999998899	0.04999999999999449	0	0.386157541760903	0.7142857142857143	0.3333333333333333
round7_incumbent	typed_sa_reduction_total_pred	subckt_0010	prefix_0008	8	9	new_n14378_::observe	observe	__buf_split_5977::observe	observe	0	1	0	0.04999999999999449	0.04999999999999449	0.09999999999998899	0.04999999999999449	0	0.47527082062880366	0.7619047619047619	0.5
round7_incumbent	typed_marginal_pred	subckt_0010	prefix_0012	12	9	new_n13613_::control1	control1	new_n16287_::observe	observe	0	0	1	0.0	0.04999999999999449	0.2650000000000041	0.21500000000000963	0	0.5963553727767786	0.8	0.8571428571428571
round7_incumbent	typed_return_pred	subckt_0010	prefix_0012	12	9	new_n16287_::observe	observe	new_n16287_::observe	observe	1	1	1	0.0	0.2650000000000041	0.2650000000000041	0.0	0	0.2201927530252721	0.6	0.2857142857142857
round7_incumbent	typed_sa_reduction_total_pred	subckt_0010	prefix_0012	12	9	new_n14378_::observe	observe	new_n16287_::observe	observe	0	1	0	0.21500000000000963	0.04999999999999449	0.2650000000000041	0.21500000000000963	0	0.4403855060505442	0.68	0.2857142857142857
round7_incumbent	typed_marginal_pred	subckt_0010	prefix_0016	16	9	new_n16284_::observe	observe	new_n16284_::observe	observe	1	1	1	0.0	0.2630000000000021	0.2630000000000021	0.0	0	0.6472607981953666	0.8148148148148148	0.7142857142857143
