node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
2627,1,0,1,0,0
__aig_and_375,1,0,1,0,0
__buf_split_916,1,0,1,0,0
__buf_split_920,1,0,1,0,0
__buf_split_922,1,0,1,0,0
__buf_split_923,1,0,1,0,0
__buf_split_929,1,0,1,0,0
