timestamp	variant_id	status	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	candidate_sample_seed	patterns	seed	benchmark_count	macro_mean_delta_tc	min_delta_tc	router_delta_tc	positive_count	negative_count	safe	elapsed_sec
2026-06-26T21:33:26	beam__terminal__guarded_reward__bw2__d2__c64__g1p0__candcached_hard_cone__div0p5__s0	ok	beam	terminal	guarded_reward	2	2	64	1.0	cached_hard_cone	0.5	4	0	50000	2026	1	-0.013839999999999963	-0.013839999999999963	NA	0	1	False	10.046
