timestamp	variant_id	status	planner	beam_objective	score_field	beam_width	lookahead_depth	max_candidates	discount_gamma	candidate_strategy	candidate_diversity_penalty	candidate_diversity_depth	patterns	seed	benchmark_count	macro_mean_delta_tc	min_delta_tc	router_delta_tc	positive_count	negative_count	safe	elapsed_sec
2026-06-26T19:51:44	beam__cumulative__reward_pred__bw2__d2__c32__g1p0__candhard_fault_cone__div0p0	ok	beam	cumulative	reward_pred	2	2	32	1.0	hard_fault_cone	0.0	4	50000	2026	4	0.01665249999999993	-0.011660000000000115	-0.011660000000000115	3	1	False	422.104
2026-06-26T19:58:33	beam__cumulative__guarded_reward__bw2__d2__c32__g1p0__candhard_fault_cone__div0p0	ok	beam	cumulative	guarded_reward	2	2	32	1.0	hard_fault_cone	0.0	4	50000	2026	4	0.019277499999999975	-0.01153000000000004	-0.01153000000000004	3	1	False	409.046
