epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_rollout_steps,val_steps
1,8,0.3971548889608433,0.3971548889608433,0.15965826503622035,0.010558466173824855,0.130756275759389,0.0,0.32863677601950864,1.0,0.04417339744589602,0.0037649986576249778,0.7369221156331813,0.7369221156331813,0.0,0.0015818893710119694,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.2722876096377149,0.2722876096377149,0.15853851847350597,0.006410882895579562,0.09443619343801402,0.0,0.3156558113405481,1.0,0.06654093862744048,6.93359380363745e-05,0.0012245071424871745,0.0012245071424871745,0.0,0.0008471506279133841,1.0,8.0,32.0
2,16,0.4031198403565213,0.4031198403565213,0.1613260722408692,0.008196837796761731,0.12095318022766151,0.0,0.31820605592802165,1.0,0.04694676132154806,0.002771298533984871,0.44833802122531924,0.44833802122531924,0.0,0.001410022675907827,1.0,16.0,0.06578548311566314,0.07382725624678035,0.19102896725138027,2.356237838665644,0.0,0.0,0.051115338876843455,312.975,10.0,0.04999999999999989,120.0,120.0,0.3041371268045623,0.3041371268045623,0.16195382364094257,0.006209684973327967,0.09939831851806957,0.0,0.3259307388216257,1.0,0.062298432305397,8.92298246668588e-05,0.0018538108533681097,0.0018538108533681097,0.0,0.0012871209333476462,1.0,16.0,32.0
3,24,0.4231468060571286,0.4231468060571286,0.1570782761787996,0.007895897856118,0.11805606856942177,0.0,0.3268889142148611,1.0,0.04516526600216618,0.001825324539442855,0.3264589365683896,0.3264589365683896,0.0,0.0012388389688130245,1.0,24.0,0.13251901865005494,0.0759077478821079,0.1706100079541405,2.3795750101407367,0.0,0.0,0.05074582841868202,306.8666666666667,10.0,0.09999999999999978,120.0,120.0,0.3315658137047042,0.3315658137047042,0.16127137643828368,0.005618311970465585,0.0998679144734827,0.0,0.3280072979784259,1.0,0.05553641825099476,9.339194586270122e-05,0.0022637003927507377,0.0022637003927507377,0.0,0.0003681524730482227,1.0,24.0,32.0
4,32,0.4535904692563539,0.4535904692563539,0.1660017675118676,0.008515766899169346,0.12476258016346643,0.0,0.3333487151035418,1.0,0.041276132124767176,0.0019042570112873137,0.37515055021947297,0.37515055021947297,0.0,0.0014486920511472138,1.0,32.0,0.13150296819706758,0.0711361872497946,0.16969041482855876,2.3696687589089076,0.0,0.0,0.05024203898695608,313.15833333333336,10.0,0.09999999999999978,120.0,120.0,0.3468045976769645,0.3468045976769645,0.16435724787879735,0.005533500994260976,0.10308190459181787,0.0,0.3335532806813717,1.0,0.05395828781183809,9.530460686413278e-05,0.0018971387877838586,0.0018971387877838586,0.0,0.00032318849997659335,1.0,32.0,32.0
