step,node,type,q_pred,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,step_value,sequence_score,lookahead_score,objective_score,objective,planner,score_adjusted,diversity_penalty,candidate_strategy
1,N578,observe,0.4394916594028473,0.4394916594028473,-0.017710596323013306,-0.00017710596323013304,-0.00896310806274414,0.0027359798550605774,-0.017710596323013306,-0.023717880249023438,-0.027011610567569733,-0.0009854920208454132,4522.73388671875,1912.1044921875,2610.62939453125,4566.6142578125,1920.7901611328125,2645.823974609375,-0.00970217864960432,-0.004542465787380934,-0.013481262139976025,-0.970217864960432,-2.3867626413702965,-2.375531679019332,-0.017710596323013306,-0.017710596323013306,0.10882874578237534,0.10882874578237534,cumulative,beam,-0.017710596323013306,0.0,heuristic_recall_pool
2,N493,observe,0.44989344477653503,0.44989344477653503,0.05522932857275009,0.0005522932857275009,-0.1139557957649231,0.11231015622615814,0.05522932857275009,-0.015550695359706879,-0.022139959037303925,0.009010560810565948,4566.453125,1920.647216796875,2645.80615234375,4571.68603515625,1924.734619140625,2646.951416015625,-0.0011459463275969028,-0.0021281379740685225,-0.00043286001891829073,-0.11459463275969028,-1.3875300511717796,-1.5131846647709608,0.05522932857275009,0.037518732249736786,0.19251486659049988,0.19251486659049988,cumulative,beam,0.05522932857275009,0.0,heuristic_recall_pool
3,N500,observe,0.4542112648487091,0.4542112648487091,0.07131001353263855,0.0007131001353263854,-0.0934755951166153,0.15769074857234955,0.07131001353263855,-0.01368878036737442,-0.031284578144550323,0.004512067884206772,4571.59375,1924.6669921875,2646.9267578125,4574.05908203125,1927.539794921875,2646.519287109375,-0.0005392719176597893,-0.0014926232397556305,0.0001539410586701706,-0.05392719176597893,-1.139877274632454,-1.311627846211195,0.07131001353263855,0.10882874578237534,0.2430630624294281,0.2430630624294281,cumulative,beam,0.07131001353263855,0.0,heuristic_recall_pool
4,N3005,observe,0.46377554535865784,0.46377554535865784,0.06597552448511124,0.0006597552448511124,-0.08953389525413513,0.15191948413848877,0.06597552448511124,-0.012994252145290375,-0.03428041934967041,0.005089037120342255,4574.1298828125,1927.53515625,2646.5947265625,4578.26025390625,1930.6375732421875,2647.622802734375,-0.0009029851062223315,-0.0016095255268737674,-0.0003884524339810014,-0.09029851062223315,-1.0815302059054375,-1.2449514623731375,0.06597552448511124,0.17480427026748657,0.3106587827205658,0.3106587827205658,cumulative,beam,0.06597552448511124,0.0,heuristic_recall_pool
5,N501,observe,0.47027766704559326,0.47027766704559326,0.10577752441167831,0.0010577752441167832,-0.11819326877593994,0.2449212521314621,0.10577752441167831,-0.007148854434490204,-0.03697582334280014,0.006642494350671768,4578.134765625,1930.59326171875,2647.541259765625,4574.35009765625,1928.56884765625,2645.78125,0.0008266833610832691,0.0010485969251021743,0.0006647714180871844,0.08266833610832691,-0.36418666690588,-0.6272107493132353,0.10577752441167831,0.2805817946791649,0.3486856296658516,0.3486856296658516,cumulative,beam,0.10577752441167831,0.0,heuristic_recall_pool
