benchmark_id	status	baseline_test_coverage	final_test_coverage	delta_test_coverage	baseline_fault_coverage	final_fault_coverage	delta_fault_coverage	pattern_count	effective_pattern_count	rows	plan_csv	eval_dir	elapsed_sec	error
iscas99__b17	ok	0.85623	0.90987	0.05363999999999991	0.85623	0.90987	0.05363999999999991	300000	2586	2	autoresearch/improve-260716-1344/round8_b17_type_ablation/late_control1_to_observe/plans/iscas99__b17.csv	autoresearch/improve-260716-1344/round8_b17_type_ablation/late_control1_to_observe/evaluation/evals/iscas99__b17	122.936	
