node,total_undetected_faults,output_sa0,output_sa1,input_edge_sa0,input_edge_sa1
__aig_and_9106,1,0,0,0,1
__aig_not_9063,1,0,1,0,0
__aig_not_9065,1,0,1,0,0
__aig_not_9067,1,0,1,0,0
__aig_not_9071,1,0,1,0,0
__aig_not_9075,1,0,1,0,0
__aig_not_9079,1,0,1,0,0
__aig_not_9083,1,0,1,0,0
__aig_not_9087,1,0,1,0,0
__aig_not_9091,1,0,1,0,0
__aig_not_9095,1,0,1,0,0
__aig_not_9107,1,0,1,0,0
__aig_not_9109,1,0,1,0,0
__aig_not_9111,1,0,1,0,0
__aig_not_9113,1,0,1,0,0
__aig_not_9115,1,0,1,0,0
__aig_not_9117,1,0,1,0,0
__aig_not_9119,1,0,1,0,0
__aig_not_9121,1,0,1,0,0
__aig_not_9123,1,0,1,0,0
__aig_not_9125,1,0,1,0,0
__aig_not_9127,1,0,1,0,0
__aig_not_9129,1,0,1,0,0
__aig_not_9131,1,0,1,0,0
__aig_not_9133,1,0,1,0,0
__aig_not_9135,1,0,1,0,0
__aig_not_9137,1,0,1,0,0
__aig_not_9139,1,0,1,0,0
__aig_not_9141,1,0,1,0,0
__aig_not_9143,1,0,1,0,0
__aig_not_9145,1,0,1,0,0
__aig_not_9147,1,0,1,0,0
__buf_split_5087,1,0,1,0,0
__buf_split_5089,1,0,1,0,0
__buf_split_5090,1,0,1,0,0
__buf_split_5091,1,0,1,0,0
__buf_split_5092,1,0,1,0,0
__buf_split_5093,1,0,1,0,0
__buf_split_5094,1,0,1,0,0
__buf_split_5095,1,0,1,0,0
__buf_split_5096,1,0,1,0,0
__buf_split_5097,1,0,1,0,0
__buf_split_5098,1,0,1,0,0
__buf_split_5099,1,0,1,0,0
__buf_split_5100,1,0,1,0,0
__buf_split_5101,1,0,1,0,0
__buf_split_5102,1,0,1,0,0
__buf_split_5108,1,0,1,0,0
__buf_split_5109,1,0,1,0,0
__buf_split_5110,1,0,1,0,0
__buf_split_5111,1,0,1,0,0
__buf_split_5112,1,0,1,0,0
__buf_split_5113,1,0,1,0,0
__buf_split_5114,1,0,1,0,0
__buf_split_5115,1,0,1,0,0
__buf_split_5116,1,0,1,0,0
__buf_split_5117,1,0,1,0,0
__buf_split_5118,1,0,1,0,0
__buf_split_5119,1,0,1,0,0
__buf_split_5120,1,0,1,0,0
__buf_split_5121,1,0,1,0,0
__buf_split_5122,1,0,1,0,0
__buf_split_5123,1,0,1,0,0
__buf_split_5124,1,0,1,0,0
__buf_split_5125,1,0,1,0,0
__buf_split_5126,1,0,1,0,0
__buf_split_5127,1,0,1,0,0
