benchmark_id,sequence_id,step,seed,random_patterns,candidate_count,inserted_count,candidate_id,net,type,insertion_sequence,source_bench_sha256,inserted_bench_sha256,total_faults,detected_faults,test_coverage,fault_coverage,pattern_count,effective_pattern_count,baseline_test_coverage,baseline_fault_coverage,baseline_pattern_count,baseline_effective_pattern_count,delta_test_coverage,delta_fault_coverage,delta_pattern_count,delta_effective_pattern_count,fault_list_path,fault_csv_path,hard_fault_summary_path,hard_fault_count,undetected_fault_count,fault_status_counts,work_dir,status,error,source_plan_csv,pred_score,pred_fc,pred_pattern,elapsed_sec
subckt_0290,-1,0,2026,300000,263,0,,,,[],37273213e616b1c6f46006c5725705f96954ab076061c60be14a64943160825a,714d0ecb1b3e560f50b66083cb2f05912576e98b607d1ebe36cded15a204d506,296,296,1.0,1.0,300000,47,1.0,1.0,300000,47,0.0,0.0,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/subckt_0290/baseline/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/subckt_0290/baseline/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/subckt_0290/baseline/hard_fault_summary.json,0,0,{},autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/subckt_0290/baseline,ok,,autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/plan.csv,,,,0.036397457122802734
subckt_0290,0,1,2026,300000,263,1,59,__aig_and_306,OP,"[{""candidate_id"": 59, ""net"": ""__aig_and_306"", ""type"": ""OP"", ""score"": 0.35336458683013916}]",37273213e616b1c6f46006c5725705f96954ab076061c60be14a64943160825a,9ec5bebaaa91d7a29330b454a5008a174b051c496dd9dc3832d181a237e085ab,300,300,1.0,1.0,300000,47,1.0,1.0,300000,47,0.0,0.0,0,0,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/subckt_0290/seq_0000/step_0001/faults.rpt,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/subckt_0290/seq_0000/step_0001/faults_undetected.csv,/data4/pengqingsong/DFT/TPI-my.3/autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/subckt_0290/seq_0000/step_0001/hard_fault_summary.json,0,0,{},autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/subckt_0290/seq_0000/step_0001,ok,,autoresearch/oracle-negative-rich-260629/topup/evals/subckt_0290/initial/__aig_and_306__observe/plan.csv,0.35336458683013916,0.0035336458683013915,0.5445923209190369,0.03843879699707031
