epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_brier_loss,train_hard_soft_f1_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_typed_marginal_loss,train_typed_return_loss,train_typed_sa_reduction_loss,train_hard_weight,train_rollout_steps,train_oracle_loss,train_oracle_rank_loss,train_oracle_value_loss,train_oracle_candidate_loss,train_oracle_ndcg_loss,train_oracle_conservative_loss,train_oracle_context_loss,train_oracle_sa_value_loss,train_oracle_pairs,train_oracle_groups,train_oracle_weight,train_steps,train_oracle_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_brier_loss,val_hard_soft_f1_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_typed_marginal_loss,val_typed_return_loss,val_typed_sa_reduction_loss,val_hard_weight,val_rollout_steps,val_steps
1,1,0.32722049715352786,0.348657469216146,0.12264317744656612,0.008873550074273035,0.09257720881386806,0.0,0.27913238735575424,1.0,0.04905518840410208,0.008599222741395351,0.7557492456659307,0.7557492456659307,0.0,1.3075456857472283,0.4586554871546373,1.0405438520308388,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.523671391606331,0.3598652720451355,0.13768267184495925,0.011072398908436299,0.11232351809740067,0.0,0.2901377737522125,1.0,0.03671975061297417,0.01658513960428536,2.129692042246461,2.129692042246461,0.0,3.9453713417053224,2.305527386069298,2.807098650932312,0.0,1.0,1.0,5.0
2,2,0.4692306931767809,0.38282190106417,0.12292144702453363,0.008813175973237344,0.09401566496020869,0.0,0.2813118915808828,1.0,0.0482286797640355,0.0377684300867833,0.8533278867277994,0.8533278867277994,0.0,2.80625167854841,0.6422984388941826,1.677032066848034,0.0,1.0,2.0,0.41621822275613485,0.477488731083117,0.5272616940109354,2.18916612549832,1.9851831197738647,0.5189875223134693,0.4290980477082102,0.0,268.8421052631579,8.0,0.1666666666666666,19.0,19.0,1.8592539802193642,0.39172009080648423,0.13945114091038704,0.010886549623683095,0.11627722531557083,0.0,0.29722295701503754,1.0,0.03637657258659601,0.021298511524219067,2.121933067700229,2.121933067700229,0.0,6.67823655307293,2.666194512695074,5.19074465688318,0.0,1.0,2.0,5.0
3,4,0.5789267963478587,0.4465328276549515,0.12290752826160506,0.00868700161625288,0.09797487530465189,0.0,0.2877858222315186,1.0,0.04814527360232253,0.039657359430317514,0.9044092335643176,0.9044092335643176,0.0,5.563685265279697,0.6366482721254885,3.9387562530924027,0.0,1.0,4.0,0.7953603675490931,0.40370422131136846,0.4801608339736336,2.2244476330907723,1.9505911312605206,0.4762328674918727,0.37374849695908396,0.0,269.0,8.0,0.3333333333333332,19.0,19.0,2.1783430123701693,0.44884234815835955,0.1395923752337694,0.010706029273569584,0.11731444150209427,0.0,0.3020616665482521,1.0,0.03657302111387253,0.05917046254762681,2.138745540063064,2.138745540063064,0.0,11.706853068247437,2.7901154016144574,10.085473845340312,0.0,1.0,4.0,5.0
4,8,0.8370011416922544,0.5182921982517368,0.12467650221170563,0.00871954399075261,0.10474239809340552,0.0,0.2937118479687917,1.0,0.04736914705043953,0.030486108292999997,1.0696830167184042,1.0696830167184042,0.0,9.713483312258392,0.7325096528645525,7.949906464576327,0.0,1.0,8.0,1.179301995980112,0.3997511487258108,0.42207559002073186,2.239705123399433,1.9417853355407715,0.4871102571487427,0.340618665281095,0.0,275.7368421052632,8.0,0.5,19.0,19.0,2.5340388802811504,0.524550798535347,0.13952108640223743,0.010792389162816107,0.11601433213800191,0.0,0.3038296181708574,1.0,0.03356794083956629,0.07355207632572273,2.0593107704895375,2.0593107704895375,0.0,18.999806442926637,2.7768123548710717,17.359027231554865,0.0,1.0,8.0,5.0
5,16,1.1381713265888578,0.5965873144174877,0.12834845777404935,0.008842378068948165,0.11916651702976148,0.0,0.3041568625914423,1.0,0.04471171404676218,0.028195834676176135,1.01257254981587,1.01257254981587,0.0,14.717612765522446,0.7979402405842213,13.188143128051562,0.0,1.0,16.0,1.176722332050926,0.389441579580307,0.4724797928019574,2.255575889035275,1.923684603289554,0.4607471494298232,0.3320724799444801,0.0,286.57894736842104,8.0,0.5,19.0,19.0,2.9759196084109134,0.6055397693067789,0.14332838952541352,0.011527384771034122,0.11692018480971456,0.0,0.3082740010693669,1.0,0.03484192935284227,0.051772591144072067,2.2492867172316893,2.2492867172316893,0.0,26.597784773792956,2.797635705486391,25.94676186030556,0.0,1.0,16.0,5.0
6,32,2.0818804175127488,0.6840231932062459,0.13418868758813723,0.00887523947504202,0.14316212699601524,0.0,0.3107961159640629,1.0,0.04440575498952776,0.020962297832858138,1.5233972636990714,1.5233972636990714,0.0,26.32597444788256,1.3318891012132017,25.654937993619807,0.0,1.0,32.0,1.1558972879459983,0.4133706171261637,0.5508268310835487,2.1050353112973665,1.830313004945454,0.46685942223197535,0.36350052372405406,0.0,294.57894736842104,8.0,0.5,19.0,19.0,4.6020005766302345,0.6687033772468567,0.15095047280192375,0.012268310564104467,0.132233395986259,0.0,0.31624788148328664,1.0,0.03978219710988924,0.03174253626252721,3.060212883857639,3.060212883857639,0.0,51.537923105806115,3.366268520055928,51.644786486262454,0.0,1.0,32.0,5.0
7,32,2.1033983727094507,0.6722716965565556,0.1340879818154989,0.008822663512546569,0.14369232375419846,0.0,0.31287073201842996,1.0,0.04462878851489605,0.021042015124512665,1.4971929413884422,1.4971929413884422,0.0,26.324386865534734,1.3672437675618117,25.66104108575636,0.0,1.0,32.0,1.183898731281883,0.4472363104945735,0.4274666183873227,2.193715302567733,1.8521941712028103,0.46133155414932653,0.3836805781251506,0.0,272.5263157894737,8.0,0.5,19.0,19.0,4.6263440063223245,0.6687033655121922,0.150950472895056,0.012268310243962332,0.1322333985939622,0.0,0.3162478829734027,1.0,0.0397821978200227,0.03174253637439506,3.0602128819082055,3.0602128819082055,0.0,51.53792309612036,3.4076818669505884,51.63469519065693,0.0,1.0,32.0,5.0
8,32,2.119653165021191,0.6687778408001912,0.13487804635721995,0.00868228974899179,0.1452516998274644,0.0,0.31252463551630316,1.0,0.04521283772345142,0.0207368402090502,1.5839835712192087,1.5839835712192087,0.0,26.323344464402783,1.393897601317628,25.666290986546684,0.0,1.0,32.0,1.1634022562127364,0.41949902867016037,0.4220048895007686,2.190918345200388,1.8615583620573346,0.44746829177203934,0.350716957920476,0.0,289.63157894736844,8.0,0.5,19.0,19.0,4.616580842807889,0.6687033651396632,0.15095047308132054,0.012268310261424631,0.13223339514806867,0.0,0.3162478811107576,1.0,0.03978219766868278,0.03174253612410212,3.0602128783782745,3.0602128783782745,0.0,51.53792309314012,3.391768733377103,51.63038980881684,0.0,1.0,32.0,5.0
9,32,2.0920971624402322,0.6830762771301364,0.13451771270238647,0.008974540326897497,0.14899898167871134,0.0,0.3158519882463703,1.0,0.0439001888643313,0.020961193035114883,1.456400003096913,1.456400003096913,0.0,26.327166456963656,1.3512380409754239,25.62708570402097,0.0,1.0,32.0,1.1910376580137956,0.42704811378529195,0.4864611374704461,2.2076800496954667,1.882554292678833,0.46693834191874456,0.3887224479725486,0.0,262.7368421052632,8.0,0.5,19.0,19.0,4.632316986471414,0.6687033738940954,0.15095047373324633,0.012268310596118681,0.132233397802338,0.0,0.31624788222834466,1.0,0.03978219650452956,0.03174253611073254,3.060212890024377,3.060212890024377,0.0,51.53792309015989,3.4184875955223104,51.624486156459895,0.0,1.0,32.0,5.0
10,32,2.1036218183373996,0.6799997941737896,0.13454726856741073,0.008836141385376993,0.14673664619974597,0.0,0.3135788243901181,1.0,0.04416079959513521,0.021054532684769114,1.5271804529545179,1.5271804529545179,0.0,26.32519882832467,1.371618509263748,25.61301323051846,0.0,1.0,32.0,1.194174913983596,0.4287174375433671,0.4576183690836555,2.221741745346471,1.89586205231516,0.4710489511489868,0.3891438433998509,0.0,271.2105263157895,8.0,0.5,19.0,19.0,4.639037407375872,0.6687033718451858,0.15095047252252697,0.01226831047097221,0.13223339510150253,0.0,0.3162478826008737,1.0,0.03978219754062593,0.03174253625670644,3.060212921636025,3.060212921636025,0.0,51.53792308792472,3.428986333066132,51.63291009170935,0.0,1.0,32.0,5.0
