epoch,horizon,train_loss,train_jepa_loss,train_scoap_loss,train_delta_scoap_loss,train_hard_bce_loss,train_hard_rank_loss,train_hard_count_loss,train_hard_reduction_loss,train_fc_loss,train_reward_loss,train_pattern_loss,train_return_loss,train_hard_weight,train_steps,val_loss,val_jepa_loss,val_scoap_loss,val_delta_scoap_loss,val_hard_bce_loss,val_hard_rank_loss,val_hard_count_loss,val_hard_reduction_loss,val_fc_loss,val_reward_loss,val_pattern_loss,val_return_loss,val_hard_weight,val_steps
1,1,0.535997667118907,0.09405799917131662,0.01723487164825201,0.00011094636225607246,0.8304538879841566,0.21829735969007016,0.026911449858918787,0.02966526389500359,1.1202109081588165,1.1202109081588165,0.0,0.01863731743293181,1.0,500.0,0.9084002608433366,0.06890819533145986,0.006346023055812111,3.527928283375559e-05,1.647424082737416,0.11709748418797972,0.019854622965794988,0.020427751032912056,0.04273793014772309,0.04273793014772309,0.0,0.03256154037080705,1.0,256.0
2,1,0.4076020879149437,0.08561307660490275,0.006420877003110945,6.14699701363861e-05,0.6098062537517399,0.1820388562940061,0.01810159821738489,0.023369624741884764,1.312952787263253,1.312952787263253,0.0,0.03600167723365302,1.0,500.0,0.8050776496529579,0.0782199104432948,0.0038389632900361903,1.996897853473456e-05,1.4310070537030697,0.08867631210887339,0.017361011978209717,0.014690833679651405,0.06101656562532298,0.06101656562532298,0.0,0.03428680807701312,1.0,256.0
3,1,0.33990660847723486,0.08209717617183923,0.0050721627692691985,3.098987593148195e-05,0.4818034388516098,0.146364783942714,0.012093264513416215,0.025822285690424905,1.1255930176635223,1.1255930176635223,0.0,0.04290166116850742,1.0,500.0,0.9209582402836531,0.07445272491895594,0.005120382251334377,1.9466649618493648e-05,1.6695470227859914,0.06536590315226931,0.01885334415419493,0.01380714958835938,0.05676695777583518,0.05676695777583518,0.0,0.02272283611819148,1.0,256.0
4,1,0.300358778193593,0.07764260312914849,0.004488391421735287,1.5921757581963903e-05,0.414516988735646,0.1353158001807169,0.010459004583535715,0.023907258499452837,1.4220463257786178,1.4220463257786178,0.0,0.04193060414591673,1.0,500.0,1.0483527779579163,0.06828152178786695,0.002752567487732449,8.38508371714397e-06,1.9369928007945418,0.07061600043380167,0.02560028792504454,0.014248042754388734,0.0746552690397948,0.0746552690397948,0.0,0.040685647349164356,1.0,256.0
